,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
0,-542.6858,-488.68958,-497.38443,-520.92377,-517.64124,-518.26733,-521.95874,-519.4481,-516.57355,-518.5539,-517.82227,-518.8609,-519.2855,-518.8333,-518.0214,-518.51166,-516.4019,-514.6082,-517.01306,-515.4615,-518.8444,-521.09265,-524.10205,-519.68665,-515.96497,-516.11035,-520.185,-523.52057,-521.35846,-521.51904,-522.3272,-515.40204,-487.75787,-425.44812,-369.42377,-247.85449,-145.73456,-91.00195,-79.52111,-91.9615,-121.22336,-144.43372,-155.05641,-171.80408,-187.44765,-209.88184,-238.9002,-261.8728,-261.5145,-251.08583,-275.63345,-345.26572,-229.41704,-208.43803,-264.58664,-289.70963,-314.98297,-310.69278,-250.5594,-230.78668,-254.84677,-277.3567,-288.80328,-297.78296,-303.33362,-319.7134,-346.38635,-355.02103,-356.41833,-355.27618,-366.78513,-386.5655,-402.53925,-417.15457,-428.77533,-443.28543,-458.11008,-462.39868,-461.70258,-486.19592,-501.63953,-509.25558,-517.1702,-516.7481,-519.37604,-515.9707
1,71.10059,79.074066,73.70959,66.38603,72.462875,73.83708,73.127594,76.4886,71.34996,69.62305,69.88756,68.03816,68.24155,67.41103,69.88829,69.72502,74.849686,77.51336,70.88568,70.974976,66.518875,68.776566,69.26697,68.84112,72.33812,69.499466,66.30549,68.58449,70.83174,74.71409,71.0533,59.927017,71.925125,80.264534,82.76242,99.536865,125.62717,150.61914,159.31766,151.07574,151.25934,154.14438,159.67517,159.7577,170.64038,182.41486,176.03604,160.85866,164.21591,151.75797,129.94711,103.1425,64.92991,70.213165,93.47664,94.90259,91.763374,132.13278,170.0192,177.02934,175.69919,171.49655,173.8223,174.90933,171.54852,167.80652,163.15747,175.39288,181.6393,185.1597,183.8056,175.99405,173.43927,163.07297,157.1842,150.3667,139.09607,132.27454,125.79473,98.63948,79.04381,74.80705,72.314766,75.51767,73.4375,74.27631
2,27.160118,18.592054,21.805527,30.507885,35.50733,34.003666,35.985756,32.500427,26.065975,24.605337,28.712955,32.0076,33.32215,29.416832,31.498394,28.969398,30.846062,31.066948,26.684042,30.09716,29.33844,33.272697,34.843674,29.768196,31.672194,33.119926,28.177193,30.763638,32.041027,36.010296,37.279152,29.059662,49.95446,70.57633,56.646652,-3.7443974,-37.82287,-64.554184,-75.20618,-68.4223,-48.00441,-29.922308,-18.79668,-8.079012,11.126081,31.065193,43.76214,50.524105,34.54367,15.123732,17.041344,21.720963,-7.9035625,-9.31809,-6.2917404,-1.276967,-0.20248003,29.350252,37.762775,37.142956,42.818954,48.135075,55.78933,63.154114,64.37225,67.06294,72.43756,78.83637,80.217606,81.11886,83.04573,85.409,93.04259,88.10068,85.302895,81.719955,76.69509,64.15785,52.621284,41.27299,34.318096,30.778927,30.66235,33.214325,37.604397,33.138336
3,23.492577,32.188194,27.267935,21.507122,22.000088,18.269157,19.742634,20.312641,16.67604,16.46321,16.544407,22.750269,21.28534,15.306546,16.341965,17.537418,19.199574,19.719294,18.454906,21.800667,18.264822,21.93935,21.849781,19.086224,21.31402,25.83099,19.667564,13.755786,17.284285,21.89777,23.159863,27.742426,57.67502,96.38985,101.29738,93.48802,68.305,24.60241,3.0066462,0.52447534,3.3539982,10.773584,17.146364,22.83369,28.633753,39.7622,56.11164,62.14458,43.20696,27.556335,37.32305,53.992027,41.85495,36.65685,31.532995,22.045242,12.818224,30.020702,32.49691,31.680637,39.927254,50.30979,49.906982,51.61538,55.028576,56.02601,58.248108,57.812187,57.800858,56.492165,56.900063,61.564587,61.896095,58.420063,52.83056,49.380486,50.376846,42.627983,36.047012,23.837645,13.177778,15.007143,19.296234,22.365658,22.695248,23.266022
4,13.502098,17.742744,16.724426,12.5109005,7.907119,10.551035,14.929349,14.712296,13.032883,11.678248,8.839865,10.29438,12.900843,9.392902,10.8373375,13.259262,10.668647,10.832766,11.86946,17.024847,11.376166,11.173946,12.9355135,13.225041,14.280154,17.625568,15.622164,10.750272,11.023295,17.427067,15.024853,6.490825,10.168123,-3.8249917,-13.291693,-1.0314937,-0.757604,-14.869108,-35.889175,-58.75586,-71.71201,-80.601814,-87.68836,-88.946014,-93.78303,-91.38646,-80.37781,-73.009705,-60.556202,-34.132088,-12.861895,1.1872995,-11.78569,-14.100359,-26.926367,-47.681873,-63.848206,-63.06835,-70.92044,-80.879135,-84.772,-76.72078,-72.833145,-69.46806,-62.87456,-54.306667,-44.14478,-37.561726,-33.470436,-33.95336,-31.839972,-23.934418,-20.400787,-11.570264,-2.2318215,7.925046,18.812143,23.717497,18.440083,9.67065,1.1544704,4.6694875,15.127407,18.425985,15.5144205,15.257868
5,4.0325456,0.8480399,5.509983,16.031298,14.746143,12.211122,13.706852,13.557854,16.648733,16.116488,12.43939,11.133656,17.122795,14.52477,15.071156,16.300198,9.441531,7.3356,5.774252,11.32988,13.049854,12.1182375,12.28287,18.211275,13.108259,10.076586,15.910153,10.801968,6.900072,12.529152,12.898325,12.401491,26.577255,34.144115,27.123678,4.1126804,-18.322414,-24.940956,-15.927318,-8.842749,-8.869923,-16.307634,-26.61462,-31.997349,-33.906197,-38.17064,-42.759743,-35.636906,-17.407242,17.967255,41.73034,31.93383,25.352234,32.901466,35.46408,23.081202,11.499968,6.6546164,-10.17506,-20.919828,-32.23778,-33.282204,-35.524456,-39.68215,-40.13871,-39.877956,-39.112087,-41.56558,-43.794952,-45.568466,-42.813858,-33.293114,-28.109837,-17.015526,-9.1094,-5.8350987,1.4593594,6.857815,2.0303862,4.135874,15.237074,18.2767,21.094208,20.854427,18.664413,17.307102
6,4.6891975,4.9123945,6.996834,9.830717,11.576717,10.546392,10.148354,11.794567,11.471203,12.46464,12.174615,7.60683,12.470137,12.785914,11.171608,13.830755,8.608061,6.919112,2.0488553,8.516784,10.796328,10.681065,8.518709,11.633395,10.5832615,10.193865,14.062427,11.840374,10.099569,12.841004,12.314404,13.818466,19.512611,12.315054,4.8102636,-7.676108,-23.765892,-20.526768,-6.87391,14.184864,25.093285,21.200245,16.614273,8.416994,-2.1388102,-4.0038533,-7.0018435,-11.663513,-6.841035,1.4855801,13.685253,1.2035954,-13.887923,-7.0724363,9.744894,23.213081,26.309135,21.782558,6.5500126,4.6486783,0.10509335,-7.468275,-9.701202,-11.740639,-14.873203,-13.748018,-12.367353,-15.631011,-14.076113,-6.2753515,-2.8421087,-3.9881055,-6.986865,-5.4706893,-6.4553456,-12.426273,-8.802497,-0.7629304,-0.9582081,7.5118246,17.436853,15.924021,16.151741,16.117863,17.274448,15.26898
7,7.4948397,5.584767,7.0063167,9.993473,11.609806,13.830747,15.816488,11.44108,5.1312556,7.856345,8.532603,6.725519,5.2801647,9.964045,12.401888,10.496297,6.435728,8.295479,9.927673,12.046511,13.942539,10.218588,5.481621,6.264263,12.945698,17.377003,14.240181,15.80325,17.444172,15.206713,12.790493,8.20928,7.2494106,-2.14291,0.40442634,4.8772645,-8.051384,-8.441796,1.2574706,16.25707,23.682526,24.104633,21.172134,15.980956,10.279546,0.63925356,-15.0713415,-16.600819,-0.59939337,1.2589304,-4.6004,-5.162878,-3.0525887,-1.9353046,8.62109,22.520275,25.274368,22.307178,25.881226,22.991669,19.213293,15.520505,11.623379,8.122718,9.283651,11.226006,8.289011,3.9017975,1.3477427,6.0111866,5.1666336,-1.4765737,-9.295762,-13.097832,-15.30776,-12.587564,-10.518032,-2.621204,1.9789481,13.224091,20.105797,20.276564,16.111073,12.533983,13.018322,12.771527
8,8.620844,1.6715032,2.7569385,12.422717,10.972158,13.068806,11.924217,10.227553,6.202964,4.367356,3.1474156,4.129208,1.0961853,5.559742,7.1449842,8.810576,9.250254,7.031458,5.9635916,4.882779,4.0662284,7.1867905,7.8576217,7.69051,8.241951,11.847433,7.3266177,9.583047,11.520403,8.752565,12.130378,9.881068,3.141366,-1.4900465,1.32087,-22.544384,-34.69899,-32.520554,-25.156282,-20.29331,-14.571222,-8.39242,-6.412731,-7.8967834,-12.565679,-19.53521,-19.827545,-11.576398,-15.083187,-11.738245,-6.7838993,0.6735953,6.572765,7.689569,6.303487,1.9333067,-2.980742,-9.291727,-11.81879,-11.368204,-4.9414206,-3.6427948,-5.429837,-3.707059,-4.5240583,-10.303134,-12.334135,-15.428247,-17.176735,-20.655,-24.305626,-20.669353,-21.708479,-17.962452,-13.766403,-9.330692,-8.795227,-5.654304,-2.207356,5.0062,8.174793,9.098936,9.661144,8.919179,10.48012,9.015057
9,8.351591,4.8230696,4.2702312,3.6569905,7.62755,15.52158,12.345522,6.067851,4.9290648,6.818408,7.7979655,10.124668,9.5854,9.183547,6.200018,8.048735,9.012401,3.8888803,5.147232,7.3839273,7.556755,9.532449,9.024483,6.6674995,4.979513,8.645523,3.6342874,5.398102,8.405131,9.672929,11.629733,7.3959246,2.2808485,-0.8634442,-2.3932877,-1.9425716,15.228846,26.445938,25.887302,21.023037,16.521055,19.801765,22.55244,22.353355,16.473537,17.605793,20.372192,21.1325,6.9654665,-5.3774724,-8.54675,-1.7092531,6.356759,10.717679,21.057423,29.509624,26.702606,18.74041,15.032923,16.748005,12.469719,11.224224,10.230456,8.75389,7.346592,8.293192,6.4327374,4.261301,6.1334753,4.7142496,5.153824,6.810569,3.0356581,4.7742057,3.7538228,-0.5813346,-5.379383,-6.733712,0.9229982,10.311185,-1.5381049,0.75104696,7.1559105,8.486965,11.009943,7.622804
