,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,-552.28735,-523.71295,-516.63007,-439.9148,-419.90247,-482.36212,-522.904,-501.55225,-495.06787,-511.70093,-515.5504,-515.36774,-511.36362,-497.79584,-496.33975,-500.73068,-501.03854,-495.00854,-474.66302,-482.65,-499.66675,-502.79593,-503.90256,-505.48605,-506.44507,-505.4404,-508.7997,-511.336,-512.13104,-518.7291,-524.812,-522.9717,-520.05927,-518.00903,-489.0407,-384.75912,-313.6445,-284.25342,-277.23663,-272.19604,-256.5399,-237.70474,-238.97313,-230.93484,-135.74467,-101.45918,-100.798935,-117.43088,-119.0787,-120.58512,-143.58014,-176.09297,-234.82138,-316.47934,-363.32367,-381.27875,-390.26102,-401.6444,-390.97766,-317.04486,-167.2459,-108.66352,-111.882645,-140.85783,-182.82559,-235.71416,-289.18924,-326.2991,-336.57843,-366.58118,-394.3364,-390.97116,-357.39713,-334.3191,-346.81253,-358.8447,-355.69748,-295.75275,-251.62047,-254.1499,-253.3272,-241.45076,-242.93118,-260.4528,-279.12683,-293.49112,-316.98004,-334.03964,-353.90332,-370.35092,-379.27216,-384.50345,-395.6924,-407.18076,-404.9367,-426.85455,-484.15363,-505.19882,-509.8658,-505.12662,-503.11612,-509.06815,-513.8364,-512.2169,-508.2821,-506.3217,-488.10745,-484.18414,-492.4051,-489.57803,-495.89587,-502.1203,-476.944
1,69.06511,68.64761,66.57178,63.660088,65.575874,64.56952,61.63431,51.67768,46.014046,65.59366,72.642746,74.10074,76.8663,88.708115,90.61104,85.895454,82.61872,85.113945,100.5407,94.94841,85.23036,80.265686,81.7231,81.514595,77.95583,78.6012,78.1311,72.68384,69.91661,67.52055,66.14408,66.99976,70.30998,73.82302,58.111526,16.171392,-24.939632,-55.77397,-71.08887,-70.60679,-63.2335,-60.720528,-72.82068,-54.938873,69.253006,119.705315,104.250046,76.08983,81.42757,84.74046,83.32788,92.704605,107.32834,124.78461,129.30649,123.59063,123.812485,127.26457,132.26672,115.31543,135.56128,149.66748,154.13615,161.45453,180.23737,207.50784,209.44266,173.2222,159.83157,161.87024,152.75024,156.96182,110.40151,47.040558,0.41373414,-10.562191,-14.60251,47.377808,134.25607,184.2088,178.10062,178.06808,178.70612,179.04372,182.91183,183.94725,174.02087,170.33948,159.5201,148.58029,143.30838,136.12086,132.44348,128.62216,127.65373,119.01519,92.75227,83.37341,80.50557,80.84702,80.66944,79.98807,76.721016,77.67262,83.73445,88.14919,102.73686,100.7014,97.81563,105.91332,95.351425,87.224014,97.01725
2,33.018806,30.2809,31.613213,15.890476,8.845406,19.053186,26.463173,22.59663,23.69672,33.702995,38.510242,33.96649,34.20704,37.990517,35.204956,31.04249,23.568714,20.702011,26.732864,27.12738,29.701504,32.037666,29.765608,24.063026,21.841454,25.935957,26.956863,26.104511,21.107391,23.16927,29.975594,33.219658,37.272255,32.54701,10.642145,11.058953,39.941765,50.799248,42.224854,34.496387,31.90839,29.746313,35.0215,39.94642,38.657677,-14.4422655,-49.300102,-72.01518,-74.36088,-67.86763,-58.150856,-42.392937,-21.853325,-13.156776,-15.8898945,-9.035788,0.6131601,11.9051895,12.535612,17.232622,-11.284844,-28.311977,-38.07849,-42.658096,-38.920116,-21.486801,6.2316313,3.7850904,-2.2498748,22.209505,38.848213,50.770935,65.49362,43.65898,11.626642,10.214175,11.740757,38.7872,53.677277,33.12819,13.984108,1.4527636,-1.1952357,-0.060165286,-1.2792135,-1.0338742,2.2724042,4.475655,5.244252,10.285961,13.297876,10.026863,9.495607,13.225292,16.878193,28.730362,44.96901,41.754063,40.097206,38.924526,39.665825,40.558037,35.736362,34.24775,39.72045,47.14749,56.10411,53.5304,54.787285,61.601624,56.66156,50.699524,41.719227
3,15.4119625,21.636963,24.111765,57.188187,60.462944,43.713844,21.174034,28.246246,33.838875,28.758526,32.12501,31.251554,25.40332,22.228853,22.913418,16.924559,13.813528,11.283497,13.523385,15.311609,20.466156,23.52112,20.591946,11.807493,12.15024,14.040027,15.719917,17.324856,16.323612,17.264734,19.405405,25.159325,26.738186,19.54392,18.314236,31.856646,26.897263,17.97163,10.212308,-0.59116626,-7.6315947,-9.4158535,-8.260591,0.87467587,-11.105566,3.8595557,5.22398,-4.735421,-5.0668306,-0.25641346,7.103511,13.053247,18.32671,31.24862,34.393448,37.863155,40.828075,45.39596,50.985657,47.102528,25.023273,16.334,6.907013,4.8382926,2.2301638,-2.9431894,3.8265493,36.386513,45.377605,46.8778,56.326927,60.19531,50.168655,37.770824,24.622469,18.369524,15.514189,26.676836,30.308626,39.031967,40.435875,37.08752,30.58998,26.279106,28.352219,26.15075,34.230534,34.800583,36.92531,42.04029,43.629707,47.066414,49.134216,49.614944,57.974754,59.566837,53.154457,39.275574,28.815289,29.458162,31.171524,30.199657,26.359276,23.897882,29.093454,32.49453,33.766777,34.225307,37.412018,36.88198,40.62975,37.86236,32.181816
4,19.668213,16.428654,8.724169,-10.703167,-9.534699,12.905901,16.9852,9.87491,6.692569,10.52131,15.533535,15.246807,12.6887665,13.44318,17.13816,10.35038,12.382521,14.643783,5.0145164,6.351555,19.841618,16.14364,12.3000765,9.8791275,13.06563,11.1258545,11.776812,12.054742,9.897955,11.724869,12.07646,11.608128,10.751805,11.790688,16.45286,-5.0494833,-13.02325,-15.522379,-10.91247,-10.1926985,-9.994074,-4.471113,-1.9075235,7.4853077,-8.77828,-19.165508,-28.921463,-29.76205,-31.410805,-32.63606,-21.539223,-10.324265,3.9591649,24.225212,45.459824,44.61547,37.601257,38.144596,29.009827,-6.0239263,-34.29712,-47.12,-58.1251,-67.558266,-61.666954,-42.6617,-28.745455,2.099568,17.408497,18.119083,16.502064,18.548603,0.03644252,1.0998993,12.966118,11.408506,5.2864304,-9.607356,-39.789093,-64.551285,-64.86159,-58.134377,-52.97991,-37.34441,-19.47892,-7.3889904,2.8700628,11.040434,27.653633,38.503933,38.155006,41.82846,43.03912,44.3729,42.356003,41.8937,39.3072,30.002422,19.442528,18.2385,19.260975,21.132105,18.162376,19.32837,22.165707,18.845226,11.997201,13.945557,17.09373,12.596342,15.740034,20.124453,21.077877
5,18.603552,15.270386,13.998219,-3.3477392,-1.7338164,11.302084,14.858637,18.432293,18.322014,13.240602,9.747473,4.9740953,5.7446556,6.676743,10.813442,11.303909,11.673525,11.806623,5.8164454,4.137666,8.070009,10.864231,14.891261,14.235666,12.682978,13.15395,15.329515,12.385107,13.508486,14.793759,14.637123,14.761207,14.660482,12.359152,17.283218,24.963627,23.653027,19.695457,18.706608,15.4956455,10.849352,10.42013,15.309885,18.010899,-2.3598104,-11.710079,-16.731321,-5.5757303,-9.412851,-5.8600035,-2.3648815,-1.6629208,0.9824594,-12.191156,-21.535316,-19.401268,-20.708519,-18.494068,-13.4819355,10.546143,14.191113,15.400051,13.707188,10.742529,3.3734744,-6.3388257,-12.874321,-14.802128,-13.408634,-11.8116255,-12.839659,-9.8417845,9.262114,17.551256,28.639708,25.683504,26.81289,9.074665,-15.285982,-23.262547,-24.171856,-22.199875,-18.213835,-16.876966,-20.387615,-19.62507,-20.684896,-17.70939,-10.429308,-2.4492168,-0.15430307,-3.6551604,-3.9225187,0.32734132,0.21244884,10.071735,20.21977,17.47002,20.09154,21.296432,22.2427,23.039455,19.54078,18.909206,20.163105,16.241053,20.317455,24.253723,14.025473,11.673318,16.48534,19.120123,18.03466
6,11.344936,13.24822,9.794682,-3.877699,-8.352915,2.0992465,15.1436405,2.1651196,-1.3549802,7.6054783,10.917158,3.8103476,2.2067406,0.9982227,-0.054893762,3.3978584,3.552606,6.299298,3.7995706,3.3060808,-2.0412972,2.061153,9.502167,8.888769,3.9182415,0.6153292,5.2837524,9.103125,10.791567,12.368045,10.868809,13.800412,15.163703,13.919123,-1.3478378,-15.418231,-24.354084,-23.505785,-13.69623,-12.947428,-10.396738,-6.8691473,-7.346407,-7.4697123,-31.695183,-32.522034,-25.277172,-8.976347,-11.401846,-15.812052,-18.593922,-28.619564,-34.965176,-24.599392,-9.221657,-5.1840477,-5.037038,-5.408322,1.8970108,-3.6950448,-11.029549,-10.071962,0.11701715,14.040501,25.1699,28.917671,24.388466,15.806001,9.278643,2.9367344,1.3703594,-1.7872553,-2.8600674,1.297677,12.499731,5.740275,6.330328,-8.992245,-9.345772,0.8717039,-1.3927839,-2.193916,-6.903144,-14.584536,-19.167898,-23.567356,-21.220375,-13.406045,-10.409101,-12.40105,-15.587505,-15.7403,-12.930231,-10.059746,-5.8592257,1.4354094,10.340933,17.934362,19.915451,19.625948,18.849524,15.063641,14.726589,19.215876,20.68425,15.528214,16.000809,16.580616,9.162172,6.754983,14.769342,16.17818,15.47637
7,9.443092,11.749594,10.515461,-0.35772824,-2.8317556,1.3140197,10.025408,9.405367,11.61603,12.170499,9.021933,9.263405,8.929549,6.3016424,-1.4737754,2.6337357,3.2336934,0.4955181,-4.4706154,-1.7101142,0.7181546,3.3534698,3.2056599,3.3033354,-0.7759762,-0.3818115,5.8891983,10.098807,10.876947,11.68614,8.887352,13.580641,15.149986,11.405603,14.729271,21.54469,19.466862,18.000881,25.352526,21.571657,21.865566,29.334446,24.375668,16.999496,-6.1026435,-11.736562,-11.157345,9.578652,11.245228,9.990099,1.0103345,0.8841332,-2.663967,-1.6866409,14.370529,17.901337,17.9738,11.817382,-1.2028183,9.847143,-1.4303252,2.9624844,11.121214,16.566242,13.912422,9.076862,14.69996,14.547569,8.150103,1.034894,3.877283,3.405016,19.52584,24.86082,25.782242,14.62923,14.565088,7.4031544,14.155825,10.404133,12.123658,17.01393,18.510244,24.316597,23.763374,21.719109,18.74879,21.9864,24.122952,17.995762,14.574457,19.447538,21.125015,19.830421,14.228201,10.505277,17.166454,23.79459,18.885408,17.839775,18.421635,16.554157,17.71207,20.376518,21.150318,18.436333,11.165293,11.653416,10.353123,6.9312515,9.566291,14.279348,12.219855
8,7.503957,6.6510897,6.4532056,8.080783,9.195266,7.054063,2.4039903,3.6635442,7.1390133,6.7666073,6.8442426,10.812853,10.640751,7.701735,3.6894217,6.503866,6.239539,8.159209,5.3342814,7.310319,2.8257747,1.8265849,5.8871303,7.2314205,3.3886654,4.4602265,3.5774999,4.206826,8.506373,10.710894,8.431021,10.611832,10.908277,6.707965,8.84716,9.949959,4.523267,9.832436,11.885738,2.9545116,3.0716367,6.5926046,3.7655456,2.3701334,-3.818002,-7.1627965,-4.4441757,7.607926,3.3873618,0.7058684,-1.512696,-3.4416046,-7.676696,-12.750408,-13.104212,-11.140389,-15.193085,-20.728504,-21.100723,-4.568575,-6.3387475,-14.000379,-25.62585,-25.558804,-17.055748,-9.615515,-7.547003,-9.157356,-8.874963,-9.367285,-7.3804955,-6.5694957,-1.3953629,10.3706665,9.105555,6.1114016,7.565254,5.335083,2.271768,-6.197461,-3.690693,-0.92403454,0.32248533,4.0136724,4.70802,5.4768105,8.92981,9.016365,2.8647666,-0.025951862,1.7474517,3.9015512,7.6395645,7.792842,2.3097293,1.2059596,5.8560376,14.8808155,14.94117,9.007423,6.199497,9.246651,10.304953,9.859854,9.20648,9.679983,4.2151155,7.392589,8.28915,5.010706,8.537363,11.913229,9.421629
9,12.768602,5.7972727,-2.0603216,-11.106045,-9.650778,-3.3732915,5.2206907,6.9633884,8.95976,8.129869,11.640053,14.03795,12.404687,8.345215,8.280887,14.750555,11.508503,13.635969,15.113859,12.05825,6.5399113,2.6865702,7.309847,9.526636,11.001806,12.499541,9.6291065,11.569941,13.339689,11.629044,7.4070973,8.159191,4.801696,4.6012363,0.49500328,1.1859779,1.4563515,2.5040572,2.79192,4.324589,9.980238,5.0135317,0.88120604,3.2438812,3.3192823,6.5029902,4.7615266,12.227337,12.857689,12.185528,2.224999,-2.9174645,-10.036146,-14.963277,-10.467241,-8.3916445,-10.219837,-10.509514,-10.961101,0.54531133,19.326767,22.565212,20.753271,10.533685,1.5056231,-8.02663,-11.8366165,-5.8958173,1.3972551,0.5600131,-7.8593535,-6.7274733,2.255525,13.114605,8.689936,4.4185047,2.8872294,-0.9702238,-5.483143,-6.735717,-12.291996,-12.784584,-14.493937,-18.647373,-20.767939,-18.315405,-11.76963,-3.7286909,-2.80479,-3.7838163,-4.481992,-1.9794567,-0.5098038,1.3421159,4.684725,8.081337,3.5594206,10.2603035,11.072216,11.559561,8.959777,8.694191,8.93004,8.572091,7.0452976,7.7225637,-5.232564,-2.1449287,8.656337,5.469316,7.043147,11.702297,8.462254
