,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,-526.5006,-517.39545,-521.1658,-519.46313,-522.1701,-525.35785,-523.6168,-518.0263,-515.46185,-519.3079,-522.69,-519.35443,-520.5907,-519.69354,-518.8331,-518.3852,-520.33044,-523.685,-521.96423,-522.7662,-518.21594,-516.98145,-519.68274,-522.0366,-527.84906,-531.74976,-523.0694,-523.6261,-524.4984,-523.29285,-520.8266,-520.306,-524.4241,-526.9994,-525.9902,-453.33826,-352.97665,-316.7271,-316.05545,-312.6906,-295.15442,-244.89107,-193.33768,-145.84082,-116.26505,-101.52263,-91.12816,-82.84157,-78.70204,-91.140434,-115.313896,-146.42798,-201.31125,-298.57077,-388.4922,-402.2556,-411.3769,-410.63498,-404.44238,-421.86807,-369.36566,-266.82513,-228.45557,-224.94055,-201.61156,-162.7839,-134.95377,-128.02115,-152.49124,-195.43362,-235.54672,-279.98886,-315.45334,-344.05478,-405.8509,-418.12012,-339.05386,-262.54077,-237.28822,-241.30426,-257.61734,-282.1843,-295.04504,-308.97504,-308.2739,-305.6562,-323.5381,-303.82513,-243.56776,-226.75426,-224.52725,-222.2373,-204.25221,-167.5583,-127.97383,-104.21972,-103.97811,-111.668686,-137.39552,-174.58257,-210.69438,-246.23828,-289.18396,-315.73676,-352.31155,-446.79968,-454.80725,-469.09888,-497.15826,-500.41583,-510.91037,-515.7104,-507.4614,-503.26657,-506.21817,-515.22363,-517.40686,-515.74835,-508.02432
1,80.65901,72.122734,68.07843,71.27757,67.11404,65.21948,70.02883,73.29936,71.45237,65.58847,64.59366,69.56903,67.36838,69.979965,70.79466,69.93054,68.26468,65.996796,69.34268,67.23734,71.76564,73.93631,70.20207,66.50183,61.96119,58.714622,64.798836,66.138405,68.1469,68.24635,68.82299,69.65403,64.622734,64.97554,64.60247,124.60393,150.61018,167.0791,171.91109,157.31436,147.73224,150.98038,152.47754,145.2037,136.967,124.034546,117.852264,112.07141,102.287384,101.2817,98.11334,102.735016,117.27485,137.5698,125.347855,120.05659,120.162186,127.76648,125.20066,119.55968,77.765015,66.95633,60.123795,46.02018,55.156822,82.98277,115.50865,140.23198,163.05002,181.33023,189.96924,187.0332,174.22517,152.7047,89.99585,32.48378,17.659292,79.16465,159.96152,197.11884,182.86868,166.89996,160.87952,154.40173,146.55965,137.20557,137.2732,103.63661,38.568756,-10.056416,-26.763023,-23.078764,36.94732,139.03479,168.91739,164.85847,164.98692,167.91501,167.4647,163.11116,156.28928,153.94559,150.40234,145.55276,142.90215,127.241394,118.50821,104.70726,74.388214,75.82892,72.257454,69.30889,74.773224,75.56726,73.35393,69.04213,66.49186,71.45902,76.24983
2,31.14766,29.049076,32.635925,35.08777,31.504068,30.751759,37.80079,36.327656,32.83428,31.536549,33.437065,33.12142,29.977581,32.72885,34.899162,33.89029,32.548523,31.326023,33.321243,34.254585,32.370102,32.392765,34.48221,31.23144,31.13858,31.02739,35.486996,33.49066,35.25233,35.875153,32.70506,33.612976,30.827934,29.984858,31.826756,61.99634,65.28491,77.859695,73.13463,62.94381,66.25673,49.674973,20.092201,-8.877953,-29.580442,-40.441883,-48.233208,-51.359665,-53.669075,-55.10894,-47.06411,-28.01812,-8.855453,8.231932,1.8327318,5.2223444,13.668322,23.84808,19.059383,20.594402,26.78297,28.740309,29.56406,15.620682,0.88784325,-11.197382,-28.170862,-40.400105,-43.522934,-35.85472,-29.886814,-25.559341,-21.66325,3.0457077,43.52488,35.45308,1.1670568,17.80545,26.318106,-6.167883,-25.629803,-34.481583,-36.1537,-36.851063,-35.75596,-26.056705,-12.270388,3.6677501,-6.8638706,-23.309193,-27.511742,-26.565365,-8.89624,-28.83266,-60.123356,-80.51465,-85.12067,-74.21066,-58.393677,-39.64542,-17.3214,-6.298546,2.4069173,-0.06023866,3.5298166,46.201485,40.635967,33.87374,15.782,20.964853,27.624592,29.3789,29.713886,26.631697,27.450241,28.779243,31.03888,31.122065,26.667912
3,11.466093,12.900053,20.662016,21.580944,17.929264,21.260086,27.329584,21.73181,21.179104,19.733349,22.571423,24.634027,22.93482,19.88976,21.845104,21.68535,18.700054,18.333374,21.894688,24.373665,20.2846,15.316181,16.931795,18.173405,20.670958,20.960583,21.691563,20.500156,19.501316,22.848122,19.06128,21.88664,26.245104,24.52098,18.726532,12.217054,3.910129,19.863207,40.85312,42.926376,42.259098,27.083992,13.16552,2.1663475,-4.367815,-10.128128,-15.328537,-13.970936,-11.81127,-6.3504224,5.5403695,18.189789,33.78045,33.250584,39.856915,41.39483,44.138756,48.35685,54.380775,56.900543,46.863785,61.996414,89.85585,99.15349,92.85932,83.2379,65.33206,43.429283,22.908367,9.632117,13.653817,19.198635,24.687283,32.38707,44.77674,36.930748,24.367779,26.761696,33.08602,35.68265,44.27437,56.961346,55.739082,55.32757,58.943707,58.2453,58.97,83.74278,94.15176,88.31851,80.57094,78.59067,84.498245,41.351738,18.03617,6.3790903,1.5175693,-1.4642946,0.411274,14.306192,24.232801,28.564579,31.57978,33.574234,38.359634,47.181488,47.604893,46.401245,32.44035,25.567955,23.944698,27.659353,28.253975,14.964491,8.279362,17.139687,23.692253,27.39373,20.861238
4,12.565338,5.283739,8.620041,11.647879,10.665981,14.027189,12.402548,9.464739,12.104954,10.86116,11.2304535,12.654284,13.388645,13.437912,12.916449,9.4651165,8.526724,12.037667,15.466588,15.857148,11.6872425,6.199526,9.513756,11.139482,14.294567,14.351685,12.767551,13.383346,11.084134,10.868307,10.302723,14.337799,19.460306,20.259651,14.9365635,-18.225742,-27.724749,-19.523481,-23.966871,-32.618584,-40.27123,-59.4495,-72.82804,-82.53732,-86.924545,-80.9978,-72.63081,-66.42301,-54.578568,-41.683834,-30.723623,-14.328365,0.2227315,13.630522,32.78769,34.377937,35.60907,33.68793,28.622429,34.071747,3.473216,-1.1152537,-4.3739724,-5.7842903,-11.3734455,-14.701104,-8.172859,-2.4934182,3.1080675,4.5892563,9.742825,23.77323,38.212044,36.10842,28.83416,15.885834,12.432276,-11.322268,-25.04187,-6.4696846,2.4012783,18.47651,27.875992,35.2638,36.582115,31.307343,38.201942,19.264946,14.682495,7.4384327,-9.834896,-16.056355,-17.055439,-10.765264,-7.738322,-15.707149,-19.653044,-27.318424,-33.6874,-33.8619,-27.218954,-13.52478,0.69703144,17.211208,29.009754,38.02136,42.64408,43.94459,33.141235,23.499144,16.516762,22.581581,22.724854,10.955913,-1.5672963,8.524025,15.048874,20.856833,18.806078
5,16.268042,17.140926,13.415447,13.346052,11.802792,12.448475,11.720663,11.409422,12.2303295,10.925913,10.977406,7.703271,9.697492,18.012491,18.317562,13.142927,10.838863,16.175615,17.6409,12.769064,10.61788,8.984177,11.482327,12.420481,16.466957,14.946367,9.975771,12.227531,12.010365,10.621143,13.782577,15.338869,15.890795,15.622301,16.445795,-9.552021,-9.143985,-5.3829494,-15.585044,-25.953632,-32.64913,-37.79035,-35.220074,-21.089436,-10.055655,0.19399297,8.533678,13.025629,10.526797,2.8524625,-2.7772696,-7.0197716,-4.683936,-2.7228692,-5.6086154,-5.9676447,-0.68078506,-6.5071173,-8.542522,-5.8345895,22.37323,23.20784,15.750929,12.471871,-3.9737487,-19.546108,-18.77476,-13.879061,-10.52622,0.8294226,3.2945006,-1.0682998,2.07495,9.181501,23.54243,28.47846,23.693256,2.4656553,-22.037483,-44.84731,-50.785255,-46.139606,-41.199825,-34.840942,-22.47562,-6.3465853,6.3647747,16.189335,14.711622,10.82014,0.43279308,0.88044643,-2.830367,-5.753332,-24.631893,-29.83265,-23.755451,-12.252045,-7.827716,-4.9386263,10.641264,16.01305,18.415663,25.004013,25.82843,13.570003,7.942998,9.308418,9.930326,9.08355,11.760609,11.772621,10.150211,11.732516,5.760605,10.5538645,16.7584,17.097347,12.727729
6,12.910881,13.940449,8.083524,11.10568,12.745691,10.67261,10.441056,10.487562,10.238744,9.756351,6.9530063,6.238633,8.192427,12.72899,11.809006,11.793125,11.377974,15.913731,13.222176,9.624486,8.279899,11.209442,13.209496,14.786617,16.389467,9.171307,6.157196,11.138492,13.437745,14.3610935,15.692259,19.580162,17.90382,16.984467,14.990194,-17.697037,-21.287567,-22.253693,-22.04158,-16.719337,-22.976542,-22.72562,-15.530026,-8.577114,-2.5844173,0.27403247,-5.8457947,-11.55725,-16.860216,-28.785316,-40.121925,-44.56018,-38.15248,-31.532272,-5.612513,-2.5918934,4.189015,3.7670183,8.13913,6.867752,-8.566007,-9.58745,-12.892067,-17.652538,-24.119038,-36.010986,-42.256073,-38.713646,-31.769724,-27.17033,-16.91824,-10.047714,-2.921246,4.000864,9.989369,10.7063875,4.3229527,-9.382694,-13.680557,-10.6007395,-9.150252,-6.2425194,-7.472894,-1.8204503,0.051127493,-11.048351,-11.763163,-11.003314,-13.06712,-9.655764,-10.373352,-4.625537,-14.495765,-25.207855,-13.835539,-7.584895,-0.22525369,-0.22330415,3.598177,2.482671,-7.106514,-11.038302,-12.433619,-11.947296,-6.48477,3.352591,0.36229378,2.6349993,7.086581,10.955619,13.65974,9.87136,9.165432,15.435873,12.699115,11.593391,13.127994,14.949385,9.548733
7,5.7324815,8.822374,7.723563,13.176008,15.4704895,10.769365,10.313338,9.204636,9.427738,11.229795,7.495303,5.138109,6.3636894,12.9398155,12.458335,13.412938,12.385838,11.73465,12.877559,10.1286335,7.344571,10.013498,12.010954,11.986256,9.986949,7.3084803,13.0256405,14.714298,14.812195,11.42133,13.495979,16.229084,16.491282,17.418747,15.225624,-10.996317,-13.693128,-13.906071,-8.107777,0.63141704,5.5496426,16.462898,22.494972,24.370579,24.75452,24.279976,22.186943,18.881332,15.383561,13.921503,12.025436,6.1104107,3.6564522,9.485635,15.490829,17.949219,15.15903,4.785566,-0.6573571,1.0214185,15.071501,16.758644,26.640545,28.541218,20.574287,11.985424,2.6422505,-4.4032507,-10.719107,-17.164248,-18.30634,-5.660018,9.345167,14.656264,17.671131,22.535015,19.13578,9.228258,17.382282,23.50243,14.47768,11.348355,11.565253,15.202986,15.071268,11.126477,7.7388916,11.666105,24.395424,24.249998,22.35593,21.675528,16.050083,0.45034695,-6.889757,-2.1565108,2.87016,2.1684563,0.09696719,5.874153,0.614119,-4.903902,-7.9826097,-3.4540615,-2.4479728,8.1637,11.377305,14.292568,22.96553,24.39584,18.206196,15.948289,16.808125,17.644613,18.938309,20.125496,13.915476,13.130028,11.487637
8,3.8651235,9.99896,10.143227,7.797681,8.821089,7.708855,7.962243,7.4408565,3.0407171,6.741536,7.3210506,2.8572888,7.65379,8.481922,6.225521,6.2874904,5.1526194,3.9275262,10.214609,8.995551,3.4079747,4.0641956,7.5868254,5.492669,1.2443823,6.475939,11.012157,10.500702,14.7073765,8.548827,5.619069,12.196739,13.120501,7.2224464,6.165076,-12.233857,-18.190708,-19.038795,-17.422987,-21.015512,-24.24332,-29.51365,-31.734253,-25.55653,-21.688107,-19.121788,-19.719969,-17.493195,-15.088622,-14.1258335,-7.5771346,-5.638565,-10.576265,-15.295055,-10.956671,-11.0104885,-14.369529,-16.190933,-18.128704,-13.198944,-4.8406515,-16.370827,-27.316273,-28.657864,-33.15992,-36.626797,-29.872002,-22.048439,-15.609434,-7.818199,-12.100818,-13.719364,-4.386967,-2.984686,-1.6647573,6.545047,4.597697,4.173762,3.6627667,-7.835409,-7.612527,-5.472952,-8.216908,-6.6261787,-5.677845,-5.664197,-7.0009303,7.082774,7.7551103,3.8507953,-1.2290211,-5.579716,-3.119388,5.8396645,9.7185955,4.204639,3.6016846,8.107538,10.619368,10.288687,11.4712925,12.693029,16.67435,14.632755,12.745696,4.916159,3.47368,3.8571336,15.327979,14.74971,14.713658,13.714268,13.795307,9.339048,7.53718,10.7634,8.221466,8.955018,11.17106
9,3.7000728,5.162038,4.571067,5.8281026,7.791277,7.4753046,5.8578215,6.61664,3.317768,5.9743404,6.8988495,3.6610932,7.738145,7.9053955,8.260918,3.542968,1.399925,5.080651,5.081969,6.801439,8.683014,7.811895,6.1793613,3.951446,0.8463842,6.4063873,10.588111,8.837154,8.059063,5.3920593,5.540431,8.813389,8.852964,8.52714,10.561577,-4.28324,-9.842318,-10.680204,1.9002969,9.119097,12.446348,13.398972,12.505787,4.191917,-2.315077,-2.8440933,2.5853696,9.561614,18.607792,24.560669,18.378036,9.519637,0.21956706,-7.927778,-12.545969,-9.896193,-7.415231,-1.5829642,-4.628085,-2.8683746,3.7014728,0.12133247,-1.4784251,-2.0816815,-5.286356,-10.050129,-3.9931488,4.1832495,9.265738,5.7753873,-0.7952253,-7.4639606,-10.519321,-9.625428,-3.9188967,3.7860641,-2.531311,-3.6890044,-5.2824044,2.7637565,3.0581207,5.2210402,2.7716017,-5.015647,-13.853482,-17.512018,-9.984177,-3.610333,4.701687,4.677434,-1.0146314,-0.41775247,4.124032,8.604554,13.656727,20.790674,25.589119,21.61729,23.421043,23.225346,20.502659,15.342781,5.914855,-3.501194,-8.495799,-1.3142505,-0.48761272,-0.59336746,5.7664223,7.0455823,7.497435,11.5229,12.205032,5.635933,-2.7061424,1.9110655,9.736553,9.829193,5.218564
