,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,-488.8949,-501.8926,-514.2693,-512.95184,-513.9557,-515.4019,-505.86087,-493.48138,-501.6037,-508.52594,-513.9502,-517.8464,-518.4005,-514.9993,-512.2759,-508.8616,-509.71655,-514.29456,-511.86185,-511.6717,-508.0457,-507.20517,-510.21875,-510.24927,-511.91492,-512.0563,-507.9297,-510.50977,-513.41144,-509.3564,-513.12103,-513.03186,-511.17035,-510.6049,-512.5328,-514.6044,-509.14294,-507.97095,-511.8726,-515.25104,-511.71292,-506.1095,-501.27206,-492.78842,-459.58176,-455.35492,-492.9305,-387.05264,-281.51157,-253.13654,-273.15515,-287.36118,-225.85225,-149.08543,-89.00894,-63.829,-69.67455,-66.56631,-80.61381,-102.479385,-120.12006,-176.10355,-265.68185,-330.76855,-337.0644,-340.74973,-342.48453,-342.4283,-330.15213,-308.86075,-266.79596,-153.15813,-95.55303,-78.515434,-75.46766,-88.83714,-111.74095,-125.64372,-130.7561,-135.49052,-153.05931,-173.73236,-179.2793,-185.58438,-206.2999,-222.82474,-244.4237,-291.17004,-337.283,-354.37265,-357.59055,-359.5971,-371.24542,-384.389,-391.10327,-402.81833,-410.7284,-417.65,-412.38303,-410.51718,-407.95792,-412.4872,-418.66556,-425.95193,-423.9055,-416.6093,-407.7345,-407.9153,-405.7241,-402.9911,-404.14044,-406.22986,-395.79477,-381.55255,-356.13397
1,74.42087,63.3523,50.76616,51.947002,51.786278,50.932465,54.095066,53.378296,55.310482,55.902607,51.30293,47.278877,47.15812,50.94539,52.576893,56.58107,54.07495,51.411423,52.269722,52.768963,58.38389,58.479538,55.849205,56.127796,54.024963,55.044357,58.96182,57.185684,52.587753,55.670612,52.88113,53.21733,54.437874,54.395798,52.74362,51.590454,56.906803,58.683792,53.346214,49.36035,44.906136,43.226006,37.257618,60.534523,105.56189,104.513626,75.01384,141.15411,147.2945,158.97992,164.07094,157.2059,167.65819,154.25507,131.02824,104.79437,102.279236,114.89148,109.38743,110.94493,129.12274,148.33124,158.90973,136.51378,138.07193,142.9512,139.25804,134.40222,139.33296,149.46191,166.24191,169.91302,165.65886,152.01889,144.25644,141.31271,137.5996,137.75912,141.30275,152.32486,151.55133,137.44655,145.18463,143.18948,137.89885,134.36642,133.80573,135.68585,136.51364,129.24199,121.40664,116.048615,110.75362,104.75721,104.2617,103.199005,104.64624,114.89903,140.04279,159.15887,163.90454,162.058,158.22394,154.7753,155.68312,164.83078,172.3569,170.78143,167.95352,167.09027,168.93878,169.40054,177.59213,182.65244,160.53723
2,35.26641,35.344303,32.56154,32.024647,32.885803,32.68236,25.054775,11.682569,24.725048,30.877403,30.22723,30.561626,31.998747,32.789436,31.858452,32.56662,30.658316,33.078682,28.643915,29.376266,36.04103,34.23214,34.621273,36.42984,34.718445,36.35662,35.80538,36.538773,32.485012,32.45905,33.338783,34.590187,32.185406,31.219944,31.373104,32.11963,32.7074,35.47313,31.97248,30.024357,33.0904,36.123726,35.126953,49.185394,62.146996,61.047943,49.512375,84.181435,96.50913,108.003716,101.703705,77.92051,42.829796,5.2180204,-21.25056,-30.30621,-41.68093,-51.613094,-49.790936,-41.641052,-21.130165,-4.5116467,-7.4282484,-13.547134,-5.9970517,-0.15475631,-4.250329,-11.9477,-16.953424,-23.665443,-21.779545,-14.448527,-17.08458,-24.700512,-32.720818,-36.396187,-32.201042,-28.894405,-26.643822,-19.155027,-10.763825,-5.339686,5.711364,11.69479,19.659998,27.576923,34.983013,31.838547,18.173145,7.6747656,0.45524287,1.5221362,6.9259005,12.240071,14.600948,23.907398,30.390976,44.79882,63.190186,75.080086,75.24423,78.78167,82.02313,90.502655,89.7746,93.02412,92.65975,89.67307,79.55951,72.84926,79.02394,85.20172,80.36734,67.36311,57.090927
3,17.002262,19.068161,22.161339,21.63816,20.31976,18.88392,18.478537,24.899658,25.085285,17.41118,16.056515,19.660889,22.071384,20.567936,18.677256,17.392452,18.426167,21.444939,15.703625,14.734583,18.752556,19.240116,21.944874,24.835407,23.546463,22.88828,18.633396,19.513058,18.324791,18.639498,20.164879,20.88125,17.725266,15.516134,17.861431,17.693886,15.711862,19.606386,19.885822,18.840616,22.159168,25.774973,30.477669,35.339104,44.617622,51.713795,37.10753,5.278857,-10.092659,5.2932425,40.12827,55.531197,33.05508,6.3088794,-8.861639,-15.605917,-12.512879,-7.803967,-5.3832426,-3.9183078,-3.3594203,12.122622,40.228554,60.481575,60.473152,61.11863,62.706833,62.221603,63.602333,61.109447,52.4434,31.984783,16.281185,9.603666,12.259203,14.7392645,16.523329,21.655087,25.810886,22.686089,23.617897,29.715302,26.043715,27.244225,29.870983,30.05979,30.493187,42.924347,61.134888,69.40602,71.37099,75.949,79.710205,81.1154,75.50636,74.55247,70.41521,65.84553,53.115753,32.585815,25.26724,27.802505,32.852905,42.84044,42.9998,40.165012,36.03295,34.775566,29.004366,24.807945,27.844013,32.673424,24.181728,18.627998,33.743225
4,13.526432,12.624012,15.950727,17.252651,13.930614,13.034513,18.679325,30.648556,25.392548,16.781633,11.360571,14.360579,16.527697,15.589249,13.485828,13.105251,14.184419,15.265926,14.99441,11.590212,11.247188,14.533741,18.234594,19.81107,18.30759,16.965588,12.573393,12.005537,13.223446,14.867352,14.745014,13.622961,14.169242,9.889653,13.704718,12.3799515,10.838975,13.794369,16.503925,14.342629,10.59786,9.577948,6.934804,18.373627,22.626675,23.103535,25.42902,-28.494303,-39.22644,-35.020782,-22.479767,-24.574768,-54.69416,-70.43411,-75.96179,-69.54194,-64.569374,-66.264496,-60.736115,-43.982582,-27.32284,-3.212851,34.60338,66.29077,63.76087,64.67755,66.320145,65.81859,65.79877,65.3477,42.80551,-1.9588181,-11.993819,-17.054005,-21.451406,-23.73338,-19.75325,-15.417221,-17.863556,-19.821117,-17.859854,-16.3274,-13.816882,-11.138409,-5.6848907,1.1053469,8.500955,24.558033,43.177143,55.438557,57.112648,56.58188,60.003685,59.17311,56.692287,54.04238,48.63742,48.233192,36.321274,22.25108,17.865082,18.47573,22.797077,23.520279,22.459034,22.242512,17.614447,18.625305,23.745604,24.281328,20.107172,17.90458,18.418598,24.154224,25.660921
5,10.845934,9.934983,11.180706,13.264566,12.116125,13.037476,11.018738,5.5840287,11.069732,18.99052,10.67319,13.155346,15.24939,14.405456,13.385929,13.574026,12.668047,13.105167,17.249966,13.2328825,13.265068,14.8622055,16.626276,16.110981,14.170385,15.83959,13.591105,12.140963,14.284998,14.644293,13.583975,13.363827,15.636866,12.243589,13.992935,12.847734,11.6548395,11.672356,13.1451645,12.235477,15.796196,21.527645,25.80421,28.046787,12.372548,6.352983,14.91943,-1.9395608,4.3276525,2.3990715,-17.417973,-22.720428,-35.640373,-37.080475,-22.871933,-7.4979315,8.370298,10.50727,9.761866,14.18621,15.694225,16.443298,7.386636,5.261921,3.921503,2.1160412,3.3317752,2.9369893,1.0529721,-2.7239234,-6.0303707,5.3597126,7.4468546,4.4951105,5.562542,7.9803286,14.835499,17.409847,16.521616,13.627931,12.93407,14.787606,14.657862,13.285906,15.928459,19.286446,19.10331,13.360291,5.2381325,-2.7798321,-5.9014072,-0.10983786,2.5826998,3.5457337,4.1573415,7.5477533,5.5259223,8.552223,9.604235,17.18856,19.524927,19.984135,21.854668,17.2251,13.779993,18.200104,16.628515,18.23063,26.36164,25.338036,19.986565,15.467001,22.950748,22.595201,17.389633
6,8.284495,10.246417,10.679901,12.355078,13.485628,14.478952,9.233601,2.3600593,6.807244,15.612892,10.574397,14.288328,15.894014,15.119749,15.326699,14.698143,12.44795,15.316498,18.310747,15.188515,16.394562,16.90741,13.142046,12.147718,11.653936,14.7878895,13.67727,14.011608,17.163027,15.176243,14.715555,15.542221,16.867582,16.76255,16.09826,14.810453,12.585432,9.310598,9.494665,13.038109,7.2027683,5.2459574,5.0738096,9.938522,17.721008,15.55106,13.549613,-10.662262,-16.846237,-12.752126,-13.962168,-16.310423,-12.056809,-5.1308823,-2.8672247,-6.1428766,-8.414205,-20.770267,-27.318842,-30.98904,-33.77047,-27.574387,-11.334959,3.6686049,-1.0507827,-2.266532,1.5991464,7.0504026,10.332567,11.750368,7.19352,-11.90991,-18.243153,-20.032145,-22.785105,-25.317062,-26.253036,-27.52427,-27.67356,-27.283997,-26.778728,-26.248003,-24.853153,-27.391254,-30.795359,-27.14434,-21.601624,-16.150566,-10.822332,-9.113741,-7.227171,0.8887135,3.6850781,5.9138923,5.367159,8.427496,11.156577,9.368301,10.063366,13.085272,15.84919,15.337891,12.710339,11.294243,9.269411,10.3587,12.791409,15.801598,17.704731,14.23819,13.10479,11.938467,17.122501,10.858426,10.68743
7,5.630883,11.24966,13.386262,13.27083,12.836864,13.347809,14.544291,17.665045,14.101692,8.503991,9.8727,13.086092,14.11578,16.237217,17.737072,14.603495,13.061731,16.021057,17.372784,16.2094,15.267725,14.736433,7.7147512,8.759527,10.574868,11.207074,10.551854,13.439993,16.892117,14.428876,14.698732,14.61174,16.200178,17.937756,17.065302,14.606515,12.054609,6.552804,7.6940374,13.853584,11.975928,8.675838,14.127012,16.726742,11.13193,10.226328,11.342203,-9.398635,-15.008818,-9.604141,-1.9525553,-3.9466116,9.726355,8.768332,10.753735,9.050699,9.912124,9.226868,3.322378,-6.279091,-11.451965,-0.2860151,8.062721,12.051185,10.585299,8.630886,7.326917,8.16275,5.3145056,1.837117,9.876503,4.067351,-2.1943803,-3.5503182,-3.204558,-4.406463,-4.6894903,-7.287459,-9.2558,-8.623121,-9.174786,-10.256044,-14.598619,-13.542778,-12.475246,-9.70175,-8.132216,-0.7576082,11.672633,18.442799,20.121746,25.326279,30.00272,29.209507,29.428493,27.714573,33.641117,30.116312,14.816506,6.3513393,8.699316,7.6331387,2.0431304,3.5689297,5.217119,1.8073494,4.4038596,7.3038883,6.1842227,5.098399,5.9369097,7.9411726,8.335312,6.610989,4.3597293
8,4.5365715,11.249094,13.144792,11.397152,10.100096,9.4248905,10.094225,11.27494,10.607769,5.3562336,9.034706,9.585364,11.575335,14.85947,15.926878,14.370383,13.419979,13.125816,12.68294,13.681397,9.890622,6.999413,3.7564588,6.3580694,9.142292,7.400323,7.4775467,10.733139,13.495918,10.455257,10.0691185,10.004881,12.840752,15.722021,13.913597,11.5351925,10.077276,4.706108,6.367295,10.003534,11.098509,5.9562263,7.7583055,12.982214,3.6506531,0.6275065,4.478652,-0.47179985,-0.81846476,-2.117531,-19.06865,-30.363659,-24.466835,-25.459547,-22.008886,-19.764948,-15.584433,-17.420946,-19.081951,-21.528843,-25.504301,-33.507618,-31.733997,-14.847907,-14.781143,-12.144041,-15.906939,-20.769592,-24.93362,-32.891953,-34.56344,-42.659073,-39.037674,-30.685638,-26.199677,-21.46217,-14.922499,-11.376366,-11.373516,-13.674038,-13.616723,-10.700092,-13.803813,-16.37298,-14.863403,-14.991119,-15.798687,-13.994329,-4.1532574,0.14010873,-1.422323,1.4252111,3.450756,1.8346156,1.4320605,1.2522857,7.640235,5.428258,-5.2067204,-1.4410436,3.6922133,3.2548065,-2.6183188,-2.1399984,1.7487371,0.9252725,1.8319349,0.609508,1.1703326,1.5275521,2.476469,4.041151,5.1388645,4.8531046,1.5632805
9,6.319105,8.993805,8.180079,7.195898,8.074913,4.1760907,-1.8399193,-4.8228545,-2.1992714,5.5732207,8.274334,7.7155313,9.322389,10.815107,10.555991,13.937613,11.205705,9.657055,6.1154757,7.480172,3.1443644,1.0980272,2.8669326,4.3690057,6.163711,6.5849614,5.7383766,6.812636,9.675826,7.4743695,4.9155416,4.699498,6.5079427,10.344688,7.8633003,7.5789213,6.9547653,4.4355783,5.674092,3.9932156,3.518158,1.9025925,4.7395306,10.010849,7.6397495,4.0474944,4.057189,-9.899468,-7.294856,3.286182,16.813358,20.697891,15.59444,-1.7327119,-5.798624,-2.8740692,6.1631975,9.747413,11.977694,10.118467,9.69206,3.7476122,1.9705863,15.512243,11.65782,13.707502,11.627261,5.9326124,5.2350216,1.5345625,-10.601809,-3.085011,9.002489,14.94036,16.319578,15.78504,13.115641,11.397507,11.142696,14.084605,14.605427,12.45044,11.484682,8.679495,5.220036,0.243077,-2.532773,-1.8890423,-1.6821766,-4.2227325,-2.9161775,-3.0864654,-3.293134,-4.0460634,-4.187581,-5.154568,-1.9816914,-1.8125179,-2.1173077,1.5399041,4.143196,2.5464056,-1.6014048,-2.245429,1.9762393,4.181057,4.8799524,1.3123114,0.67577404,-0.15729782,1.9784614,2.3572078,6.8942127,2.661158,-0.4804577
