-544.7054,-544.7054,-544.7054,-517.8209,-412.03052,-358.97574,-321.4706,-214.86928,-157.16647,-150.43825,-179.08847,-254.10025,-372.70508,-400.76764,-252.33682,-162.85913,-134.90935,-156.56036,-217.88441,-299.02765,-387.52274,-404.17572,-313.87296,-258.1389,-244.4257,-268.61102,-313.13715,-375.65872,-418.11575,-471.19293,-506.25162,-532.0712,-542.4673,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054,-544.7054
1.3908478,1.3908478,1.3908478,1.2326641,-2.2839594,-1.7822055,19.719967,105.79348,136.5873,132.18968,127.54557,134.85202,117.579315,86.68107,144.85187,195.34969,220.35416,226.94926,212.6553,177.02438,122.55632,64.94622,126.84273,164.86305,154.69707,133.32298,136.96492,121.09715,93.84829,66.539406,38.39361,14.107004,3.8333294,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478,1.3908478
2.9362028,2.9362028,2.9362028,-8.618171,-32.03275,-40.29031,-44.235912,-72.96513,-94.02536,-98.506424,-88.31171,-78.28071,-46.876396,-25.117521,-49.404205,-69.33016,-66.31108,-48.295578,-31.520853,-15.478526,-0.98090756,-6.3144584,-19.532604,-20.859102,-23.695923,-18.166286,-9.751936,2.6674602,11.668272,17.366203,14.835336,9.504774,4.689358,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028,2.9362028
3.825336,3.825336,3.825336,8.376153,21.30878,24.053965,19.406221,-1.6792741,-5.765885,-3.961837,-7.1197615,-13.222896,-19.942753,-16.914389,-26.166658,-36.6406,-44.3717,-52.814754,-55.194275,-49.29802,-35.98121,-14.135482,-20.113224,-23.214264,-9.8264265,-0.39444962,-9.290976,-13.882974,-11.126466,-8.215769,-3.8449557,0.5907659,3.2575982,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336,3.825336
2.3014903,2.3014903,2.3014903,-3.139203,-18.514864,-22.558329,-27.539948,-41.838108,-50.91004,-50.725506,-44.524364,-39.733154,-22.804144,-12.744375,-30.108202,-41.24811,-44.378166,-37.679646,-27.69341,-17.667948,-7.830115,-7.2360954,-31.484636,-47.951893,-61.297863,-63.499928,-53.154594,-38.71749,-28.533424,-17.991453,-8.420813,-0.81221974,1.5757695,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903,2.3014903
2.4730668,2.4730668,2.4730668,0.0980835,-4.162711,-5.8935137,-4.1866145,-2.4784825,-4.313106,-6.138571,-4.7726274,-1.9094356,2.6586738,4.358159,5.5469007,6.1550984,9.902582,14.50626,16.273588,16.009886,13.693089,6.9323926,13.663434,20.245743,21.564362,21.988974,22.622551,21.879318,20.01537,17.089687,11.732647,6.2826586,3.3859148,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668,2.4730668
-1.3759704,-1.3759704,-1.3759704,-8.549798,-22.585476,-27.42849,-27.147915,-35.87797,-45.84721,-49.365215,-43.717648,-37.07999,-19.907127,-9.40665,-17.289288,-24.03922,-18.878534,-6.7144685,1.8437884,7.6076117,10.372426,0.6761094,1.2759826,6.517556,5.202367,6.963174,11.634988,16.492561,18.464798,18.04703,12.093876,4.8911514,0.18079183,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704,-1.3759704
2.14323,2.14323,2.14323,4.0780506,6.178704,7.30473,4.987804,3.1108606,4.728453,6.7681713,6.012736,4.073535,1.1794024,-0.4069586,-3.4170725,-4.6410074,-8.996271,-13.304749,-14.100768,-12.9920635,-10.003227,-3.560612,-13.614295,-22.992537,-26.862516,-28.219648,-27.09416,-24.275106,-21.233915,-16.756035,-9.625244,-2.5866826,0.99808,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323,2.14323
2.2817974,2.2817974,2.2817974,6.1861777,12.550101,15.099518,15.160861,23.66399,30.710995,32.963398,30.002687,26.860167,17.292006,10.029893,15.455695,20.98417,18.20212,11.4169235,6.618364,2.4876208,-0.7358679,2.6508226,0.9035415,-3.9675598,-6.51798,-9.559579,-10.403139,-11.727447,-12.648546,-11.784183,-7.266547,-2.0427883,1.1734126,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974,2.2817974
-1.4272773,-1.4272773,-1.4272773,-3.4208748,-8.678594,-9.950569,-9.585856,-7.48947,-8.30878,-8.833953,-7.110203,-4.9933968,-0.64283085,0.59880406,-0.0016884323,0.43378267,1.9224935,5.1562357,7.3278203,7.635796,6.233043,1.3081598,-0.49284175,-1.6541218,-6.185962,-8.336699,-4.978855,-1.9761288,-1.1547861,-0.466118,-0.47769547,-0.8148269,-1.3182511,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773,-1.4272773
