-687.9167,-687.9167,-686.8341,-662.75214,-410.17093,-287.57156,-238.57762,-196.5914,-189.22916,-217.78911,-258.59985,-302.9906,-270.55307,-208.5207,-200.25024,-235.41382,-283.34546,-345.76218,-400.1924,-481.46054,-556.3519,-632.9425,-675.53784,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167,-687.9167
0.49607322,0.49607322,1.5020596,13.202826,23.27845,-14.121784,-12.55657,45.752056,129.57828,186.18129,192.80498,191.68753,197.646,185.34517,177.29466,179.23718,180.98067,162.06436,147.70221,120.87377,94.110825,47.41625,11.394728,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322,0.49607322
0.93238246,0.93238246,0.84225106,-1.5199714,-51.477413,-45.024498,-44.764893,-58.00458,-79.44213,-87.580696,-70.14255,-51.463318,-54.05899,-59.72028,-60.677624,-59.266205,-51.84798,-40.53287,-30.249588,-17.779043,-7.5128274,0.14577222,0.78592724,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246,0.93238246
0.96679425,0.96679425,1.0003763,-0.5018738,42.02988,45.064186,54.63043,62.448807,74.021576,75.08247,52.286114,19.004253,2.4763644,4.7975965,-0.51546127,-9.0523815,-17.618086,-23.446878,-25.605333,-22.352552,-19.176413,-13.331645,-1.7523618,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425,0.96679425
0.4597349,0.4597349,0.8752303,-2.0770013,-63.01258,-59.164608,-37.841553,-26.860138,-18.189404,-6.55876,5.2958293,-4.8766828,-42.224335,-62.196964,-80.73024,-92.57005,-86.12084,-74.94557,-56.72462,-28.72582,-7.607002,-1.4579158,1.3336996,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349,0.4597349
1.8332958,1.8332958,1.647941,3.2406251,15.49076,12.568255,0.7678734,-6.147625,-13.045851,-18.0461,-16.256832,-2.266443,17.948448,25.37326,34.586803,42.09939,42.049774,39.272312,32.4798,20.133364,10.651654,6.6183367,2.2230346,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958,1.8332958
1.0210756,1.0210756,0.9440289,0.8005649,-18.73605,-17.969538,-22.167667,-29.144836,-39.232407,-43.06959,-33.621685,-19.301966,-12.833794,-13.274837,-10.601793,-7.051548,-3.3784997,0.450364,2.4432619,2.991893,3.528872,4.102128,1.4858875,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756,1.0210756
0.8279432,0.8279432,0.68377614,-1.8694236,10.374362,17.605381,21.280848,14.780339,5.435746,-3.1750832,-12.260653,-24.395506,-32.271473,-29.913824,-30.958174,-34.628513,-37.84864,-36.5633,-34.533703,-28.24355,-22.154325,-12.164145,-1.9401321,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432,0.8279432
0.5953838,0.5953838,0.6011001,0.6091502,5.1069455,4.8609896,5.3565583,6.4058785,8.087522,8.576746,6.517558,3.7997818,2.9473379,3.277466,3.0047631,2.4826705,1.6967233,0.8901246,0.33662662,0.008760018,-0.22870925,-0.20561711,0.44249213,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838,0.5953838
-0.21768959,-0.21768959,-0.20679887,0.7455082,-12.904731,-15.243969,-19.02927,-20.22312,-21.907454,-20.751373,-12.665249,-0.652744,6.146109,5.3234806,7.3291473,10.666874,13.648182,14.92276,14.89228,12.360463,9.993272,6.3546324,1.0686821,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959,-0.21768959
