-585.9907,-585.9907,-585.9907,-585.9907,-526.44464,-280.0791,-171.01208,-123.78961,-105.41076,-151.95224,-267.2758,-330.50586,-309.81122,-265.81155,-173.12372,-155.49081,-168.15012,-218.3519,-258.34128,-236.40535,-237.42065,-267.77188,-275.32382,-276.94635,-303.77448,-343.25986,-336.21506,-313.2721,-312.05716,-329.08182,-376.7205,-455.24362,-546.2148,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907,-585.9907
0.12258645,0.12258645,0.12258645,0.12258645,53.6608,173.13647,168.61203,165.08333,161.11191,168.04868,169.6329,68.01422,-4.951614,5.8591785,102.69925,172.09695,180.86646,169.38487,149.63971,94.14795,22.166529,-37.019623,-38.55516,3.1490498,48.7168,71.95056,85.96515,99.526,102.76751,101.71815,98.98651,82.53477,38.57554,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645,0.12258645
0.12753342,0.12753342,0.12753342,0.12753342,4.762019,-49.13144,-70.84914,-96.58647,-86.19872,-67.690315,-45.022865,18.245054,20.862951,12.194277,-28.496702,-79.18852,-88.13434,-74.13813,-76.84465,-81.695366,-88.75193,-97.24364,-80.31824,-53.835495,-37.03011,-28.979727,-46.51539,-60.73673,-65.88188,-58.497322,-38.373314,-3.4868398,14.104339,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342,0.12753342
0.16659667,0.16659667,0.16659667,0.16659667,-10.16828,-39.927025,-49.375782,-64.37067,-61.88566,-38.12352,-0.20262912,54.374016,77.2917,66.857574,24.6503,-1.8652632,-28.001272,-47.505955,-33.770733,32.949326,70.86916,81.70667,86.61979,103.08347,105.085396,102.95654,94.30843,85.88558,80.02714,71.994896,56.991188,41.870586,22.179129,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667,0.16659667
0.44977924,0.44977924,0.44977924,0.44977924,-4.71886,-38.291473,-36.06633,-37.032314,-29.920261,-25.776083,-26.010483,-38.374977,-40.881504,-37.717163,-47.454845,-54.14742,-56.309628,-59.565845,-43.96159,-40.295914,-38.11878,-36.672455,-37.315334,-30.107983,-19.564878,0.67580706,10.686822,14.003335,19.660864,22.195694,23.992403,22.330305,11.570528,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924,0.44977924
0.27477276,0.27477276,0.27477276,0.27477276,-3.0843308,0.17913382,-4.1751747,-6.7989397,-12.046888,-14.996105,-12.721472,23.837633,39.28641,32.737015,19.211369,7.544505,8.581156,16.867283,4.625627,6.6398053,14.459971,21.853691,25.326601,16.277548,2.665918,-17.119276,-31.261019,-40.11939,-48.178085,-50.37212,-48.412575,-38.098286,-16.149084,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276,0.27477276
-0.11705065,-0.11705065,-0.11705065,-0.11705065,-3.9116523,-11.399976,-6.605426,-6.5557923,-12.34668,-18.981703,-29.550348,-39.899155,-30.689026,-34.013172,-41.66215,-33.918972,-20.4501,-12.350641,-13.173207,-31.455603,-33.7985,-28.048752,-28.598913,-26.575724,-19.081367,-4.646492,-1.6383404,-11.801288,-22.533792,-31.752316,-32.264503,-28.811771,-14.784665,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065,-0.11705065
-0.17459829,-0.17459829,-0.17459829,-0.17459829,-3.2141023,-7.3680916,-8.897786,-8.746707,-7.6879554,-6.6687465,-3.1955683,11.871818,16.46011,15.813107,10.055649,1.9307998,-2.7862267,-3.731883,-3.9556515,6.5162497,13.756709,17.294556,17.845089,12.701228,4.891534,-4.4836106,-8.35154,-7.298528,-5.4205537,-3.0678444,-2.9853747,-2.2015812,-0.76882845,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829,-0.17459829
-0.22690782,-0.22690782,-0.22690782,-0.22690782,-1.4118518,6.9709306,10.799616,17.734196,18.139551,13.330976,7.18227,-2.6020525,-5.611796,-1.832696,8.354823,13.911469,14.056207,12.395758,12.640316,13.096478,13.635113,14.933774,11.5502205,1.3670746,-7.0240765,-14.148871,-11.454223,-4.7330556,0.9382687,4.433722,3.7653093,-0.11222294,-2.7583563,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782,-0.22690782
0.065167286,0.065167286,0.065167286,0.065167286,-1.5785441,2.2079701,6.064612,11.055829,8.478324,0.08924878,-11.350284,-19.129848,-17.462927,-16.401886,-11.831515,-6.527878,1.6113623,8.065025,4.215855,-10.239578,-14.077781,-11.176048,-12.933628,-21.676285,-26.544003,-28.691475,-27.866583,-28.27487,-29.307253,-29.403097,-26.889685,-22.900265,-12.233747,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286,0.065167286
