-586.97797,-586.97797,-586.97797,-586.796,-386.73117,-228.64615,-154.01033,-127.00883,-137.22256,-187.78864,-257.79813,-333.42648,-301.86176,-260.89127,-224.8634,-217.07573,-218.81631,-243.87553,-276.19366,-275.09958,-295.48828,-322.44208,-295.77966,-317.38412,-362.4091,-409.33926,-397.67365,-377.11047,-348.82425,-339.14496,-344.5244,-370.61398,-375.10205,-331.08142,-296.51425,-332.78442,-362.8944,-359.94232,-365.5468,-406.8429,-495.56763,-545.41394,-577.1237,-586.7012,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797,-586.97797
0.7140636,0.7140636,0.7140636,0.9210844,104.01602,142.07115,157.11298,158.15245,152.62971,135.7946,130.14023,108.07894,81.76075,94.25968,130.214,157.80516,169.48872,161.96927,93.353905,-3.8456256,-54.8583,-59.214935,3.365346,53.92463,74.49413,63.834553,75.631325,85.06988,80.30399,69.8192,67.42653,61.37612,3.3257036,-39.279766,0.11961529,40.17649,43.098576,49.87405,60.026833,67.812454,59.291813,44.50182,10.481378,0.9160191,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.7140636,0.71406364,0.71406364,0.71406364,0.71406364
1.2911208,1.2911208,1.2911208,1.383693,-58.715496,-103.303894,-131.99138,-134.63286,-125.025185,-109.22978,-80.26198,-62.926575,-74.66493,-83.56974,-87.31559,-84.78965,-74.32285,-45.52891,-11.495388,12.896004,1.5470228,-12.588335,24.570158,35.533726,42.548386,47.927086,44.956753,34.650906,14.288496,-2.2797759,-4.164846,-0.64899135,1.0021926,-1.1533451,8.103236,3.547996,-0.90440565,-1.4155422,7.4657054,18.519274,33.128086,29.795042,6.4312253,1.2921021,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911208,1.2911224,1.2911224,1.2911224,1.2911224
-0.54253674,-0.54253674,-0.54253674,-0.28735954,-15.081682,-10.242215,-30.09825,-38.408527,-41.65378,-36.454872,-22.86722,-18.917444,-12.572926,-7.662225,-3.9836886,-5.7779036,2.1852543,29.480375,69.980125,67.29224,49.37239,47.867146,87.78346,108.16806,105.00793,98.18427,97.94764,92.27871,92.08044,94.602844,99.75692,96.1351,83.791016,62.899944,87.71607,109.31929,108.305046,106.64633,109.89917,101.833725,77.53109,47.849506,13.982656,0.0014268081,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.54253674,-0.5425367,-0.5425367,-0.5425367,-0.5425367
1.0126109,1.0126109,1.0126109,0.9899397,-16.034204,-35.412373,-44.788452,-52.166958,-53.628773,-52.15629,-41.598522,-29.731329,-38.53992,-46.677834,-48.778767,-43.15766,-37.48035,-33.44245,-43.798046,-34.877586,-35.632294,-43.603,-39.18877,-37.878857,-26.261112,-19.062891,-21.718151,-25.120655,-28.466528,-27.405188,-25.158403,-23.7989,-36.94949,-36.62437,-33.575516,-35.801132,-24.421246,-23.011423,-19.261374,-9.7591,1.8848679,4.6315184,1.5582381,1.034127,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126109,1.0126114,1.0126114,1.0126114,1.0126114
0.9415917,0.9415917,0.9415917,0.86758274,-11.421268,-0.9501009,13.84467,30.946318,43.612484,50.789726,39.837864,19.570799,24.836258,23.818796,2.9774497,-22.740103,-38.93804,-42.646122,-11.668848,19.602509,42.75846,49.19062,39.624683,32.018913,18.729116,14.143853,15.948624,17.662977,13.50719,4.519985,-5.595509,-4.427013,32.863445,41.37283,29.468092,19.137117,1.3456688,0.53883207,-7.5785003,-14.888091,-12.214102,-5.910925,-3.394481,0.7643783,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.9415917,0.94159174,0.94159174,0.94159174,0.94159174
-1.2845647,-1.2845647,-1.2845647,-1.2616066,-5.2694154,-7.688423,-9.545446,-12.101298,-11.265478,-10.105297,-4.9768133,-6.421998,-15.181608,-21.318233,-27.973291,-31.25062,-30.342834,-25.854506,-28.935452,-21.049217,-20.644615,-26.288605,-10.713457,-0.8956853,8.443583,10.543945,10.412181,8.765143,5.758007,5.226195,4.3940578,3.845228,-7.5543475,-15.376928,-5.218952,0.31712526,7.3655634,9.594582,10.909402,16.016155,20.734632,16.539446,2.2480516,-1.1413131,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.2845647,-1.284565,-1.284565,-1.284565,-1.284565
0.37632883,0.37632883,0.37632883,0.35647535,0.6539653,0.5695713,-0.13043216,0.043002613,-2.1286292,-3.3032088,-6.6685553,-2.0794544,7.0859647,12.3764,19.015947,23.370018,23.75925,20.570887,23.783182,17.910732,17.49318,22.296444,6.0095844,-4.609368,-12.912158,-13.977218,-14.663209,-13.807743,-9.947493,-7.4821267,-5.2836723,-4.7503104,4.1857424,12.305192,2.6779196,-2.8732417,-7.3319507,-9.658184,-10.56625,-15.185996,-20.158257,-16.875818,-2.6438403,0.2674128,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883,0.37632883
0.6049799,0.6049799,0.6049799,0.5790868,10.759164,11.674772,14.424243,15.259068,14.090342,11.46339,8.421683,9.25671,9.886679,12.5748005,18.972301,24.70634,25.513208,20.01478,9.217207,-2.1600084,-5.1689706,-3.576649,-10.783703,-14.05955,-15.147699,-15.237424,-14.6340275,-12.858214,-11.831925,-12.145303,-11.815747,-11.457413,-11.480193,-8.424831,-12.833439,-15.111172,-16.417738,-16.682941,-16.214193,-15.959475,-15.0041895,-10.39443,-1.9688356,0.4911229,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.6049799,0.60498,0.60498,0.60498,0.60498
-0.76568055,-0.76568055,-0.76568055,-0.7906991,-1.0468532,-2.836019,-2.2048104,-4.5785823,-5.819256,-6.914749,-6.329816,-4.979201,-8.182028,-11.614872,-14.45077,-14.453251,-14.292347,-16.228655,-24.444809,-20.467749,-17.489481,-19.56646,-21.319605,-21.416489,-16.57263,-14.058992,-14.77471,-14.963846,-14.0778055,-11.620806,-11.026186,-10.982096,-16.710129,-16.825605,-15.917923,-16.11346,-10.170761,-9.156347,-9.101065,-6.138792,-2.2504315,-0.8978242,-0.9583643,-0.7416776,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.76568055,-0.7656803,-0.7656803,-0.7656803,-0.7656803
-0.49048322,-0.49048322,-0.49048322,-0.49887407,-4.986682,-5.6007476,-6.4357095,-6.179456,-6.464377,-5.898036,-6.8520775,-5.153646,-0.639959,0.7532716,0.8887629,0.23597671,-0.4161835,-0.46803123,5.546018,8.459701,10.600788,12.521008,5.65604,0.59298354,-3.4964585,-3.8569288,-4.4922323,-4.675762,-3.188712,-1.9877439,-1.2940778,-1.0254804,4.868185,8.762896,4.592865,1.6494435,-0.4235487,-1.5181065,-2.4370425,-4.8663206,-7.095983,-6.372393,-1.4766922,-0.5179777,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322,-0.49048322
