-706.79645,-706.79645,-705.77734,-697.578,-563.56256,-433.63083,-357.2035,-285.25876,-256.47314,-288.35916,-303.00092,-294.419,-233.03638,-157.65419,-155.48685,-186.64514,-247.13388,-278.72256,-242.67493,-250.24658,-270.05594,-260.8811,-264.46176,-323.07867,-355.96255,-331.11716,-301.52957,-311.31808,-352.70874,-431.84326,-537.48096,-643.2702,-698.48206,-697.85443,-703.0515,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645,-706.79645
1.7640842,1.7640842,1.9586898,2.297503,33.659565,51.442608,51.420116,71.0322,88.103584,90.07442,25.077559,-12.868184,35.816727,132.21231,188.38008,183.4381,171.08876,165.66092,95.68752,34.419193,0.13152038,-13.95952,8.826614,67.18534,95.80194,116.41839,113.49171,124.13101,126.79953,119.51859,89.63135,37.03284,5.527819,6.768161,3.8675108,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842,1.7640842
3.101086,3.101086,2.9680028,2.2620084,-18.607693,-33.75673,-37.110302,-45.259346,-51.637188,-52.367294,-22.550821,-4.6176333,-22.996113,-64.664246,-90.0109,-87.848305,-81.28225,-78.91682,-52.087772,-26.696077,-11.621925,-3.490252,-12.860669,-38.86586,-49.916927,-56.819935,-52.452114,-56.803345,-57.764797,-51.79531,-35.398994,-12.220941,1.2657244,0.9177729,2.197455,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086,3.101086
0.43911323,0.43911323,0.97230124,3.4635284,61.52545,100.83362,110.942665,88.501724,83.38745,84.90598,87.736824,82.76947,55.827194,14.764504,-2.8696263,-25.880161,-39.07249,-0.12888998,62.029144,86.94197,88.151215,88.88177,102.33581,117.28863,120.736496,100.82482,80.37571,82.567604,85.43567,72.26932,48.17479,24.320063,6.546992,0.41804978,0.19212681,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323,0.43911323
0.6908094,0.6908094,0.66417164,-1.4338226,-16.15368,-40.662575,-54.620888,-60.735195,-55.919075,-55.529068,-43.422478,-35.546597,-29.505878,-46.764236,-62.043118,-73.68567,-74.073265,-56.741577,-47.60866,-42.740826,-41.0417,-27.38966,-18.309072,-18.565062,-9.887108,-5.784877,5.2899904,7.4901023,8.630751,17.683504,24.9965,13.340072,2.4932222,0.8262543,0.7249785,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094,0.6908094
1.1291068,1.1291068,1.071712,2.3213995,2.316562,13.30154,22.427343,23.871721,17.101513,16.408972,21.212309,23.798847,10.802961,5.299874,5.552395,16.400515,20.242058,6.6971684,10.862664,18.672924,24.604252,17.732895,5.67391,-7.0871134,-19.376501,-25.454826,-31.572315,-35.471947,-36.90196,-40.805046,-37.99561,-16.918125,-1.3434592,-0.037031624,0.66988564,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068,1.1291068
-0.3360327,-0.3360327,-0.42213485,-0.66509956,-10.616601,-16.263636,-16.827442,-15.978037,-17.500914,-17.930496,-11.543226,-7.0381184,-9.4937525,-14.464641,-17.886503,-13.944073,-10.917598,-15.928967,-16.127758,-12.526336,-8.897506,-8.056286,-12.712424,-21.113178,-25.178488,-25.247484,-22.934422,-24.508219,-25.219006,-23.22146,-17.2535,-7.8461347,-1.5966686,-0.90274256,-0.54387903,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327,-0.3360327
0.13004443,0.13004443,0.15221648,0.56278783,3.490761,7.654635,10.133315,7.3612537,4.6989923,4.5820427,9.571765,11.897784,4.416809,-5.74333,-10.5211115,-10.1803875,-9.842783,-8.72864,1.3556501,8.490441,11.70969,11.379055,8.960916,4.410205,0.77308035,-3.2020261,-5.818813,-6.9753985,-7.1550074,-8.51077,-8.211128,-3.2483807,-0.03408757,-0.38089645,-0.098874204,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443,0.13004443
0.36010394,0.36010394,0.331883,0.19211394,-2.60144,-4.53957,-5.1408234,-3.3101676,-2.618427,-2.6492918,-4.4310765,-5.0789924,-2.3128767,2.5492873,5.039047,6.38313,6.9207187,4.3632975,-1.1710172,-4.185455,-5.084191,-5.5258756,-5.8291636,-5.301888,-4.838066,-3.1534212,-2.0336792,-1.914013,-2.0085533,-1.3771117,-0.60544676,-0.3242931,0.06746639,0.477351,0.42400742,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394,0.36010394
-0.51895916,-0.51895916,-0.6528225,-0.8077615,-13.175105,-18.110857,-17.440948,-11.395534,-11.976546,-12.53476,-13.048705,-11.894915,-8.780456,0.92287594,6.1910634,14.6950865,18.571426,5.3096733,-8.919578,-13.411537,-12.560853,-15.1794615,-21.559977,-27.8161,-31.908678,-28.842302,-26.156689,-27.670973,-28.764296,-27.2504,-21.645903,-10.814482,-2.5962517,-0.7661834,-0.55907553,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916,-0.51895916
-0.43013543,-0.43013543,-0.45822644,-0.21879826,-1.3565974,0.5928536,2.5947728,4.512002,3.5523057,3.3448794,2.429651,2.114744,1.4335918,4.6861386,7.1697206,10.623724,11.662083,6.5206776,3.0472128,2.1616776,2.5379002,0.34302646,-2.5338092,-4.606732,-7.005738,-7.1119213,-7.929207,-8.684132,-9.119276,-9.907801,-9.298621,-4.7710667,-1.1680746,-0.5607542,-0.46799046,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543,-0.43013543
