-601.25964,-601.25964,-601.25964,-600.6729,-500.79562,-377.3239,-291.3388,-212.22118,-166.08052,-159.67686,-221.99573,-342.1,-316.54895,-271.75293,-254.69362,-250.50633,-211.87714,-185.88318,-186.62422,-159.53522,-156.26321,-207.48273,-282.28665,-378.71463,-334.58054,-250.93561,-236.51442,-268.68048,-311.28552,-390.32468,-306.6713,-263.20245,-271.54004,-274.5884,-247.30345,-218.51959,-263.58984,-317.68176,-362.14352,-315.58264,-244.72284,-214.9613,-201.00343,-213.0616,-273.26474,-360.81262,-362.6213,-300.43146,-257.1524,-215.16713,-178.74568,-139.63756,-147.78609,-207.30885,-294.7836,-422.74448,-527.87494,-581.0922,-601.217,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964,-601.25964
-0.029145904,-0.029145904,-0.029145904,0.21800776,8.794934,-6.8584123,10.695007,56.594524,98.89883,103.75444,105.61443,95.48401,61.99062,58.57182,99.11667,149.5172,168.55432,164.16676,140.89299,151.265,163.01076,191.2311,184.9966,139.68689,150.76099,164.69453,150.96806,126.106674,124.85523,105.757034,81.33655,74.3653,93.83212,164.1965,182.65855,165.8528,170.42787,159.39447,131.14612,89.73005,121.0881,187.60544,217.83754,212.6182,186.73279,144.91771,98.039505,102.870705,110.18124,149.94057,192.25777,186.69336,166.86465,157.15546,129.07646,92.46612,46.83268,15.782523,0.001045553,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904,-0.029145904
-0.20281288,-0.20281288,-0.20281288,-0.31073505,-4.02748,2.8653948,-4.783699,-24.837156,-43.329468,-45.451584,-46.28771,-41.898537,-27.235445,-25.7236,-43.456547,-65.506134,-73.82136,-71.8924,-61.709995,-66.23822,-71.376015,-83.74126,-81.04037,-61.251175,-66.08046,-72.14664,-66.1359,-55.27015,-54.737896,-46.410446,-35.69608,-32.630455,-41.150505,-71.93722,-80.0049,-72.64177,-74.65961,-69.85169,-57.5085,-39.371574,-53.065845,-82.157646,-95.37971,-93.10048,-81.79675,-63.533333,-43.023964,-45.1154,-48.298363,-65.678696,-84.18014,-81.7316,-73.05912,-68.83252,-56.578842,-40.607067,-20.679352,-7.1134553,-0.21600641,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288,-0.20281288
8.961111,8.961111,8.961111,8.928683,6.618582,6.2791467,3.3157313,-2.262026,-7.003889,-7.564656,-6.8144116,-4.054059,-1.2247769,-1.5645492,-5.704499,-10.597221,-12.997267,-12.964058,-10.722482,-12.1201315,-13.294583,-15.236059,-13.524028,-7.7448874,-9.463783,-12.045407,-10.94474,-8.0828,-7.328079,-4.3201027,-3.226041,-3.205577,-4.947033,-11.645267,-13.821177,-12.639387,-12.406346,-10.542986,-7.173245,-3.8976934,-7.958775,-14.777155,-17.882532,-17.202658,-13.824843,-8.512931,-3.993222,-5.382822,-6.7282805,-11.164324,-15.762615,-15.81201,-13.790239,-11.972876,-7.9785037,-2.5632842,3.3765433,7.1452575,8.9575815,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111,8.961111
-1.6572367,-1.6572367,-1.6572367,-1.7085955,-3.270895,0.42630205,-3.0987144,-12.719253,-21.660324,-22.6835,-23.254642,-21.415281,-14.164648,-13.307828,-21.952187,-32.744907,-36.719,-35.70653,-30.719406,-32.867897,-35.37677,-41.56804,-40.438515,-30.992306,-33.244144,-35.999645,-33.01722,-27.776703,-27.626305,-23.75092,-18.284487,-16.669804,-20.865952,-35.95832,-39.840527,-36.158257,-37.263706,-35.04814,-29.115582,-20.108446,-26.634592,-40.811504,-47.25371,-46.168205,-40.78574,-32.064102,-22.019875,-22.883476,-24.330887,-32.737892,-41.708622,-40.40759,-36.17947,-34.262802,-28.48555,-20.991455,-11.499925,-4.99097,-1.6635903,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367,-1.6572367
1.471979,1.471979,1.471979,1.4860526,1.7795368,0.49445006,1.385368,4.072173,6.614169,6.9032197,7.1727123,6.8313084,4.66657,4.342196,6.84505,9.998015,11.098132,10.759045,9.300157,9.884723,10.613888,12.510597,12.302668,9.695312,10.282161,10.951626,10.054778,8.5732765,8.599167,7.59427,5.8565445,5.3124657,6.5546756,10.978346,12.070177,10.944861,11.342479,10.782592,9.118658,6.4051795,8.199576,12.301375,14.164585,13.866566,12.38952,9.979727,7.0419974,7.1927724,7.5455093,9.9379635,12.504593,12.059499,10.834986,10.371521,8.823649,6.8395753,4.2332325,2.414914,1.4737691,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979,1.471979
-3.534482,-3.534482,-3.534482,-3.539736,-3.254494,-1.9771956,-2.0897672,-3.2409847,-4.4594994,-4.592845,-5.024794,-5.3742642,-4.0444837,-3.660676,-4.988231,-6.7385635,-7.1818476,-6.8744826,-6.059208,-6.265191,-6.659601,-7.9546156,-8.174914,-7.146256,-7.276737,-7.275588,-6.707384,-6.020983,-6.2274356,-6.0196185,-4.667707,-4.1665964,-4.9011855,-7.3971314,-7.886869,-7.1257668,-7.551908,-7.4814143,-6.7480354,-5.015701,-5.7033687,-7.8709064,-8.853515,-8.740609,-8.183008,-7.225204,-5.58493,-5.3893833,-5.39235,-6.545673,-7.821793,-7.3958693,-6.7454762,-6.753552,-6.279061,-5.7421865,-4.7532988,-3.972733,-3.535294,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482,-3.534482
2.5100768,2.5100768,2.5100768,2.5013998,1.868415,1.7475924,0.946368,-0.5405519,-1.7992392,-1.9483322,-1.7351202,-0.9785689,-0.24113078,-0.34192777,-1.4349047,-2.7225354,-3.3635125,-3.3614256,-2.7718053,-3.146248,-3.4559112,-3.953335,-3.4840255,-1.9397255,-2.402999,-3.1032317,-2.817494,-2.0567122,-1.8473631,-1.0361971,-0.76989615,-0.7756283,-1.2314193,-2.991966,-3.5711057,-3.2677085,-3.1949067,-2.6911,-1.7936466,-0.94423145,-2.0302243,-3.8307524,-4.6508913,-4.4690332,-3.5654325,-2.1462622,-0.95732516,-1.3386252,-1.7034835,-2.880692,-4.099142,-4.122129,-3.588413,-3.0953128,-2.0226138,-0.5659464,1.0228316,2.027435,2.5091376,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768,2.5100768
2.1404173,2.1404173,2.1404173,2.1448858,2.016771,1.1617463,1.3212721,2.2573428,3.215461,3.3214872,3.5927658,3.751694,2.7720435,2.5218084,3.5368075,4.859141,5.226675,5.017694,4.402825,4.5815506,4.881541,5.8126945,5.913668,5.0548916,5.1915445,5.26336,4.847808,4.302726,4.421246,4.195998,3.2501607,2.910397,3.456589,5.334378,5.727053,5.1786523,5.460543,5.3604317,4.7692723,3.504595,4.0842533,5.7431297,6.4955525,6.400012,5.927605,5.1299257,3.8925772,3.7992911,3.8391328,4.7445245,5.737597,5.4506893,4.953605,4.907968,4.474479,3.958811,3.122436,2.4881184,2.1410663,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173,2.1404173
-2.453016,-2.453016,-2.453016,-2.4567494,-2.261805,-1.3698113,-1.4541224,-2.2692668,-3.129851,-3.224107,-3.5245464,-3.7635198,-2.8288178,-2.5612404,-3.496882,-4.729414,-5.043771,-4.8289056,-4.2548847,-4.401496,-4.679365,-5.588081,-5.7387786,-5.008901,-5.1033587,-5.1074696,-4.708286,-4.223147,-4.3659897,-4.2150316,-3.2681663,-2.9179263,-3.4346082,-5.1916485,-5.538043,-5.0038977,-5.301263,-5.2484517,-4.729516,-3.51264,-4.000946,-5.528707,-6.2213135,-6.1411157,-5.7450066,-5.065535,-3.9106276,-3.7766147,-3.7812488,-4.5956917,-5.49626,-5.1986976,-4.740322,-4.742507,-4.403306,-4.0178046,-3.3154154,-2.762744,-2.4535904,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016,-2.453016
