-615.3333,-615.3333,-615.3333,-614.73285,-379.6467,-223.12114,-148.27576,-120.07839,-130.43268,-188.81586,-264.2315,-330.98563,-300.7497,-251.0929,-213.65079,-198.31953,-220.55704,-269.35242,-336.73364,-375.5275,-349.66818,-331.56073,-336.93,-317.98532,-332.72858,-359.68948,-378.83365,-337.28665,-298.53723,-297.06168,-282.03955,-271.99902,-269.39197,-280.72046,-318.9804,-387.86133,-446.07806,-382.08093,-305.35437,-255.22513,-252.01117,-268.03928,-321.4164,-387.1862,-426.53885,-428.38507,-289.64444,-196.15756,-166.4753,-163.25177,-175.58797,-233.47049,-289.82498,-325.85727,-307.6567,-289.8118,-282.63428,-297.2046,-310.04965,-350.67645,-433.4185,-536.5956,-598.23615,-614.2524,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333,-615.3333
0.06156739,0.06156739,0.06156739,0.68107474,122.61455,155.223,157.7797,150.09114,143.42996,133.79037,131.42787,106.76187,83.62261,107.553276,140.57008,154.54083,165.12144,156.52672,154.0395,152.39658,132.54478,157.2234,196.25012,190.81207,184.42839,173.14037,148.06212,39.541336,-27.718262,-53.638657,-2.040841,51.1227,106.70704,112.06835,101.22009,83.98774,46.058277,-24.20964,-22.408012,35.959667,119.30852,156.40419,169.72757,163.19455,139.49196,137.4743,222.00462,231.01706,219.14369,197.09973,177.70557,168.13794,79.032906,-48.79448,-54.02791,-29.091106,19.52008,74.35711,96.98382,90.63155,65.30751,48.83364,18.371119,1.2118007,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739,0.06156739
3.1445398,3.1445398,3.1445398,3.7090547,-49.923836,-89.35487,-109.52994,-118.27158,-119.02367,-116.809784,-83.945694,-66.24743,-79.07146,-81.60235,-79.3049,-75.83149,-69.039925,-38.469917,-22.840225,-43.58432,-66.327225,-38.591614,-7.9245415,3.9171817,0.5126094,-1.5595205,0.930225,10.169493,-1.1862007,-27.0683,-22.684155,-5.2898645,-2.5519214,5.871976,15.347564,31.144625,28.430561,-13.036769,1.6341436,2.0387833,-26.224272,-23.542004,-17.388628,2.176338,3.740304,-16.458334,-43.849556,-79.15952,-99.684685,-108.92737,-102.54602,-67.40036,-18.458994,-31.026806,-41.453102,-34.15541,-6.4736643,0.82330036,16.400085,28.049871,40.53285,48.40162,19.706917,4.031236,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398,3.1445398
-1.6845584,-1.6845584,-1.6845584,-1.2891945,-27.757189,-21.583633,-40.450836,-46.33684,-43.062122,-28.308365,-18.911228,-14.682818,-5.929723,-0.24985968,-13.058236,-25.609846,-5.325948,23.523613,14.964422,-36.10898,-41.211395,-13.400538,-6.2162666,-6.7228656,-1.6853355,-4.302457,7.040517,53.964737,56.70714,56.834183,83.045555,89.91443,97.50629,103.00198,104.73249,98.08075,85.770164,77.89045,80.24608,83.58997,71.621155,39.336136,6.460022,1.0767155,5.3837585,-16.94583,-42.106464,-51.242676,-54.553272,-43.016495,-27.980968,-8.247019,39.71249,52.041084,57.56059,66.12196,86.95495,108.93281,109.115295,104.58297,94.83499,65.16076,15.768827,-0.42285904,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584,-1.6845584
-2.179801,-2.179801,-2.179801,-2.1346595,-29.594559,-52.048008,-54.28089,-55.033047,-55.7863,-59.168755,-48.04232,-39.182346,-44.983902,-50.560143,-48.74139,-44.393875,-49.794384,-45.509106,-35.75864,-27.36563,-33.19649,-33.280514,-26.768501,-20.55982,-23.165016,-22.032076,-22.026976,-21.099548,-18.91118,-27.397905,-40.502407,-41.343716,-49.286747,-48.15263,-43.519176,-32.62751,-25.495626,-32.4917,-26.479193,-33.99589,-52.216003,-44.324066,-32.135406,-21.24742,-19.516268,-20.539543,-33.02881,-45.994534,-52.374073,-57.85865,-58.025703,-48.49665,-33.225304,-28.263372,-34.070335,-36.607937,-37.19352,-48.118633,-44.009335,-36.786526,-25.436357,-10.418994,-2.9014544,-2.350675,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801,-2.179801
3.8205905,3.8205905,3.8205905,3.6068845,4.809656,15.833565,19.356176,22.188831,23.771305,26.84164,17.032736,14.220666,22.522474,21.530632,14.897972,9.998683,9.900475,4.532697,-1.8536335,-1.9838309,7.4470477,-0.99738914,-15.1656275,-19.264568,-16.397232,-14.673312,-11.027334,3.9019706,15.094658,27.376001,24.646639,13.795337,8.334617,5.6488657,3.8375566,-0.7847006,2.5741303,23.327785,17.411396,11.433897,11.480897,1.5631564,-7.002222,-13.935788,-11.062606,-6.9743495,-10.690488,-0.7606156,7.2925134,14.836401,17.000473,8.616049,7.798842,27.819086,32.979336,28.970509,17.061558,12.479496,4.517326,0.43514052,-2.5170352,-7.7361073,-1.5013653,3.5704558,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905,3.8205905
-1.9366491,-1.9366491,-1.9366491,-1.8184167,-6.335542,-14.562701,-16.932785,-18.544897,-19.36838,-21.049597,-14.605123,-12.014153,-16.735888,-16.857851,-13.553882,-10.788107,-11.064735,-7.37062,-3.0973105,-2.8139408,-8.325915,-3.6831694,4.298292,7.0896654,5.428309,4.677929,3.0551758,-3.5212853,-8.799894,-15.963816,-15.79865,-10.388165,-8.524097,-6.951664,-5.4333405,-1.8664991,-2.836519,-14.195155,-10.500485,-8.415974,-10.882417,-5.4876714,-0.23061927,4.5066957,3.3756905,0.8492524,0.6912333,-6.04376,-10.909356,-15.157439,-16.005774,-10.3069,-7.210618,-16.357136,-19.561893,-17.745445,-11.547523,-10.246956,-5.7648025,-2.8969173,-0.15020272,3.8618853,0.90327495,-1.8129778,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491,-1.9366491
1.1498331,1.1498331,1.1498331,0.9985333,2.8052065,9.620574,12.749603,14.856209,15.71616,16.940714,10.276789,8.313249,13.300962,12.445574,8.768016,6.1996317,5.2035856,0.5906684,-3.1743042,-1.2138462,5.0292954,-1.4671632,-10.796179,-13.270389,-11.691738,-10.514008,-8.637021,-0.6907907,6.5646605,14.346116,11.35881,4.0841208,0.11899153,-1.8336124,-3.069478,-5.7498455,-3.0977879,10.634903,6.9977174,2.9744456,3.137496,-1.9156228,-6.0737343,-10.290703,-8.653623,-5.170324,-6.52805,0.20947951,5.490827,9.827747,10.615622,4.481868,2.2589793,14.738899,17.79412,14.863481,6.363704,2.3178613,-2.7889524,-5.2081776,-6.7109437,-8.885908,-2.941528,0.9385491,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331,1.1498331
1.9176432,1.9176432,1.9176432,1.8067343,11.826998,14.78929,19.428143,21.011297,20.558943,18.222633,13.702627,11.208176,10.850618,10.379224,12.303712,13.923559,10.416264,3.0857944,2.9554136,12.749669,15.508506,8.785832,5.0659156,3.8133473,3.3865201,3.9432168,1.7812663,-7.4991655,-7.647455,-5.3361726,-9.128254,-11.339304,-12.115419,-13.689492,-14.910706,-15.50533,-13.649532,-9.275549,-11.344096,-11.374145,-5.7789016,-0.78419316,3.793298,2.7399018,1.7971098,7.147289,14.18724,18.935148,21.281702,20.246675,17.184252,10.759233,-2.1735864,-4.073909,-3.9513667,-5.735578,-11.107743,-14.435188,-15.745462,-16.199312,-16.045504,-12.298355,-2.2016892,1.6499563,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432,1.9176432
-1.1674465,-1.1674465,-1.1674465,-1.1479018,-1.6585482,-8.575509,-7.53361,-7.7328277,-8.712394,-11.913224,-8.760621,-7.329914,-11.645254,-12.774517,-8.953565,-5.3604465,-8.571409,-10.063604,-5.8418283,1.7022065,-1.2060337,-2.2068233,1.9365022,4.0074706,2.1883056,2.1492717,-0.3665015,-10.620282,-14.028664,-18.781103,-22.9324,-20.670088,-21.004873,-20.752857,-19.842237,-16.242443,-14.785381,-20.869247,-18.645445,-18.239218,-19.050648,-11.022224,-2.7764285,1.3519397,0.17350863,1.6408865,4.3327646,0.87731165,-1.9157518,-6.3144546,-8.876186,-7.655048,-11.522733,-18.416708,-21.387548,-21.594097,-20.744797,-23.532219,-20.660173,-17.954752,-14.40365,-7.198453,-1.873834,-1.2736601,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465,-1.1674465
