-574.3241,-574.3241,-574.3241,-574.3241,-466.34964,-341.68436,-244.94528,-183.89703,-171.18118,-220.64633,-323.77618,-394.03632,-323.6555,-249.30081,-224.96721,-245.69656,-275.77872,-292.83636,-332.591,-391.39944,-456.00995,-513.57324,-545.77344,-568.0942,-573.7388,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241,-574.3241
-0.078671165,-0.078671165,-0.078671165,-0.078671165,96.7394,184.47075,197.05711,182.89906,173.98636,177.59492,173.87746,131.59743,170.02362,176.57144,157.54053,122.330185,106.03671,118.89834,130.49072,126.4245,101.37887,70.14774,37.469463,9.5827,1.0010304,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.078671165,-0.0786705
0.3495316,0.3495316,0.3495316,0.3495316,-2.894289,0.18420449,-34.867737,-73.40878,-76.52853,-59.426113,-25.218206,3.2550669,-3.6846874,-31.32917,-53.810265,-77.17799,-69.81961,-53.997704,-23.77133,11.179976,33.27816,39.930344,32.60887,11.048241,1.7917724,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.3495316,0.34953213
0.29663882,0.29663882,0.29663882,0.29663882,-5.792881,-15.863847,-28.317013,-35.462196,-33.65399,-26.252678,-20.418484,-10.121418,-2.6850169,0.56345594,5.132278,9.092308,15.853746,18.343203,18.990288,20.184635,21.608147,19.721155,11.3701935,2.0246885,0.7191744,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663882,0.29663885
-0.47709242,-0.47709242,-0.47709242,-0.47709242,-12.173426,-23.458254,-47.075428,-66.72706,-66.13868,-54.32839,-36.253147,-14.84807,-14.882455,-24.182617,-28.87288,-33.362465,-24.641539,-17.329746,-5.3922987,9.838326,21.353945,24.69033,17.967325,4.461325,0.33486465,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709242,-0.47709227
-0.04097503,-0.04097503,-0.04097503,-0.04097503,2.9505084,6.9849253,5.0780096,1.337881,0.50064,1.4969118,4.4640994,5.1606226,4.3264594,0.90347785,-2.7814093,-6.902379,-7.4363613,-5.6562395,-2.0151973,1.6805837,3.3415527,3.5519068,3.044434,1.1825199,0.091622494,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.04097503,-0.040975034
0.0105423,0.0105423,0.0105423,0.0105423,-2.9783444,0.20284186,-0.40301844,-4.75338,-6.6414614,-8.270742,-2.6997404,0.07659959,-11.62628,-23.49309,-32.990665,-40.968475,-43.491875,-41.851063,-34.06164,-24.11436,-16.696726,-10.580306,-2.871734,1.0015683,-0.007737201,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.0105423,0.010542393
0.5961404,0.5961404,0.5961404,0.5961404,-12.20251,-23.475033,-24.66432,-22.590448,-21.544947,-22.370241,-21.924822,-16.649153,-22.471405,-23.84612,-21.767654,-17.420383,-15.600241,-17.381998,-18.743511,-17.974632,-14.46914,-10.014498,-5.0440035,-0.7606922,0.43060073,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404,0.5961404
0.27694476,0.27694476,0.27694476,0.27694476,4.1027513,4.537537,4.783502,6.320713,7.054931,8.177586,5.549447,3.375352,10.318553,16.378225,20.653225,23.755995,24.76201,24.37379,20.89036,15.953984,11.712021,7.8513136,2.980868,0.09099626,0.32590094,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694476,0.27694488
0.03722396,0.03722396,0.03722396,0.03722396,2.5147848,4.250381,8.60526,12.635701,12.731569,10.765161,6.8799033,2.6852024,3.9718382,6.9458838,8.81772,10.4807825,9.166537,7.6671414,4.6636815,0.82471424,-2.0745614,-3.3529527,-2.9794774,-0.9610627,-0.10752151,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.03722396,0.037223935
0.14844392,0.14844392,0.14844392,0.14844392,-2.8378985,-2.7640896,2.1094928,5.601219,5.0333652,1.2789475,-0.4570615,-2.4534738,-9.426516,-12.744755,-14.9406805,-15.757894,-18.236813,-19.87879,-19.853828,-18.942562,-17.278965,-13.921547,-7.3503346,-1.0585549,-0.10682366,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844392,0.14844394
-0.005861719,-0.005861719,-0.005861719,-0.005861719,-7.032498,-13.953564,-15.618937,-14.906615,-14.082488,-13.780239,-13.385426,-9.880651,-11.563237,-11.286823,-9.242848,-6.1772795,-4.4869776,-5.294194,-6.402568,-6.476209,-4.9596257,-3.1713653,-1.774435,-0.6100289,-0.052705158,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861719,-0.005861759
0.13249983,0.13249983,0.13249983,0.13249983,-5.2996783,-12.781576,-12.313905,-8.372352,-6.9016047,-7.0331535,-10.076621,-9.153403,-6.920522,-1.7525467,4.085131,10.47405,12.386313,10.336046,5.454457,0.646413,-1.2820255,-1.7683266,-2.3519905,-1.2776096,0.018770358,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249983,0.13249993
-0.15011679,-0.15011679,-0.15011679,-0.15011679,0.5718236,3.92378,-0.577748,-7.3295302,-8.534534,-6.7501397,-0.57239884,3.1362042,-0.6987521,-7.9907336,-14.405734,-20.809896,-21.014542,-18.13576,-11.417166,-3.7241554,1.0123698,3.1685119,3.9777327,1.785115,0.056980845,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011679,-0.15011674
-0.0406781,-0.0406781,-0.0406781,-0.0406781,-5.577023,-9.879444,-4.9167843,0.9734252,1.4206175,-2.0846925,-5.9392653,-7.583354,-11.902789,-11.1207285,-9.130729,-5.681132,-6.7602644,-9.599527,-12.971821,-15.658582,-15.82069,-13.465734,-8.25124,-2.0471861,-0.34337834,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.0406781,-0.040678024
-0.16996755,-0.16996755,-0.16996755,-0.16996755,-4.555304,-7.968621,-4.692648,-0.66844344,-0.32781535,-2.7457447,-5.274821,-6.083762,-9.376532,-9.020932,-7.664271,-5.20892,-5.8658195,-7.848407,-10.111566,-11.786637,-11.653575,-9.797824,-5.9800725,-1.5723939,-0.38117158,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996755,-0.16996753
