-544.30835,-544.30835,-544.30835,-544.30835,-449.12314,-327.45786,-217.98239,-166.7289,-157.74017,-209.82814,-308.3426,-406.50565,-417.6002,-321.45877,-280.74042,-267.28125,-285.67786,-327.32507,-369.74713,-342.98114,-313.8064,-305.8682,-320.64307,-314.11047,-306.91687,-332.05762,-364.43018,-401.9092,-397.58817,-374.1641,-339.30472,-331.47906,-341.93607,-368.76175,-358.5929,-330.63785,-298.2631,-330.62372,-366.74695,-359.8041,-375.7819,-417.84186,-478.46964,-520.11426,-539.7381,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835,-544.30835
-8.170531,-8.170531,-8.170531,-8.170531,56.309715,125.57739,134.3519,131.5491,125.081505,133.19876,128.12323,96.053085,66.83562,81.12233,96.27507,110.40984,112.351845,95.64293,72.584015,55.041443,23.123156,-19.971024,-32.640472,3.7560997,41.973347,70.58589,84.06438,74.697876,78.52443,84.79287,85.90239,76.81204,74.320724,70.01175,33.670116,0.8023985,40.497505,66.383354,67.18621,75.626595,75.54622,72.59187,57.863323,25.361748,-0.51467335,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170531,-8.170532,-8.170532,-8.170532,-8.170532,-8.170532,-8.170532
7.427974,7.427974,7.427974,7.427974,4.151864,0.37673116,-1.3408573,-1.9282801,-1.8439053,-1.4121376,0.045038253,2.3440757,3.4064512,1.6916997,0.6800417,0.05947028,0.24096537,1.3136599,2.5956864,2.7931159,3.409598,4.6563425,5.2483006,4.020912,2.7277222,2.161749,2.1656315,2.953165,2.7762394,2.2710412,1.7769446,1.9588878,2.1747906,2.6633632,3.668972,4.3312974,2.6599798,2.274638,2.7254193,2.3692694,2.5823116,3.2291324,4.489814,6.0576973,7.127686,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.427974,7.4279737,7.4279737,7.4279737,7.4279737,7.4279737,7.4279737
18.0645,18.0645,18.0645,18.0645,41.775578,66.47865,65.884415,62.661106,59.549046,65.07021,66.806915,57.025646,45.01347,47.296154,52.141827,57.63274,59.188576,53.716488,45.56895,37.03345,22.276232,3.596925,-1.2174411,14.034778,30.036732,43.225487,50.250965,47.742935,49.202614,50.946735,50.039665,45.85593,45.208164,44.433743,28.543812,13.430263,29.065224,41.377766,43.149857,46.471985,47.070213,47.47613,43.599346,31.396936,21.14622,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645,18.0645
-2.2283735,-2.2283735,-2.2283735,-2.2283735,-20.513397,-39.990234,-41.65418,-40.38634,-38.39399,-41.243004,-40.581028,-31.920725,-23.361778,-26.772211,-30.912449,-34.98398,-35.716267,-31.12305,-24.655691,-19.231316,-9.528542,3.3029761,6.9292645,-3.7949615,-15.052795,-23.742018,-28.010563,-25.556442,-26.652895,-28.309456,-28.340382,-25.581152,-24.93257,-23.885416,-13.034835,-3.0612707,-14.541774,-22.485056,-23.031338,-25.471935,-25.58458,-25.068743,-21.224165,-11.95342,-4.456873,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735,-2.2283735
5.3042374,5.3042374,5.3042374,5.3042374,2.904013,0.14320928,-1.0901777,-1.506206,-1.4395894,-1.1398485,-0.09582703,1.5753901,2.3620296,1.1251612,0.38872725,-0.067849144,0.059616055,0.84112257,1.7782216,1.9365042,2.4079227,3.3398724,3.7745843,2.8631232,1.9029285,1.4708232,1.4601326,2.0309896,1.9010224,1.534561,1.1811668,1.3199679,1.4763923,1.8290431,2.5823224,3.0873744,1.8561023,1.5555084,1.87611,1.61375,1.7657275,2.2298548,3.1434166,4.293758,5.08249,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374,5.3042374
-0.88405436,-0.88405436,-0.88405436,-0.88405436,1.6602571,4.41396,4.8620467,4.8099036,4.57426,4.826947,4.5306215,3.2115436,2.092464,2.7353985,3.352671,3.902596,3.9567869,3.2795537,2.3608313,1.7241949,0.5452461,-1.0796903,-1.5754666,-0.18910587,1.2669578,2.3248723,2.8015594,2.4070098,2.5565996,2.8188982,2.8977358,2.5614603,2.456002,2.2643795,0.8977256,-0.3184947,1.2201537,2.1671052,2.159415,2.4866405,2.4667337,2.3103771,1.6881725,0.4123841,-0.5890667,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436,-0.88405436
2.7941368,2.7941368,2.7941368,2.7941368,-7.7359614,-19.101128,-20.798807,-20.493015,-19.487648,-20.637527,-19.559004,-14.182322,-9.49876,-12.037735,-14.562619,-16.850616,-17.10944,-14.334174,-10.545491,-7.825101,-2.8218622,4.0194798,6.0777216,0.2633404,-5.8428116,-10.330647,-12.38842,-10.79393,-11.415192,-12.477741,-12.750053,-11.323802,-10.898356,-10.138539,-4.3787165,0.77907306,-5.6315064,-9.665291,-9.694075,-11.05732,-11.000696,-10.414831,-7.9028964,-2.6125228,1.562341,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368,2.7941368
-2.4509099,-2.4509099,-2.4509099,-2.4509099,-5.5590425,-8.794185,-8.701247,-8.270091,-7.859262,-8.592982,-8.834821,-7.560578,-5.980986,-6.2685113,-6.90084,-7.6217628,-7.829021,-7.114367,-6.0476646,-4.920594,-2.9742746,-0.514573,0.117123425,-1.8895471,-3.9948118,-5.734142,-6.663213,-6.3381376,-6.529684,-6.7561016,-6.632022,-6.080292,-5.9964375,-5.898113,-3.805258,-1.8122014,-3.8657746,-5.4907455,-5.728852,-6.1651883,-6.246078,-6.3051624,-5.80304,-4.202517,-2.8559215,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099,-2.4509099
-4.951415,-4.951415,-4.951415,-4.951415,-5.6872153,-6.29365,-5.478935,-4.921954,-4.672465,-5.3723555,-6.1771464,-6.292872,-5.6558256,-5.1075153,-5.106505,-5.3379993,-5.5616946,-5.5319777,-5.3482976,-4.6489816,-3.561654,-2.39171,-2.209909,-3.0725617,-3.9751995,-4.9403176,-5.5895348,-5.706828,-5.763078,-5.7002983,-5.3980856,-5.092995,-5.128821,-5.273616,-4.254062,-3.154177,-3.8556883,-4.819972,-5.1827435,-5.331347,-5.480743,-5.8043404,-6.004828,-5.573911,-5.102577,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415,-4.951415
0.8114376,0.8114376,0.8114376,0.8114376,-2.0875437,-5.217962,-5.692993,-5.613199,-5.337887,-5.6493735,-5.345235,-3.8609815,-2.5741172,-3.2790585,-3.9756246,-4.604933,-4.674502,-3.9091132,-2.865408,-2.1206481,-0.7492839,1.1284938,1.694825,0.097842894,-1.5793043,-2.8094826,-3.3718522,-2.9310067,-3.1019375,-3.3955853,-3.4731882,-3.0822194,-2.964555,-2.7537515,-1.1731073,0.240791,-1.5219898,-2.6269126,-2.631879,-3.006749,-2.9899025,-2.8256223,-2.130993,-0.6750326,0.47285256,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376,0.8114376
-2.5545378,-2.5545378,-2.5545378,-2.5545378,-10.392722,-18.683464,-19.106707,-18.396788,-17.487036,-18.900835,-18.890572,-15.330896,-11.565697,-12.802119,-14.521765,-16.289349,-16.66715,-14.749216,-12.002063,-9.518572,-5.1300697,0.5853819,2.151654,-2.5872812,-7.561046,-11.488288,-13.475132,-12.494203,-12.968205,-13.635737,-13.54917,-12.302543,-12.044888,-11.657501,-6.81446,-2.3093324,-7.309438,-10.92652,-11.272799,-12.335579,-12.431519,-12.323675,-10.792477,-6.799383,-3.5300477,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378,-2.5545378
