-544.5966,-544.5966,-544.5966,-544.5966,-451.08084,-336.7355,-238.5898,-178.49269,-161.5439,-212.78404,-313.07782,-411.77332,-424.77527,-337.98163,-292.8078,-272.80234,-279.71082,-306.73563,-333.2331,-379.69974,-428.04617,-363.62552,-273.45935,-237.64668,-245.8822,-277.2402,-347.48477,-331.37738,-270.22156,-272.9079,-273.66977,-262.71368,-209.48247,-189.77104,-247.64346,-342.436,-383.0839,-369.4068,-292.87222,-275.0597,-259.34662,-244.8357,-211.68637,-219.8716,-242.10797,-295.90405,-344.0315,-297.24628,-203.35553,-152.48363,-151.29721,-186.89323,-257.90985,-356.08002,-358.54926,-313.7895,-299.84177,-291.67276,-290.59558,-292.3406,-304.38635,-339.1222,-403.92294,-489.41556,-535.2937,-544.04553,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966,-544.5966
3.991182,3.991182,3.991182,3.991182,83.15199,160.94353,189.42581,193.78827,185.25383,184.9772,166.97934,115.10477,67.15787,68.00069,77.73137,83.10702,82.67131,73.5434,69.914894,84.052216,89.031944,127.04696,146.50412,133.53635,121.13355,120.7873,108.79243,73.05408,65.61506,75.3295,146.27644,178.12144,152.42189,131.59767,140.89116,143.9951,121.281494,73.343155,52.966515,61.26781,125.905464,162.88033,160.13148,155.50375,171.6256,164.9917,135.09744,119.85209,163.19064,178.84755,174.39691,153.33951,133.00627,102.4976,23.890823,-12.434922,-21.99606,-4.7181835,27.378643,58.82699,73.072815,61.238556,42.801983,26.730612,11.726121,4.4595637,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182,3.991182
7.4507875,7.4507875,7.4507875,7.4507875,-18.004198,-43.375793,-53.560112,-55.836525,-53.521984,-52.623497,-45.57946,-28.303759,-13.579813,-15.215041,-18.879541,-20.825254,-20.583487,-17.390068,-15.870121,-19.411741,-20.150768,-32.68514,-40.009983,-36.653072,-32.766846,-32.16341,-27.414732,-16.850098,-15.57013,-18.468723,-39.937702,-49.753838,-42.818996,-36.82732,-38.72099,-38.153564,-30.630098,-16.332949,-11.380292,-14.176955,-33.997585,-45.423443,-45.11824,-43.58692,-48.11468,-45.250717,-35.434193,-31.562147,-46.17695,-51.72637,-50.397686,-43.456005,-36.170387,-25.372137,-1.5325644,8.754339,11.427458,6.0662284,-3.6690764,-13.163159,-17.284937,-13.1494875,-6.5369725,-0.31157762,4.960908,7.300211,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875,7.4507875
21.331867,21.331867,21.331867,21.331867,9.481005,-3.0609934,-9.899848,-12.746367,-12.547823,-10.47387,-4.62439,4.635181,10.070967,6.5196033,3.7183564,2.3684616,2.6889377,4.7038336,6.133741,6.5390472,7.9584637,1.4884295,-4.106384,-4.2062974,-2.6056755,-1.3183078,2.7159815,5.737749,4.0591493,3.1702232,-4.0746374,-7.7775745,-7.26728,-5.918765,-4.5614123,-1.0954405,2.856459,7.2263,6.2604475,4.6980863,-2.557491,-6.928387,-7.9698796,-7.16856,-7.9340687,-5.10617,-0.11933347,-0.42373237,-8.616163,-12.252589,-11.843561,-8.263175,-3.3430028,3.704623,11.863953,13.802108,14.225742,12.127858,8.793477,5.6382623,4.658304,7.25856,11.736091,16.797132,20.1673,21.261837,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867,21.331867
-0.11349077,-0.11349077,-0.11349077,-0.11349077,-16.484543,-32.60151,-38.57545,-39.54885,-37.818897,-37.695705,-33.87118,-23.094639,-13.235416,-13.520914,-15.576941,-16.706362,-16.60797,-14.6992,-13.92001,-16.761848,-17.72141,-25.608492,-29.719448,-27.103882,-24.547205,-24.435488,-21.882183,-14.566815,-13.1190195,-15.109684,-29.672438,-36.223667,-31.017141,-26.767963,-28.600695,-29.11501,-24.39976,-14.57687,-10.493215,-12.22036,-25.509317,-33.118195,-32.59688,-31.636309,-34.916927,-33.485424,-27.286463,-24.217583,-33.235653,-36.51558,-35.603504,-31.234783,-26.968807,-20.578863,-4.43954,2.959273,4.9038734,1.3465451,-5.2435765,-11.69692,-14.605644,-12.13133,-8.262751,-4.8528757,-1.713349,-0.21035261,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077,-0.11349077
3.133478,3.133478,3.133478,3.133478,3.5003161,3.7335184,3.499756,3.2084036,3.0155704,3.303003,3.667767,3.6395395,3.1698818,2.687253,2.5413642,2.4888422,2.5230803,2.5728822,2.682019,3.1057377,3.4363317,3.5018497,3.2110548,2.8610065,2.7671452,2.941043,3.2034397,2.7070727,2.275969,2.4012976,3.2096674,3.508442,2.9153275,2.5675466,3.001048,3.5737658,3.5468519,2.9260023,2.2610667,2.2541368,2.8975785,3.2343318,3.015199,3.0091684,3.3179748,3.5478537,3.481975,3.0438929,3.002627,2.891589,2.8344216,2.7976303,2.9699054,3.1808407,2.3039834,1.6384807,1.4510294,1.6005177,1.9581664,2.3244696,2.5542269,2.6170845,2.7756066,3.078271,3.168385,3.1356611,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478,3.133478
-2.1907945,-2.1907945,-2.1907945,-2.1907945,-5.258797,-8.190527,-9.055329,-9.020747,-8.589787,-8.767784,-8.3631935,-6.491393,-4.4713783,-4.1860194,-4.4383125,-4.59604,-4.602853,-4.3092885,-4.250988,-5.0330434,-5.4270496,-6.8280573,-7.333135,-6.6410193,-6.136546,-6.2378435,-5.9808125,-4.3795195,-3.831951,-4.2609444,-7.324094,-8.65713,-7.3512597,-6.3799353,-6.995327,-7.4805803,-6.6514874,-4.5329514,-3.3703089,-3.6623638,-6.392292,-7.9334307,-7.6919856,-7.5227056,-8.30055,-8.2137985,-7.1026897,-6.2716584,-7.793064,-8.279866,-8.083488,-7.307111,-6.693263,-5.741142,-2.3595595,-0.62672496,-0.16260193,-0.8776103,-2.2581272,-3.6211324,-4.2802815,-3.8985596,-3.3434849,-2.9671316,-2.4899616,-2.2089555,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945,-2.1907945
-0.43918982,-0.43918982,-0.43918982,-0.43918982,-6.397829,-12.247728,-14.37537,-14.689865,-14.0406275,-14.032666,-12.697885,-8.802603,-5.1824913,-5.2242594,-5.9482055,-6.349395,-6.3182135,-5.6352353,-5.367718,-6.447828,-6.8363643,-9.692924,-11.140544,-10.151509,-9.216298,-9.198052,-8.309333,-5.6044807,-5.026858,-5.7616663,-11.123391,-13.527183,-11.571594,-9.992908,-10.709846,-10.96836,-9.262137,-5.6359334,-4.0767164,-4.699554,-9.5803175,-12.370879,-12.154773,-11.807117,-13.031079,-12.543338,-10.296357,-9.132432,-12.383852,-13.554209,-13.21757,-11.635234,-10.1165695,-7.8357973,-1.896028,0.8604522,1.5865204,0.2828776,-2.14244,-4.519464,-5.5990787,-4.7135262,-3.3366253,-2.143692,-1.0213771,-0.47444665,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982,-0.43918982
-3.0082004,-3.0082004,-3.0082004,-3.0082004,0.7966876,4.6665273,6.411276,6.941035,6.688294,6.3784003,5.052922,2.3415978,0.29124016,0.83157027,1.4954748,1.8334043,1.775215,1.2418631,0.9380666,1.2495952,1.1730331,3.1139045,4.4404826,4.115054,3.5562894,3.3593519,2.4561503,1.0781591,1.1280614,1.512485,4.4298806,5.8051896,5.056896,4.3141146,4.3597136,3.9353263,2.7631078,0.86852247,0.47519946,0.9208421,3.674375,5.2816577,5.361564,5.1232953,5.657708,5.0711102,3.5595963,3.2042906,5.5360827,6.477243,6.3008623,5.2262816,3.9751801,2.146836,-1.1048394,-2.340106,-2.6526124,-1.8934628,-0.56533235,0.71965015,1.2361684,0.54643863,-0.59034085,-1.750255,-2.6354551,-2.9857006,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004,-3.0082004
-4.744932,-4.744932,-4.744932,-4.744932,-2.6716406,-0.43604264,0.879343,1.4786556,1.4937664,1.0370451,-0.13205153,-1.8209933,-2.6915028,-1.911982,-1.3598032,-1.0984608,-1.1663179,-1.5487714,-1.8398895,-2.027281,-2.3756065,-1.2077024,-0.10501413,0.0067551583,-0.26143926,-0.54373354,-1.3529304,-1.7740278,-1.35138,-1.2219797,-0.11046006,0.48819456,0.5530647,0.3988569,0.03442554,-0.75350434,-1.4703597,-2.105205,-1.7507087,-1.4626125,-0.3050933,0.40579998,0.6551244,0.50992215,0.5677216,-0.011765795,-0.9078319,-0.73509294,0.7768891,1.472779,1.4131032,0.7669515,-0.18048833,-1.5280288,-2.7888052,-2.9662108,-2.9937763,-2.6493294,-2.1339188,-1.6536446,-1.5354488,-2.0286338,-2.8913038,-3.8993673,-4.540888,-4.7326846,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932,-4.744932
