-589.6702,-589.6702,-589.6702,-560.9285,-412.04788,-319.28812,-278.8783,-239.42406,-231.56586,-226.72794,-230.56252,-258.0037,-311.19995,-372.4848,-323.46835,-219.54237,-161.2871,-134.90295,-133.3216,-189.8528,-298.57156,-414.85797,-415.65872,-349.8377,-272.31985,-202.17715,-167.54637,-182.4463,-198.98183,-236.53848,-273.651,-332.89743,-315.2597,-292.5908,-315.03967,-323.07077,-335.0377,-350.93954,-291.20557,-262.32373,-282.58722,-250.0805,-198.16106,-193.04716,-195.42474,-244.41772,-289.07584,-230.39117,-210.10178,-226.99805,-267.29153,-346.3135,-410.80942,-326.68518,-257.4223,-241.75203,-255.6076,-292.53064,-348.63107,-334.3766,-327.64236,-322.3946,-277.46555,-240.1786,-220.55296,-229.00082,-273.06085,-386.044,-509.0217,-565.1414,-589.6702,-587.623,-589.4177,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702,-589.6702
-2.8204143,-2.8204143,-2.8204143,-9.086312,-21.15778,-27.095564,-15.089611,27.44897,77.107666,110.41714,131.67122,158.26434,169.19368,141.11588,181.1713,221.0973,232.37029,221.06184,190.35315,187.16107,151.35654,107.685524,53.605278,12.449609,63.53139,137.01,157.74568,147.38602,147.46773,175.20245,128.02095,24.506336,-7.597639,31.716452,58.357086,69.12764,73.10672,66.16441,49.091408,22.568615,-1.6579583,31.825357,114.63386,186.49582,202.51314,186.57018,160.75627,170.0939,177.81067,156.22714,126.327835,87.48112,57.703106,93.63789,125.9369,134.95306,135.98471,145.22234,118.52146,69.91648,51.15864,61.33641,126.43168,169.44424,174.25629,168.58601,151.53127,116.79664,61.816505,18.69593,-2.8204143,-1.174352,-2.6116586,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143,-2.8204143
0.48768184,0.48768184,0.48768184,2.252923,5.7013397,7.4075117,4.073798,-7.790783,-21.660713,-30.964443,-36.904484,-44.348198,-47.428787,-39.61546,-50.78141,-61.883247,-65.00309,-61.830235,-53.249855,-52.386826,-42.438915,-30.297077,-15.188233,-3.6564047,-17.88845,-38.381603,-44.157227,-41.27047,-41.30172,-49.069534,-35.906593,-7.016256,1.9621202,-9.010133,-16.464579,-19.477808,-20.5956,-18.664118,-13.863743,-6.4389424,0.31929743,-9.018909,-32.127987,-52.202587,-56.678814,-52.249527,-45.060234,-47.639145,-49.784767,-43.763245,-35.43032,-24.617346,-16.330639,-26.327465,-35.316074,-37.827084,-38.122368,-40.722027,-33.290756,-19.703959,-14.459855,-17.300707,-35.464516,-47.462624,-48.797047,-47.217155,-42.47474,-32.82792,-17.52988,-5.5111866,0.48768184,0.028838132,0.4294891,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184,0.48768184
23.32053,23.32053,23.32053,22.083876,15.996323,12.228199,10.814461,9.915222,10.3790655,10.707357,11.191089,12.693532,14.971948,16.961927,15.6450405,12.150447,10.018172,8.796217,8.254172,10.4442835,14.193121,18.119007,17.306505,14.055999,11.781927,10.149714,9.101236,9.529896,10.186359,12.107431,12.841404,13.572988,12.372958,12.0884695,13.393845,13.8801985,14.416482,14.938187,12.30482,10.746391,11.171098,10.405781,9.641276,10.560469,10.904718,12.59709,13.963609,11.784107,11.100643,11.433191,12.562992,15.08766,17.17833,14.406036,12.16584,11.685684,12.25079,13.858001,15.664052,14.340484,13.78083,13.731779,12.967738,12.161774,11.459265,11.705478,13.185035,17.119545,21.134016,22.68451,23.32053,23.265108,23.313782,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053,23.32053
-8.116841,-8.116841,-8.116841,-6.1926208,-1.0916257,1.7085747,-0.5550588,-10.121571,-21.858765,-29.73816,-34.869015,-41.626286,-45.028282,-39.23922,-48.070415,-56.052197,-57.874836,-54.782024,-47.427788,-47.508488,-40.58202,-31.890501,-18.992605,-8.186897,-19.2254,-35.72033,-40.15404,-37.90313,-38.16913,-45.34971,-34.63995,-10.812509,-2.8858452,-11.932835,-18.627028,-21.317852,-22.446112,-21.025917,-16.05987,-9.297912,-3.8167007,-11.325139,-30.318916,-47.397297,-51.256336,-48.18082,-42.684338,-44.038574,-45.578243,-40.677776,-34.140976,-26.0456,-19.898537,-27.222727,-33.90053,-35.819244,-36.272057,-39.027634,-33.489983,-21.674696,-17.09651,-19.44788,-34.317425,-44.029392,-44.88555,-43.657894,-40.243443,-33.63595,-22.344505,-12.887494,-8.116841,-8.479265,-8.162909,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841,-8.116841
6.4124637,6.4124637,6.4124637,6.3960176,5.3681407,4.6545067,3.6688116,1.281379,-1.0987009,-2.690569,-3.6325674,-4.5699673,-4.508646,-2.5573497,-4.931824,-7.8852935,-9.027209,-8.785357,-7.382145,-6.63228,-3.8183413,-0.5600118,1.9493477,3.1512823,-0.036722776,-4.181851,-5.509668,-4.871871,-4.6994886,-5.581914,-3.004727,2.4132712,3.7099493,1.6504487,0.657667,0.24516433,0.18864955,0.6790917,0.8322229,1.7510221,3.087206,1.1925303,-3.1898987,-6.567486,-7.282844,-6.0236487,-4.354175,-5.4111695,-5.984168,-4.8060794,-2.9941819,-0.3559376,1.7081903,-0.84975505,-3.0812457,-3.6651223,-3.565219,-3.5990343,-1.7666436,0.329132,1.1248066,0.5982496,-2.890596,-5.2768574,-5.7084618,-5.3562527,-4.0981984,-1.2883048,2.5642767,5.156168,6.4124637,6.314534,6.4001203,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637,6.4124637
-3.810245,-3.810245,-3.810245,-2.8581731,-0.3662286,0.99688286,-0.15573722,-4.9692063,-10.857056,-14.8094845,-17.380133,-20.755808,-22.438011,-19.508759,-23.95778,-28.005081,-28.944452,-27.405476,-23.719152,-23.734772,-20.214443,-15.805889,-9.339228,-3.9507496,-9.518922,-17.81941,-20.05745,-18.922419,-19.04851,-22.631964,-17.24636,-5.274533,-1.308282,-5.853915,-9.200159,-10.545664,-11.106054,-10.387057,-7.923597,-4.546206,-1.7893189,-5.5679283,-15.113197,-23.677624,-25.611294,-24.047869,-21.272606,-21.977333,-22.758154,-20.293901,-16.998995,-12.905689,-9.795543,-13.504461,-16.882788,-17.85161,-18.07254,-19.43781,-16.636883,-10.719599,-8.427301,-9.608458,-17.082989,-21.968428,-22.406282,-21.78709,-20.055908,-16.693623,-10.978665,-6.2127714,-3.810245,-3.9928439,-3.8334513,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245,-3.810245
3.7287617,3.7287617,3.7287617,4.025734,4.0399985,3.930516,2.7918642,-0.62372303,-4.3831153,-6.9022126,-8.468302,-10.292708,-10.792428,-8.327698,-11.614689,-15.219591,-16.409908,-15.721889,-13.435524,-12.859624,-9.534253,-5.5756335,-1.5277864,1.1563526,-3.1250122,-9.036777,-10.793591,-9.930205,-9.837665,-11.68707,-7.938346,0.15392132,2.4488075,-0.6255756,-2.4833164,-3.2406163,-3.466701,-2.852822,-1.9328009,-0.12224801,1.8098334,-0.887329,-7.3878837,-12.790832,-13.974112,-12.48992,-10.293633,-11.3418255,-12.03978,-10.325382,-7.8497066,-4.4740686,-1.8630729,-5.051453,-7.8793592,-8.646899,-8.641366,-9.111696,-6.7808356,-3.2321417,-1.8699707,-2.662174,-7.7967734,-11.234866,-11.711701,-11.23739,-9.69951,-6.4286857,-1.5846697,1.9738519,3.7287617,3.5934875,3.711649,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617,3.7287617
-1.2944208,-1.2944208,-1.2944208,-1.5342432,-1.8121598,-1.9104152,-1.2629045,0.8270865,3.1916888,4.776936,5.7748213,6.9787946,7.391074,5.9421754,7.933526,10.026867,10.674839,10.191835,8.742258,8.479951,6.572143,4.2773075,1.7174361,-0.099859156,2.4692156,6.083263,7.13236,6.612954,6.584263,7.8223233,5.5173073,0.5038442,-0.9801241,0.924282,2.1403317,2.6340258,2.7986965,2.4389782,1.7489407,0.5511316,-0.63481575,1.0131322,5.0326557,8.442191,9.195218,8.344565,7.0354986,7.592764,7.9977574,6.943471,5.449734,3.4564838,1.9208338,3.7863798,5.4506726,5.90804,5.9295626,6.293855,4.920301,2.6490827,1.7749921,2.2667892,5.434615,7.5427613,7.8090386,7.52417,6.630636,4.7650447,1.9220506,-0.22828448,-1.2944208,-1.2125224,-1.2840488,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208,-1.2944208
-6.725378,-6.725378,-6.725378,-6.1679764,-4.011592,-2.7248302,-2.6874857,-3.7559483,-5.445483,-6.583783,-7.3902383,-8.661414,-9.669127,-9.371883,-10.240613,-10.469024,-10.198805,-9.487898,-8.368533,-8.908533,-8.883382,-8.663788,-6.734016,-4.4963856,-5.430508,-7.2530475,-7.5956097,-7.396659,-7.591017,-9.020229,-7.758186,-4.732564,-3.37729,-4.5244594,-5.739544,-6.2186956,-6.4999037,-6.4350805,-5.1314006,-3.8460686,-3.2120142,-4.0362306,-6.40426,-8.92166,-9.523485,-9.519034,-9.110478,-8.765897,-8.8076935,-8.2294235,-7.623857,-7.1458344,-6.824804,-7.1393514,-7.495586,-7.6374474,-7.834841,-8.593506,-8.285613,-6.3778644,-5.627343,-5.9315133,-7.7453628,-8.85591,-8.801244,-8.695735,-8.594314,-8.656892,-8.109275,-7.2128787,-6.725378,-6.7606964,-6.729939,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378,-6.725378
