-592.9524,-592.9524,-592.9524,-592.7288,-375.44144,-220.15558,-148.0848,-107.58127,-116.56277,-184.81361,-254.59679,-335.7715,-304.24655,-277.9653,-235.71495,-213.26794,-209.2629,-214.82837,-228.7436,-265.87573,-321.24915,-332.9649,-303.979,-254.85478,-214.11887,-194.73459,-201.52075,-205.31538,-244.23026,-215.10115,-216.25587,-220.17732,-249.84215,-282.76938,-318.0902,-364.17386,-413.01242,-418.76898,-415.35638,-422.01447,-437.84583,-418.2244,-415.81235,-423.8464,-431.7645,-467.04935,-530.2312,-582.96765,-592.9353,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524,-592.9524
4.1609063,4.1609063,4.1609063,4.346291,119.43316,163.02338,173.04106,150.33463,143.19505,150.75635,139.2782,117.92651,104.54458,105.39348,134.39783,157.04483,169.41385,165.0443,156.91753,150.67152,127.48942,86.30157,79.14877,123.26497,183.98195,194.66962,181.86362,97.84691,36.73398,84.93372,136.06375,138.50842,122.761696,118.16402,136.39761,132.59166,116.35587,126.87649,127.581604,121.00522,113.50574,122.87815,126.37491,129.81982,125.68985,110.82282,62.686543,13.268644,4.1812735,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063,4.1609063
14.264576,14.264576,14.264576,14.1895275,-34.495625,-54.882267,-60.53785,-53.156105,-50.255833,-51.25333,-45.114487,-34.992214,-30.845976,-31.86331,-43.79932,-52.837933,-57.554344,-55.777496,-52.377724,-49.059624,-38.943382,-23.28134,-21.388807,-39.139923,-62.85395,-67.353966,-62.400528,-30.988636,-7.1756153,-25.915245,-44.939182,-45.745647,-39.086063,-36.4944,-42.347473,-39.69996,-32.34671,-36.113914,-36.46771,-33.83929,-30.62219,-34.63837,-36.005844,-37.075382,-35.32507,-28.843426,-9.219192,10.604064,14.256533,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576,14.264576
4.3556495,4.3556495,4.3556495,4.361898,7.687578,8.432693,8.347443,7.103545,6.865522,7.6657963,7.673278,7.3443336,6.5572886,6.407848,7.334184,8.131803,8.625626,8.480435,8.235525,8.233665,7.645578,5.9897594,5.483526,6.999229,9.274732,9.589174,9.096513,5.5771837,3.2721314,5.101144,7.267321,7.398147,6.9426503,6.9807186,7.9992957,8.163527,7.822553,8.307177,8.31288,8.082248,7.8773217,8.13458,8.265163,8.467198,8.348704,7.9699554,6.383677,4.669671,4.356389,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495,4.3556495
-2.3187418,-2.3187418,-2.3187418,-2.3614082,-28.670746,-38.46952,-40.63861,-35.258053,-33.615677,-35.532066,-33.017628,-28.22955,-25.041119,-25.179008,-31.838,-37.06143,-39.93308,-38.928074,-37.067005,-35.696823,-30.42371,-20.85766,-19.125786,-29.288706,-43.337067,-45.78212,-42.81503,-23.256039,-9.111313,-20.27081,-32.181705,-32.76,-29.160084,-28.164225,-32.491257,-31.709736,-28.039558,-30.502932,-30.659386,-29.142889,-27.432283,-29.570473,-30.379381,-31.199993,-30.256142,-26.8739,-15.806694,-4.417223,-2.3234463,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418,-2.3187418
-2.6280599,-2.6280599,-2.6280599,-2.6363966,-7.4913254,-9.032241,-9.237845,-7.9396396,-7.6200953,-8.275948,-7.9881387,-7.254221,-6.457884,-6.392956,-7.66757,-8.705844,-9.306609,-9.111322,-8.762665,-8.602614,-7.672052,-5.664934,-5.1897454,-7.1902604,-10.053263,-10.507363,-9.896149,-5.7198815,-2.829691,-5.1155634,-7.671254,-7.809231,-7.1446896,-7.049713,-8.103604,-8.101834,-7.4911604,-8.039553,-8.060802,-7.7598724,-7.450333,-7.8378453,-8.00246,-8.207128,-8.033398,-7.4356875,-5.291987,-3.0417044,-2.6290064,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599,-2.6280599
-1.2658753,-1.2658753,-1.2658753,-1.2953047,-19.485933,-26.30192,-27.831503,-24.158125,-23.02509,-24.303772,-22.53824,-19.204756,-17.032118,-17.141314,-21.738403,-25.33855,-27.313185,-26.619818,-25.333853,-24.372261,-20.719845,-14.142833,-12.969249,-19.976843,-29.648577,-31.338675,-29.296953,-15.860536,-6.123616,-13.804703,-21.985209,-22.380255,-19.89126,-19.189096,-22.141703,-21.579512,-19.03169,-20.720514,-20.829857,-19.784565,-18.600891,-20.080343,-20.637283,-21.1965,-20.543842,-18.201263,-10.564802,-2.7127438,-1.2691159,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753,-1.2658753
-0.9957341,-0.9957341,-0.9957341,-1.0014732,-4.450603,-5.65118,-5.874342,-5.072962,-4.852469,-5.1987243,-4.924478,-4.343813,-3.860426,-3.8500893,-4.737481,-5.4456534,-5.844401,-5.7095547,-5.4639263,-5.3134713,-4.635533,-3.3053868,-3.0294178,-4.4011073,-6.3279195,-6.6493783,-6.240371,-3.4979384,-1.5555353,-3.089774,-4.7637577,-4.849401,-4.3773794,-4.27474,-4.922313,-4.8646426,-4.404423,-4.756867,-4.7749815,-4.5695405,-4.3472066,-4.6253037,-4.736175,-4.860495,-4.736896,-4.301795,-2.8190007,-1.2791452,-0.99637544,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341,-0.9957341
0.8049278,0.8049278,0.8049278,0.81993616,10.075769,13.524371,14.288432,12.397011,11.819292,12.492005,11.606539,9.921319,8.800627,8.849583,11.192042,13.029322,14.039242,13.68572,13.031009,12.548511,10.693179,7.328956,6.720435,10.295215,15.236208,16.096384,15.052851,8.174631,3.1997826,7.124667,11.313255,11.51655,10.250072,9.899284,11.420311,11.144666,9.853141,10.719313,10.774392,10.240981,9.639146,10.391413,10.675918,10.964354,10.632297,9.442267,5.549236,1.5430602,0.80658275,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278,0.8049278
-0.31248313,-0.31248313,-0.31248313,-0.326914,-9.287065,-12.682198,-13.463143,-11.696913,-11.141144,-11.728258,-10.833702,-9.170575,-8.129801,-8.196363,-10.454273,-12.217081,-13.1797085,-12.839566,-12.206879,-11.720109,-9.915032,-6.709591,-6.1535172,-9.587556,-14.313298,-15.145377,-14.148691,-7.61048,-2.8539588,-6.6053953,-10.584288,-10.774456,-9.548487,-9.190069,-10.608324,-10.311268,-9.046874,-9.865474,-9.92041,-9.408513,-8.824604,-9.554336,-9.826497,-10.094425,-9.772882,-8.615264,-4.868117,-1.0214335,-0.31406838,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313,-0.31248313
