-713.078,-713.078,-705.00635,-508.27084,-380.87598,-318.83823,-292.01276,-229.00644,-209.80295,-192.86455,-194.04344,-242.03682,-327.00653,-426.8251,-373.0161,-310.05496,-272.76288,-261.33353,-245.20451,-266.07083,-340.9437,-424.5637,-520.0806,-609.8065,-660.5866,-698.00275,-711.97437,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078,-713.078
-0.1286659,-0.1286659,-1.2979423,-28.309296,-44.396614,-64.4874,-57.916595,47.71669,125.02862,175.1825,167.33307,152.90764,149.21138,152.6473,124.47956,129.56496,116.63866,110.54962,115.292145,127.640976,145.47643,139.95543,111.58007,88.10596,56.092033,19.024076,1.9770001,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.1286659,-0.12866402,-0.12866402
-0.6460212,-0.6460212,-9.167952,-84.09932,-90.626656,-80.66602,-84.83889,-69.60362,-75.19014,-91.999504,-84.165955,-59.079967,-42.469444,-2.371437,-13.921778,-30.475374,-40.888245,-65.49048,-67.0575,-63.891697,-56.485474,-21.880003,8.842853,31.62299,26.659777,10.51756,1.2610873,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.6460212,-0.64601994,-0.64601994
0.034530267,0.034530267,4.221664,62.289078,73.49515,64.669014,69.50935,90.532845,68.40584,64.13421,79.509544,92.76612,86.14297,53.97697,87.1996,90.62763,82.70185,66.94508,36.9906,27.919647,31.652107,38.59439,47.887745,36.85655,25.705927,10.164784,1.4075589,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034530267,0.034531593,0.034531593
0.95069,0.95069,-0.91256815,-23.609716,-23.545572,-18.874031,-22.767618,-18.83556,-23.213781,-29.832922,-26.741467,-22.958677,-17.08072,-15.538332,-29.938076,-37.813084,-43.311733,-53.727497,-49.300854,-38.700733,-26.486074,-2.9469788,17.170137,24.192322,21.29298,11.116749,2.1157815,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069,0.95069027,0.95069027
-0.2687829,-0.2687829,-2.4194174,-0.5798915,3.1725254,6.151904,8.475383,9.583239,-9.715679,-32.15191,-29.111889,-18.330893,-13.040109,-6.7281747,-0.20895718,-5.871061,-7.0761642,-11.24228,-14.092482,-12.367671,-9.305214,-0.0982822,14.326329,17.634521,12.9171095,5.7601705,0.6767548,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.2687829,-0.26878297,-0.26878297
0.3624128,0.3624128,-2.3173358,-39.078083,-42.993114,-38.600384,-43.44742,-46.700207,-48.553722,-44.435577,-35.722034,-20.636665,-15.916459,0.7737214,4.55051,-0.14287843,-5.9614387,-22.881794,-33.45259,-42.507378,-46.811676,-32.9988,-22.511488,-7.6927176,-2.3781123,-1.6643411,0.470833,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.3624128,0.36241245,0.36241245
0.31849977,0.31849977,1.5142453,14.824386,17.415476,17.606089,17.781948,7.4089446,-0.35007846,-3.0954714,-2.0902123,-2.0239236,-3.8551848,-9.363802,-2.5203357,-0.86386156,1.0075638,3.0786903,0.2864314,-2.7622309,-5.871413,-9.345468,-10.054828,-10.629877,-7.461798,-2.6890514,-0.05170797,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.31849977,0.3184998,0.3184998
0.5147302,0.5147302,-1.3632582,5.397009,5.7270894,5.878159,11.582154,17.268408,15.38772,-3.1590674,-13.178148,-18.716763,-15.301031,-6.496837,-13.518557,-15.33643,-9.70785,5.1338415,19.616182,29.20677,32.475178,23.64207,20.375074,14.192051,7.185989,3.7200024,0.8541545,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302,0.5147302
-0.05563963,-0.05563963,-2.3374093,-16.474264,-17.956984,-15.018652,-14.501726,-15.54746,-17.628735,-26.877079,-29.44171,-27.175997,-22.886496,-10.566659,-15.359205,-18.830877,-17.71214,-15.8783655,-10.16445,-7.3259706,-6.810342,-4.946907,-1.4023237,2.2504253,1.5119786,0.7421233,0.13123713,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.05563963,-0.055639505,-0.055639505
