-619.6074,-619.6074,-619.6074,-619.53156,-609.4356,-495.94507,-410.2056,-360.2353,-300.28983,-291.38254,-267.895,-210.46231,-158.68996,-159.23865,-208.09099,-280.41913,-372.18576,-423.52863,-413.47256,-297.8437,-252.96725,-242.89215,-271.73523,-336.0114,-404.1808,-468.532,-535.4612,-581.58905,-606.868,-616.8192,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074,-619.6074
0.84027785,0.84027785,0.84027785,0.9195894,6.4053683,48.11887,59.07951,61.37741,53.366802,50.029427,126.451515,187.62253,213.39561,218.82655,215.07275,186.48325,148.29857,102.49077,66.07634,158.11995,188.18076,183.26854,174.17558,164.45067,140.2285,107.65636,78.117424,40.290127,16.029827,4.4611115,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.84027785,0.8402786,0.8402786,0.8402786,0.8402786,0.8402786,0.8402786
7.171231,7.171231,7.171231,7.1505346,5.661249,-6.1006145,-9.857281,-11.026,-9.740974,-9.014213,-28.365738,-44.3156,-51.36421,-52.713005,-51.19427,-43.197945,-32.57551,-20.532196,-11.564479,-35.91209,-43.948586,-42.842716,-40.229916,-37.037308,-30.180424,-21.285217,-13.116264,-3.126676,3.2288039,6.2344093,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.171231,7.1712303,7.1712303,7.1712303,7.1712303,7.1712303,7.1712303
11.504687,11.504687,11.504687,11.497649,10.920405,5.845717,3.4686348,2.3731306,1.8220853,1.8923835,-3.9625404,-9.370063,-12.163049,-12.537736,-11.359907,-7.983653,-3.5645275,0.64043987,3.0336952,-5.648142,-8.616324,-8.456202,-7.2734,-5.3844886,-2.3953972,1.1142546,4.4570355,7.9990377,10.190333,11.196015,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687,11.504687
2.4608886,2.4608886,2.4608886,2.439038,0.90669405,-10.90451,-14.25069,-15.091066,-13.177581,-12.310661,-33.149235,-49.996838,-57.214874,-58.686146,-57.45557,-49.384113,-38.624706,-25.97224,-16.13506,-41.612293,-49.963852,-48.674675,-46.08219,-43.16446,-36.296097,-27.178589,-18.872938,-8.408564,-1.7159834,1.4662981,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608886,2.4608889,2.4608889,2.4608889,2.4608889,2.4608889,2.4608889
2.3884408,2.3884408,2.3884408,2.3964016,2.9289885,6.8423705,7.662977,7.716194,6.6611037,6.2812037,14.135757,20.279352,22.765417,23.331839,23.123173,20.420767,16.793423,12.223754,8.402221,17.537964,20.49522,19.947325,19.109505,18.337603,16.073605,12.927697,10.106575,6.3468747,3.9196265,2.754363,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408,2.3884408
2.53414,2.53414,2.53414,2.532899,2.427127,1.4720738,0.9915321,0.7594211,0.60721904,0.60977733,-0.38269144,-1.3357171,-1.8504689,-1.9118928,-1.6673017,-1.0351297,-0.21064559,0.5372458,0.92290926,-0.6310336,-1.167745,-1.1515166,-0.9264794,-0.54855067,0.015339912,0.6614559,1.2825925,1.9155023,2.30374,2.4802384,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414,2.53414
-0.89526457,-0.89526457,-0.89526457,-0.90224457,-1.3786173,-4.9523115,-5.817309,-5.9563007,-5.1618032,-4.852071,-11.643491,-17.028446,-19.260778,-19.746347,-19.475903,-17.01935,-13.73193,-9.710447,-6.44627,-14.510308,-17.134552,-16.68268,-15.909099,-15.126005,-13.053837,-10.231177,-7.682718,-4.366785,-2.2344327,-1.2148198,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.89526457,-0.8952646,-0.8952646,-0.8952646,-0.8952646,-0.8952646,-0.8952646
-0.1885301,-0.1885301,-0.1885301,-0.18797366,-0.14796665,0.1677519,0.26823398,0.29932672,0.26431233,0.24468954,0.7653097,1.1941396,1.3834592,1.4197621,1.3792417,1.164565,0.8793543,0.5556139,0.31420174,0.9686132,1.1845685,1.1547348,1.0846267,0.99917,0.81512815,0.5762033,0.35684204,0.08833391,-0.08252304,-0.1633384,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301,-0.1885301
-0.90184206,-0.90184206,-0.90184206,-0.9022246,-0.9216622,-1.0163258,-0.96028024,-0.90223074,-0.7657665,-0.7321635,-1.172488,-1.4690349,-1.5540762,-1.5885773,-1.635973,-1.5631977,-1.4589994,-1.2489914,-1.0084336,-1.4123762,-1.534008,-1.4889408,-1.474244,-1.5068997,-1.4552122,-1.3461754,-1.2596948,-1.0916712,-0.9776808,-0.9202799,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.90184206,-0.9018421,-0.9018421,-0.9018421,-0.9018421,-0.9018421,-0.9018421
0.3123976,0.3123976,0.3123976,0.3115779,0.2523701,-0.21684676,-0.36907786,-0.4175516,-0.3697468,-0.34151518,-1.1057026,-1.7373796,-2.0177937,-2.070953,-2.008731,-1.6899636,-1.266715,-0.7893715,-0.4362395,-1.4018366,-1.7208751,-1.6777506,-1.5733442,-1.4443811,-1.170743,-0.81691283,-0.49159685,-0.09548453,0.15633175,0.2753238,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976,0.3123976
0.25319904,0.25319904,0.25319904,0.24929744,-0.022874119,-2.109882,-2.6848114,-2.820535,-2.458554,-2.300118,-6.036105,-9.044865,-10.325632,-10.590077,-10.383924,-8.956124,-7.0514264,-4.7943645,-3.0242884,-7.5654163,-9.051894,-8.817254,-8.360369,-7.855858,-6.642899,-5.024772,-3.553261,-1.6876479,-0.49319217,0.07539483,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.25319904,0.2531991,0.2531991,0.2531991,0.2531991,0.2531991,0.2531991
-2.8328614,-2.8328614,-2.8328614,-2.8336105,-2.863351,-2.922294,-2.6831663,-2.48735,-2.103843,-2.0172253,-2.9650025,-3.547732,-3.6676984,-3.7451508,-3.9157832,-3.8505437,-3.741388,-3.3429613,-2.794607,-3.538433,-3.7489748,-3.6353045,-3.641142,-3.7995946,-3.775694,-3.6191676,-3.5162416,-3.2042105,-2.9844902,-2.870138,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614,-2.8328614
-0.38412774,-0.38412774,-0.38412774,-0.38798332,-0.6519821,-2.639094,-3.1302872,-3.215563,-2.7887328,-2.6197975,-6.3623767,-9.336698,-10.574606,-10.8418,-10.68436,-9.319418,-7.493702,-5.2709985,-3.4759371,-7.9352145,-9.387649,-9.140675,-8.709784,-8.267441,-7.1148214,-5.5497494,-4.135164,-2.3017573,-1.1235317,-0.5605217,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774,-0.38412774
-0.48628217,-0.48628217,-0.48628217,-0.48602667,-0.464533,-0.27215388,-0.17753091,-0.13247572,-0.10499496,-0.10620957,0.10087648,0.2970846,0.4014859,0.41445446,0.36668792,0.2391356,0.07258604,-0.08091304,-0.1628409,0.15541472,0.26496097,0.26078078,0.21561041,0.14095335,0.027455388,-0.1036371,-0.22927685,-0.3589735,-0.43876064,-0.47515005,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217,-0.48628217
