-603.30927,-603.30927,-603.30927,-600.8907,-532.3821,-412.66476,-343.7765,-286.12787,-245.3711,-253.16037,-312.92035,-397.4244,-343.53787,-299.9284,-263.7414,-253.65956,-276.13394,-341.0822,-386.79736,-412.03342,-358.5852,-290.04913,-208.59088,-182.30937,-184.69371,-198.95152,-180.5937,-189.24626,-247.99171,-247.66026,-230.25468,-248.86652,-296.3855,-331.89752,-316.9918,-296.2515,-271.45093,-249.85957,-257.7238,-270.8279,-257.20288,-266.0664,-290.45206,-268.97684,-250.627,-266.46213,-298.25375,-336.63614,-349.43933,-313.1572,-271.2939,-230.86432,-214.83144,-236.07562,-283.4415,-350.83487,-437.6711,-527.5732,-566.6711,-591.14795,-601.0233,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927,-603.30927
-3.3549998,-3.3549998,-3.3549998,-2.3999922,34.822323,82.430405,96.963196,109.21592,122.72142,122.76984,107.804115,70.77313,76.28428,94.876205,114.303246,119.8661,113.79849,92.45694,80.852455,71.27836,45.654778,46.505764,96.84827,132.98848,124.965904,120.15906,111.281555,86.53959,51.9277,47.812103,77.49976,88.80275,99.67239,75.761,32.577507,17.39569,48.74577,88.74456,116.61906,111.579185,84.43307,57.666107,31.928679,54.0103,88.76582,101.93304,101.606415,92.63351,52.561047,48.11416,77.105865,91.41823,110.60045,123.230034,112.8724,98.21405,71.81745,41.13905,24.843765,8.427798,-0.5337477,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998,-3.3549998
6.912098,6.912098,6.912098,6.543094,-7.5959716,-25.983122,-31.901327,-36.88694,-42.16718,-42.111187,-36.12224,-21.901508,-24.407932,-31.558817,-38.942337,-41.053936,-38.642376,-30.293346,-25.655369,-21.946712,-13.163354,-14.118881,-33.135986,-46.48414,-43.553623,-41.676636,-38.63206,-29.581957,-16.481287,-14.992603,-25.918053,-29.839413,-33.33078,-24.328154,-8.815827,-3.5085711,-15.106424,-29.808945,-39.83858,-37.888023,-28.176796,-18.390686,-8.831209,-17.038057,-29.809406,-34.432724,-34.014183,-30.399324,-15.753071,-14.483721,-25.387812,-30.95743,-38.061928,-42.4393,-38.237694,-32.288094,-21.900072,-9.931047,-3.6552367,2.5262787,5.8678746,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098,6.912098
8.525758,8.525758,8.525758,9.128585,33.085224,63.15197,71.75136,79.00931,87.41707,87.58921,78.53358,54.992603,57.756897,69.5548,82.05052,85.63364,81.930786,68.65447,61.621544,55.59582,37.30395,36.6533,69.25461,93.234764,87.84981,84.85289,78.51838,61.93418,39.568905,36.77859,56.552147,64.53215,72.736244,57.194584,27.712336,17.070044,37.835968,64.51055,83.50959,80.33438,61.72504,43.77462,26.798473,41.353382,64.538666,73.73022,74.078125,68.69437,41.81269,38.154945,57.020008,65.97951,78.67023,87.59484,81.435005,72.72392,56.4193,37.272717,26.947859,16.279724,10.393554,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758,8.525758
1.092452,1.092452,1.092452,0.8622116,-8.099352,-19.576675,-23.095652,-26.062325,-29.32146,-29.329361,-25.710886,-16.787592,-18.1353,-22.615929,-27.293348,-28.632574,-27.166357,-22.015974,-19.21049,-16.90182,-10.780711,-11.017523,-23.132538,-31.814394,-29.8888,-28.728933,-26.608147,-20.668911,-12.338191,-11.351098,-18.480885,-21.183372,-23.76813,-18.015326,-7.663563,-4.031633,-11.563724,-21.16894,-27.851732,-26.63652,-20.131197,-13.706105,-7.520575,-12.82776,-21.173676,-24.32468,-24.231173,-22.060448,-12.44175,-11.392327,-18.366827,-21.819359,-26.42844,-29.447899,-26.940722,-23.392342,-17.018913,-9.616905,-5.6893454,-1.7398076,0.41459966,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452,1.092452
6.090186,6.090186,6.090186,5.98691,2.2096524,-2.9305582,-4.811085,-6.3924165,-7.916027,-7.84508,-6.016188,-2.1009376,-3.0813966,-5.0584936,-7.0340676,-7.5970674,-6.872465,-4.459601,-3.047469,-2.0025852,-0.37109882,-1.1022985,-6.103143,-9.383169,-8.688271,-8.14838,-7.5816007,-5.425995,-1.9613844,-1.6198694,-4.2739897,-5.041473,-5.4943185,-3.1496518,0.3237053,1.39557,-1.4689927,-5.0270367,-7.2859735,-6.737676,-4.5952153,-2.2679727,0.12250143,-1.933752,-5.021428,-5.971789,-5.6383157,-4.5172005,-1.0376058,-1.0145072,-3.8458369,-5.433876,-7.1948833,-8.048131,-6.724536,-4.8478875,-1.8008757,1.6342838,3.3755825,4.986205,5.8318777,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186,6.090186
-0.93073195,-0.93073195,-0.93073195,-1.0728836,-6.6752954,-13.763731,-15.849775,-17.609575,-19.60409,-19.63032,-17.45525,-11.92094,-12.645264,-15.420997,-18.343967,-19.181622,-18.295557,-15.145109,-13.457054,-12.034344,-7.935786,-7.902853,-15.506939,-21.043222,-19.805958,-19.095476,-17.67588,-13.863229,-8.641794,-8.003337,-12.561219,-14.357223,-16.155588,-12.536201,-5.8096237,-3.407526,-8.205197,-14.3505945,-18.688305,-17.938948,-13.700239,-9.574346,-5.6452856,-9.014921,-14.355734,-16.4339,-16.459732,-15.161777,-8.983836,-8.207613,-12.598861,-14.719175,-17.652672,-19.660543,-18.169641,-16.06055,-12.179511,-7.6424317,-5.2116857,-2.7270887,-1.3623531,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195,-0.93073195
0.6761653,0.6761653,0.6761653,0.73506963,3.0691648,6.006871,6.855613,7.571835,8.395118,8.40985,7.519225,5.221399,5.502042,6.653941,7.871511,8.220572,7.8568788,6.556726,5.8652067,5.2761497,3.520004,3.4739387,6.647386,8.973363,8.45191,8.158521,7.550326,5.944072,3.7663057,3.4964912,5.4133945,6.180688,6.9625416,5.450516,2.6024823,1.5782,3.5929112,6.1783543,8.014122,7.7037706,5.907115,4.168659,2.5206203,3.9337459,6.180885,7.06605,7.0918765,6.5616794,3.958368,3.6134992,5.4485474,6.325116,7.5565867,8.4146,7.8071246,6.9479475,5.3494916,3.4753888,2.4670813,1.4291697,0.8573928,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653,0.6761653
-0.2823538,-0.2823538,-0.2823538,-0.31304815,-1.526285,-3.0569868,-3.5030305,-3.879377,-4.30915,-4.3158965,-3.8492308,-2.6529539,-2.8038917,-3.4037232,-4.036652,-4.2180724,-4.02772,-3.3489442,-2.986681,-2.6796145,-1.7784333,-1.7622398,-3.4104667,-4.614827,-4.3452144,-4.1920877,-3.8799708,-3.0493264,-1.9179215,-1.77859,-2.7706656,-3.1649346,-3.5635185,-2.778568,-1.309115,-0.7823387,-1.8257557,-3.163619,-4.110983,-3.949223,-3.0227005,-2.1237462,-1.269774,-2.0020828,-3.1648412,-3.620303,-3.6301174,-3.3519957,-2.0058775,-1.8317647,-2.7842722,-3.2415333,-3.8794074,-4.3202443,-4.0012097,-3.5499418,-2.7146547,-1.7366469,-1.211486,-0.67265487,-0.37621745,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538,-0.2823538
-0.9837712,-0.9837712,-0.9837712,-1.1655785,-8.321973,-17.387604,-20.066746,-22.326729,-24.87994,-24.910738,-22.121288,-15.046271,-15.98653,-19.535416,-23.2693,-24.339247,-23.203524,-19.170397,-17.005745,-15.185791,-9.984948,-9.965885,-19.675325,-26.733425,-25.157225,-24.247814,-22.446375,-17.58885,-10.920811,-10.107977,-15.91732,-18.197954,-20.47195,-15.851546,-7.2915926,-4.239931,-10.357066,-18.189184,-23.709751,-22.751225,-17.358639,-12.102194,-7.091198,-11.38891,-18.195473,-20.83631,-20.858593,-19.193102,-11.322478,-10.346224,-15.951554,-18.664835,-22.405396,-24.954924,-23.040756,-20.33277,-15.362078,-9.555029,-6.4469213,-3.275124,-1.5341156,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712,-0.9837712
