-612.0805,-612.0805,-612.0805,-611.56995,-378.63077,-223.7581,-156.53922,-120.48795,-129.60353,-185.7531,-257.49774,-344.80426,-308.13406,-264.9874,-225.98358,-209.06717,-200.42775,-230.68095,-301.5604,-335.12418,-313.84323,-235.15614,-184.56766,-169.32753,-198.33879,-242.85194,-251.56383,-277.34583,-312.3281,-244.02492,-196.09097,-167.72166,-170.88,-208.53891,-273.49442,-349.38602,-429.83087,-511.38492,-567.0746,-599.63763,-609.6516,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805,-612.0805
2.4702566,2.4702566,2.4702566,2.5997975,113.94028,161.93604,186.44888,175.36766,168.3935,161.64171,142.67664,114.65192,104.39107,116.56017,144.54007,163.43347,150.74344,136.3575,128.9665,114.26394,108.16429,146.9346,181.73938,182.98175,166.58432,161.63455,107.985664,34.839214,3.0902493,53.801033,116.62071,163.06152,178.99211,179.46425,166.22028,137.93698,102.73898,64.57819,25.91172,9.366567,3.6143775,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702566,2.4702568
4.782567,4.782567,4.782567,4.7061553,-58.903866,-86.87084,-101.035194,-95.29877,-91.36929,-87.090225,-75.933495,-59.63493,-54.35618,-61.486004,-77.27521,-87.84232,-80.94547,-72.72506,-67.94643,-59.518555,-56.37536,-78.500916,-98.16222,-98.99885,-89.683945,-86.51333,-56.902008,-16.389555,1.4334754,-27.158932,-62.210667,-88.05251,-96.787704,-96.66963,-88.72944,-72.40312,-52.22583,-30.40693,-8.569288,0.8625511,4.128566,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782567,4.782568
3.9365566,3.9365566,3.9365566,3.9179268,-10.673476,-17.339302,-20.661743,-19.618368,-18.74218,-17.567291,-14.86055,-10.989935,-10.046496,-11.763362,-15.295362,-17.615318,-16.195137,-14.308753,-12.957661,-11.011505,-10.447094,-15.511284,-19.919104,-20.16917,-18.056793,-17.17236,-10.856121,-2.1484141,1.7953479,-4.589574,-12.245948,-17.857313,-19.693214,-19.488346,-17.495611,-13.673632,-9.013885,-4.0009847,0.89236546,3.0464826,3.786374,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365566,3.9365568
1.1829944,1.1829944,1.1829944,1.140809,-34.459408,-49.979725,-57.86844,-54.51463,-52.302197,-50.009052,-43.842632,-34.790306,-31.6953,-35.642803,-44.52672,-50.495457,-46.550392,-41.950104,-39.409775,-34.699787,-32.858276,-45.247017,-56.30452,-56.74216,-51.51614,-49.824318,-33.001415,-10.020144,0.030839538,-16.062738,-35.881958,-50.511166,-55.488224,-55.515663,-51.161957,-42.06517,-30.78914,-18.58205,-6.2993217,-1.0156994,0.8170587,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829944,1.1829939
3.2156394,3.2156394,3.2156394,3.228616,15.364384,20.335815,22.931578,21.441006,20.654707,20.11938,18.205317,15.287588,13.891673,15.133639,18.276606,20.443861,18.892715,17.325436,16.784369,15.195219,14.367877,18.605299,22.505014,22.58009,20.767548,20.391088,14.049338,5.469182,1.8585628,7.566272,14.811971,20.202244,22.112799,22.348738,21.082981,18.08,14.276013,10.124799,5.789956,3.9767919,3.3401766,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156394,3.2156396
-1.2244395,-1.2244395,-1.2244395,-1.2328616,-8.824125,-12.003335,-13.647374,-12.790508,-12.305637,-11.917192,-10.679004,-8.81732,-8.018266,-8.817702,-10.758809,-12.085657,-11.16024,-10.179664,-9.770551,-8.772918,-8.298799,-10.946333,-13.357372,-13.420452,-12.293407,-12.014367,-8.179431,-2.974555,-0.7561004,-4.278247,-8.704175,-11.98823,-13.136812,-13.235121,-12.395862,-10.496094,-8.107916,-5.5090265,-2.8295991,-1.6980304,-1.3023857,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244395,-1.2244394
0.1990429,0.1990429,0.1990429,0.19849037,-0.20703724,-0.40020397,-0.4948561,-0.47446042,-0.45090434,-0.41214886,-0.33226565,-0.22052842,-0.20275089,-0.25303495,-0.3483604,-0.40955356,-0.3751937,-0.32274422,-0.27714673,-0.22265153,-0.21190892,-0.35230178,-0.47157702,-0.4803626,-0.4224238,-0.392883,-0.23237522,-0.008847994,0.09619208,-0.075771146,-0.2764339,-0.42239636,-0.4681214,-0.4568154,-0.39602378,-0.28737447,-0.15688136,-0.01731242,0.11502427,0.17459404,0.19486387,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429,0.1990429
0.84263176,0.84263176,0.84263176,0.85200995,9.132316,12.643588,14.449578,13.5622425,13.037735,12.58047,11.204285,9.150719,8.325565,9.211691,11.313387,12.742613,11.7613,10.691595,10.201091,9.110665,8.620698,11.506606,14.118739,14.197639,12.972524,12.640877,8.540531,2.964845,0.57013506,4.381799,9.14278,12.669983,13.89368,13.970048,13.024865,10.939307,8.328924,5.492768,2.5902646,1.3576238,0.9276812,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.84263176,0.8426318
-0.39978182,-0.39978182,-0.39978182,-0.40388653,-4.0382667,-5.576788,-6.3686976,-5.976357,-5.745875,-5.547211,-4.944733,-4.0447755,-3.6797807,-4.06786,-4.991281,-5.619691,-5.1872683,-4.7177625,-4.5051584,-4.0266867,-3.80998,-5.076776,-6.2243676,-6.2583857,-5.7204022,-5.5764933,-3.7717547,-1.318311,-0.26570368,-1.9405465,-4.034279,-5.5857697,-6.1246424,-6.160036,-5.7469845,-4.832405,-3.6869895,-2.4422312,-1.1670462,-0.6259179,-0.43711,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182,-0.39978182
