-685.4851,-685.4851,-684.55676,-658.2368,-549.88727,-421.62662,-342.421,-282.74573,-245.06429,-259.0991,-320.29388,-406.01974,-349.14697,-306.05817,-270.18906,-262.30804,-290.59167,-360.935,-389.20242,-334.4384,-301.8767,-305.90942,-321.0146,-311.08026,-301.34598,-337.38116,-380.88544,-401.75992,-401.46106,-379.9948,-347.86346,-347.99234,-370.93375,-383.54593,-348.83954,-310.65942,-316.5292,-341.29083,-323.4265,-266.13412,-245.65439,-272.56427,-280.06915,-262.11533,-278.72684,-307.7985,-335.94537,-365.63013,-331.2257,-283.62225,-259.62213,-229.41698,-228.67532,-268.03528,-339.73477,-429.32684,-537.33154,-610.32153,-649.49023,-674.2367,-685.40045,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851,-685.4851
-4.688611,-4.688611,-4.4721766,3.4251351,50.790012,92.318695,91.695755,93.56038,107.802536,118.43631,110.21443,79.46056,84.132706,102.70906,114.93521,119.18514,110.9347,88.56084,77.9326,64.846375,32.23375,4.491146,3.1262903,26.995604,55.008434,82.43688,80.42853,82.00954,92.1194,93.78313,92.38928,86.270706,90.44501,74.50536,34.926346,38.554646,64.95421,90.61542,94.80619,65.68673,53.63486,40.116127,43.401215,76.11497,102.56098,111.1429,93.08937,66.81685,32.0985,58.75077,106.66858,122.99476,121.55502,112.021935,99.051056,82.10245,56.46552,36.416656,18.884756,5.873995,-4.5833845,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611,-4.688611
6.389832,6.389832,6.3219843,3.9021945,-10.244659,-22.89432,-23.304476,-24.27112,-28.562664,-31.45509,-28.68597,-19.386776,-21.12375,-26.676498,-30.386606,-31.642355,-29.108545,-22.28427,-19.080606,-15.798338,-6.8500805,0.99657905,1.4928391,-5.30611,-13.27107,-20.732931,-19.845366,-20.136478,-22.987276,-23.614782,-23.459642,-21.7347,-22.741226,-18.156763,-7.261493,-8.566133,-15.961149,-23.008432,-24.321335,-16.54019,-13.295854,-9.28779,-10.157913,-19.508198,-26.836876,-29.039974,-23.745028,-16.1229,-6.594954,-14.456578,-28.135511,-32.958973,-32.558796,-29.58168,-25.39679,-19.958818,-11.936648,-5.7479024,-0.51843184,3.3305051,6.3595567,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832,6.389832
5.9223995,5.9223995,6.1138573,13.214113,56.547813,94.03864,92.248436,93.11578,106.06859,116.377884,109.49725,81.593506,85.16902,102.15537,113.22139,117.137474,109.731636,89.55199,79.88817,66.633835,35.17498,8.894098,7.8267565,30.340591,56.79177,83.38075,82.13221,83.94931,93.54422,94.799065,92.98932,87.18161,91.492355,76.548355,38.442383,41.309666,66.46518,91.205536,94.91437,66.39803,54.6447,42.215767,45.448578,76.23894,101.601135,110.189735,93.47369,68.97688,35.490738,60.07693,105.212204,120.256966,118.8787,110.42261,99.19173,84.454735,61.74675,43.814777,27.760824,15.781481,6.0210342,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995,5.9223995
-0.7199244,-0.7199244,-0.78145814,-3.0499907,-16.80848,-28.769054,-28.339329,-28.710005,-32.831306,-36.038544,-33.781044,-24.895138,-26.109797,-31.503998,-35.031055,-36.27125,-33.903706,-27.463697,-24.388624,-20.326027,-10.522114,-2.2801166,-1.9206266,-8.991969,-17.296778,-25.568924,-25.105593,-25.640404,-28.64754,-29.076326,-28.562471,-26.742367,-28.055157,-23.351442,-11.468157,-12.42991,-20.302855,-28.0144,-29.206194,-20.365322,-16.716263,-12.77697,-13.777559,-23.455704,-31.375614,-34.018745,-28.734001,-21.008553,-10.572424,-18.355577,-32.53883,-37.303272,-36.87261,-34.157608,-30.519512,-25.753103,-18.45841,-12.71834,-7.6228075,-3.8279815,-0.75097287,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244,-0.7199244
7.049276,7.049276,7.0369754,6.6651397,4.9396915,3.087781,2.2885282,1.6557564,1.0849233,1.0885887,1.8201919,3.0972505,2.4562418,1.7734667,1.2475377,1.1114837,1.5079664,2.518357,2.9458466,2.5591395,2.654747,3.059552,3.2314265,2.8172379,2.3507688,2.358533,2.8283427,3.02041,2.8848267,2.6441896,2.3349168,2.4164429,2.5955832,2.933114,3.0981853,2.6614134,2.3751607,2.2911704,2.0541224,1.8518318,1.8010578,2.252602,2.2860403,1.6741537,1.4967929,1.6806426,2.2042463,2.851275,2.9557028,2.1210327,1.2481916,0.7262508,0.73756474,1.263774,2.1647196,3.3002083,4.737295,5.7441864,6.373307,6.7961383,7.047034,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276,7.049276
-0.61853486,-0.61853486,-0.6427372,-1.5388165,-6.99817,-11.727704,-11.517414,-11.637163,-13.269974,-14.561526,-13.686662,-10.168329,-10.627521,-12.767641,-14.163277,-14.656292,-13.721496,-11.175559,-9.957325,-8.303507,-4.360459,-1.0607258,-0.9239918,-3.7519283,-7.0740776,-10.405186,-10.240531,-10.464825,-11.669314,-11.830744,-11.609424,-10.880367,-11.417309,-9.539114,-4.762054,-5.128936,-8.285599,-11.386706,-11.855524,-8.286352,-6.814706,-5.249618,-5.6540604,-9.522398,-12.703048,-13.775866,-11.672398,-8.591944,-4.3947477,-7.4896874,-13.159821,-15.053869,-14.880993,-13.812342,-12.389483,-10.523248,-7.653072,-5.3888,-3.3664365,-1.8581792,-0.63093156,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486,-0.61853486
2.176296,2.176296,2.177757,2.2561305,2.8904636,3.3362617,3.0603583,2.9014611,3.0752692,3.344974,3.375517,3.0146656,2.9239793,3.17079,3.3083096,3.3713355,3.2920685,3.0560129,2.926798,2.4704785,1.6781049,1.1093535,1.1308386,1.5987315,2.1542335,2.849352,2.9515722,3.0540159,3.2651634,3.2288413,3.0929708,2.9650102,3.1287286,2.8361127,1.8904438,1.8398829,2.4133124,3.033939,3.0625954,2.2614548,1.9406071,1.7462349,1.840071,2.4669387,3.076988,3.3535354,3.0681126,2.615331,1.7726573,2.1739469,3.099783,3.34213,3.3094585,3.2400322,3.2057834,3.1474423,2.9678905,2.7894042,2.551501,2.3606088,2.1782231,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296,2.176296
1.2002274,1.2002274,1.1762179,0.30787703,-4.8494787,-9.4053545,-9.419942,-9.679609,-11.235591,-12.354246,-11.415676,-8.051307,-8.607243,-10.630549,-11.969877,-12.430752,-11.5227785,-9.066999,-7.9056954,-6.5673685,-3.12586,-0.16583513,-0.0049733855,-2.5583417,-5.5529866,-8.438583,-8.180131,-8.327247,-9.404733,-9.603939,-9.488273,-8.836222,-9.257533,-7.5463133,-3.3647463,-3.790358,-6.5971637,-9.305989,-9.770766,-6.726723,-5.463561,-3.9956686,-4.3380156,-7.8419333,-10.642709,-11.527374,-9.575047,-6.745435,-3.0814505,-5.9698396,-11.09989,-12.870276,-12.717635,-11.661677,-10.206376,-8.308969,-5.467023,-3.2562613,-1.3482463,0.06331121,1.1889293,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274,1.2002274
-1.210875,-1.210875,-1.2509422,-2.7365358,-11.801199,-19.645014,-19.273878,-19.45761,-22.167324,-24.32226,-22.881193,-17.043573,-17.793427,-21.3467,-23.661848,-24.48095,-22.931385,-18.709356,-16.687689,-13.918623,-7.3424187,-1.847377,-1.62361,-6.3312635,-11.86214,-17.42,-17.157211,-17.5363,-19.542444,-19.80567,-19.428566,-18.214268,-19.114655,-15.989617,-8.0237,-8.624725,-13.884076,-19.05587,-19.832037,-13.87205,-11.41545,-8.815698,-9.491323,-15.929776,-21.23191,-23.02648,-19.530315,-14.407269,-7.407265,-12.549719,-21.987688,-25.134497,-24.846354,-23.076757,-20.725708,-17.640877,-12.888709,-9.136523,-5.7783527,-3.2726889,-1.2315015,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875,-1.210875
