-710.5513,-710.5513,-707.07367,-669.8918,-412.11823,-287.58408,-241.2355,-203.43161,-198.74405,-236.38008,-298.03113,-337.60693,-281.78116,-237.06049,-224.02507,-232.26056,-270.40063,-344.8536,-495.93338,-621.11597,-679.5918,-686.9844,-684.7394,-710.3178,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513,-710.5513
0.7175372,0.7175372,3.091592,16.561306,27.642202,-9.323439,-10.58576,47.482136,115.36034,149.33441,140.49902,96.89777,111.318825,153.91412,181.08453,173.7233,159.21193,148.07538,117.13927,71.65661,24.658607,18.759352,21.804573,0.9324763,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372,0.7175372
0.2632183,0.2632183,0.010434286,-5.405535,-47.530186,-37.74339,-36.268326,-49.98546,-62.003494,-66.82557,-66.42273,-55.17938,-52.30826,-57.147392,-72.81715,-72.20786,-66.82079,-56.273655,-31.187927,-9.7353,-2.8186264,-2.0091813,-2.3527255,0.2515627,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183,0.2632183
-0.3147026,-0.3147026,-0.20372559,0.19082704,50.47827,54.382057,69.256134,77.46998,80.87945,87.135735,93.97873,88.21022,72.85857,52.9133,35.826317,0.9889453,-18.512909,-33.190044,-51.677967,-49.930553,-22.883152,-5.929868,-4.2752957,-0.29941416,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026,-0.3147026
-0.14144357,-0.14144357,0.6246526,-5.470817,-62.445057,-54.026295,-37.541565,-33.34279,-23.688951,-11.7614975,-9.562611,-9.942514,-8.249392,-14.958549,-55.57367,-89.29189,-100.96328,-93.20505,-62.47032,-30.978598,-15.010681,-1.0131738,1.2714388,-0.038573183,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357,-0.14144357
0.9211254,0.9211254,0.1844243,1.2596734,23.767803,24.28239,14.837454,3.733583,-11.05845,-22.369257,-22.72321,-15.80118,-17.469568,-18.501974,-0.4738639,20.51865,30.161432,29.179369,19.862112,10.476174,6.8862276,-0.7547527,-2.4808373,0.8372139,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254,0.9211254
1.4795992,1.4795992,1.3136749,-0.6436805,-21.370447,-18.64087,-20.986607,-27.880684,-33.716026,-37.070415,-37.80171,-32.43246,-29.49202,-28.568062,-30.401049,-23.73347,-18.313068,-12.4678135,-1.4295788,5.4394083,3.9370215,1.2952418,0.80979747,1.466682,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992,1.4795992
2.3723488,2.3723488,2.022309,-0.6587026,7.012371,14.443019,19.415686,11.724773,1.459725,-1.9145906,1.80503,7.879454,1.1261411,-12.142153,-23.706615,-33.675068,-36.951126,-38.313515,-35.767735,-25.289116,-8.78549,-2.3902302,-2.3508763,2.3441951,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488,2.3723488
0.70610166,0.70610166,0.5937809,0.4053161,3.893445,4.7058043,4.4031343,2.5316865,-0.018861912,-1.437957,-0.9783263,0.32469547,-0.7462307,-2.481802,-2.0563731,-1.3368185,-0.88793904,-1.2467555,-2.040308,-1.8058368,-0.11697794,-0.037078608,-0.19198598,0.69465476,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166,0.70610166
-0.23429671,-0.23429671,-0.2833986,-0.120827414,-13.697834,-15.307173,-20.504202,-22.94544,-24.04704,-26.28306,-28.56415,-26.956532,-22.130024,-15.462895,-8.603689,3.4036856,9.816467,14.050599,18.562136,16.675873,7.4458632,1.639107,1.0578574,-0.24157168,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671,-0.23429671
