-701.983,-701.983,-701.7406,-528.0942,-396.75052,-328.38895,-271.0901,-187.58948,-153.20836,-172.49937,-185.64691,-244.65562,-307.05234,-297.248,-239.281,-212.70883,-225.1635,-266.9521,-311.79932,-336.04614,-336.3675,-303.631,-257.7705,-237.25026,-214.79405,-208.08705,-201.18536,-236.18549,-229.8328,-223.85439,-226.10283,-259.62808,-291.94775,-325.9047,-381.5392,-425.36743,-431.31488,-425.15607,-413.002,-424.54517,-449.64075,-424.2393,-326.13797,-256.70227,-266.86548,-349.86902,-449.91025,-446.2215,-339.9317,-281.72458,-313.90964,-371.89017,-415.0893,-481.05804,-574.0022,-651.814,-685.7071,-695.3236,-695.6173,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.983,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829,-701.9829
-0.5072115,-0.5072115,-0.35767412,-23.503963,-36.212185,-45.704247,-33.646893,44.131126,124.1728,191.00221,177.15388,149.28851,68.827095,-5.9194126,30.529617,70.453,114.57896,150.63213,133.43492,113.78753,109.423294,91.42042,103.39231,149.83923,189.9482,188.71524,122.77175,39.71679,56.116512,123.661575,147.16522,136.7139,139.90675,170.27226,171.34045,172.26637,187.06908,189.06926,196.73476,201.35457,200.47641,222.74977,218.54945,197.70418,185.15408,179.01645,151.30417,112.82653,122.55243,162.52692,212.65552,224.62929,210.12059,188.95403,138.6159,61.375965,18.926838,7.1058574,6.5809274,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072115,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098,-0.5072098
0.9594461,0.9594461,1.0209239,-70.62114,-84.02401,-77.32535,-54.742947,-40.6329,-73.45255,-101.737686,-92.85149,-72.999886,-46.18065,-55.272293,-28.06666,-27.216654,-36.499393,-53.168125,-51.037148,-29.757065,-30.614868,-47.07573,-58.511555,-74.98145,-75.808174,-81.1586,-73.891846,-61.008778,-49.438038,-57.991703,-59.792404,-52.477505,-59.74326,-41.580402,-20.218435,4.255277,37.421696,50.17584,50.654404,55.096703,57.05951,36.482113,-35.040024,-57.513935,-63.303566,-52.897827,-34.389404,-35.24946,-57.51679,-30.92299,11.139562,50.553005,62.11217,70.163895,62.665737,29.240423,10.225726,3.836781,3.6376424,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.9594461,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595,0.95944595
-0.11161244,-0.11161244,-0.047053676,59.074005,83.10375,95.25763,92.53371,79.445786,55.156975,44.04791,30.235397,31.746872,81.79056,91.45679,103.98513,88.35018,81.03467,100.37652,94.00049,80.38571,86.16777,94.43655,76.057434,41.96683,10.9554405,6.635298,43.6963,85.42558,92.08473,79.480354,77.159836,84.71997,65.11623,18.997547,-7.7293115,1.2238672,25.115696,45.05739,41.622982,32.77116,20.718718,-9.369021,-22.492264,-18.339628,-6.425059,9.316339,2.506676,21.260069,26.509909,11.563035,9.784627,22.631876,21.015356,8.900588,3.331165,3.578759,0.70197403,-0.5200554,-1.111588,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161244,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232,-0.11161232
-2.673407,-2.673407,-2.731396,-1.1870593,-2.76297,-5.592842,-11.221407,-24.38924,-25.77579,-29.630493,-24.756346,-24.046743,-29.075253,-16.098095,-31.66661,-34.6311,-39.003105,-48.356358,-43.84308,-40.3854,-41.09784,-36.832996,-31.297812,-26.735296,-24.915064,-22.354044,-22.245487,-21.543915,-28.792053,-36.07583,-39.460308,-41.262215,-34.822327,-30.638786,-27.35174,-35.061886,-51.29967,-59.974266,-60.45155,-59.62626,-56.401154,-47.666073,-28.790285,-21.482279,-21.538704,-27.332533,-24.103523,-22.209946,-20.857342,-28.909252,-46.064106,-59.93811,-59.14746,-53.434254,-41.256252,-20.655437,-8.29198,-4.514105,-4.2046847,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.673407,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066,-2.6734066
1.4930197,1.4930197,1.468201,11.162699,12.118787,10.172068,5.3477845,-0.31419572,3.8938224,6.954821,7.0713444,4.66134,-0.3735715,4.2357836,-3.8905375,-4.8235927,-4.6001644,-4.6323705,-3.5809424,-5.53871,-5.6223245,-2.3305702,0.63058925,4.1783185,4.7961493,6.209188,5.07547,3.43252,-0.13132408,-0.8164841,-1.434702,-2.8463066,0.029431475,-1.164013,-3.031698,-8.368646,-17.331528,-21.476954,-21.6983,-22.03908,-21.34844,-16.16104,-1.4639446,3.3599799,4.1532345,1.4005828,0.0013745588,0.5451774,3.655561,-2.329784,-12.611855,-21.624855,-22.89201,-22.269089,-17.702948,-7.3616986,-1.3349009,0.5865702,0.6983911,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930197,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198,1.4930198
-0.8856665,-0.8856665,-0.8985249,-25.906809,-32.42849,-32.665604,-28.321487,-29.047037,-37.457523,-46.65697,-40.78491,-34.73269,-32.95836,-30.576738,-30.503052,-30.368662,-34.49424,-45.092236,-41.947975,-33.072823,-34.092793,-37.67595,-37.144215,-37.31283,-34.338192,-34.43353,-35.11656,-34.239716,-34.591633,-39.396626,-41.262688,-40.498955,-38.236145,-27.434721,-17.59454,-14.527386,-13.875846,-15.547326,-15.354117,-12.989025,-10.031624,-9.852874,-21.463541,-25.138086,-27.792768,-28.538332,-21.107698,-21.967127,-28.333359,-22.944702,-18.091578,-13.6831455,-9.796281,-3.924549,-0.24722579,-0.8904005,-0.73420453,-0.8304356,-0.7047177,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.8856665,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685,-0.88566685
1.0934821,1.0934821,1.0792027,11.813096,16.36342,18.933136,16.590576,3.9473445,-9.713898,-19.960476,-19.740515,-15.827585,1.0300897,12.652561,8.655954,1.2159774,-5.655837,-8.142789,-6.4579363,-5.534239,-4.2372594,-0.62076455,-4.3829618,-14.69118,-23.938864,-24.223585,-10.789488,5.5711727,3.930244,-6.8564076,-10.3741455,-8.066064,-10.682525,-20.485113,-23.937998,-23.230728,-22.854214,-20.94446,-22.437948,-24.15485,-25.434494,-31.869991,-32.151463,-28.60897,-25.38119,-22.673243,-19.683004,-12.122593,-12.760554,-20.470232,-28.087614,-28.610083,-26.850704,-25.32492,-18.753212,-7.480247,-1.6448438,-0.05645577,-0.050243564,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.0934821,1.093482,1.093482,1.093482,1.093482,1.093482,1.093482,1.093482,1.093482,1.093482,1.093482
1.6630181,1.6630181,1.6715469,0.05548812,-0.50763494,-0.60267854,0.22052626,3.20345,5.012602,6.838219,6.1816115,5.694402,4.4167166,1.3718481,3.6647987,4.867117,6.2946715,7.934566,7.2371807,6.669121,6.6121707,5.6129994,5.2752285,5.900035,6.707319,6.409924,4.781159,2.8016734,3.889023,6.1146655,6.977267,6.9879203,6.547322,7.1752853,7.2084894,8.146294,10.126626,10.978576,11.1897,11.295612,11.0737295,10.70337,8.289056,6.845199,6.510458,7.0852876,6.4680943,5.3282104,5.0721316,6.82758,9.895604,11.764368,11.510955,10.703216,8.563269,4.820378,2.6540732,2.0151436,1.9754366,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630181,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182,1.6630182
0.36585307,0.36585307,0.3385215,-14.295074,-21.020224,-25.05656,-25.677324,-24.082651,-16.49614,-13.009679,-8.751678,-9.597954,-25.044739,-25.931295,-32.210514,-28.210886,-26.406147,-32.499714,-30.162102,-26.475475,-28.170565,-29.545223,-23.396778,-12.764159,-3.7844062,-2.1047428,-12.767585,-24.794096,-27.899342,-24.997866,-24.704878,-27.235542,-20.672085,-7.621959,-0.22610071,-4.353414,-14.029573,-21.093224,-20.207813,-17.722551,-13.955219,-3.828297,4.1321616,4.428152,1.2323009,-4.137438,-2.246711,-7.2876444,-8.074704,-5.6573453,-8.426415,-14.820919,-14.553837,-10.5964575,-7.224312,-3.737575,-0.8332566,0.1667686,0.37770724,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585307,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283,0.36585283
