-529.3253,-529.3253,-529.3253,-529.3253,-443.9305,-331.8348,-241.25964,-184.06322,-164.02908,-206.3505,-300.28317,-402.25958,-392.75507,-309.48846,-272.94046,-270.85577,-301.86548,-361.2104,-342.35104,-293.63538,-281.38898,-291.1089,-323.1044,-369.55823,-302.94998,-233.39484,-191.87566,-182.15929,-192.96666,-213.92422,-265.38724,-352.3885,-433.66452,-499.44794,-527.8695,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253,-529.3253
0.8432206,0.8432206,0.8432206,0.8432206,79.5373,165.4434,188.9423,185.81381,171.97894,181.14098,170.84938,119.96913,70.30768,78.3592,97.804375,115.81889,120.784935,97.86352,72.25686,87.62464,102.75152,110.380875,106.0428,110.74761,158.48752,181.59839,172.37126,151.30042,134.55109,133.37794,127.47092,103.22567,71.96505,25.646284,0.78152263,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206,0.8432206
1.2059803,1.2059803,1.2059803,1.2059803,-7.1359777,-5.373403,-20.041489,-38.44662,-40.95917,-31.289408,-2.8037555,27.321339,19.103668,-1.4935292,-4.982703,-0.2775803,11.537174,18.057491,2.1566064,-3.7762067,-4.91173,2.9003336,11.721381,11.567234,-29.686064,-49.766,-66.99178,-82.77605,-85.46731,-74.485634,-53.68157,-26.757795,-0.23245539,3.0109282,-0.18655556,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803,1.2059803
0.026222656,0.026222656,0.026222656,0.026222656,-12.383041,-14.824905,-25.13431,-44.255676,-54.93957,-44.849483,-32.216675,-6.917711,22.507296,47.505463,67.22024,77.02263,79.41356,65.161575,53.527027,64.41813,72.66869,73.55136,71.39246,42.0034,-11.708335,-25.143988,-35.74432,-43.52808,-41.15956,-32.412067,-21.997839,-11.681007,3.177058,2.7661088,-1.2088923,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656,0.026222656
1.5691499,1.5691499,1.5691499,1.5691499,-14.944281,-28.771103,-38.611217,-45.412582,-44.142204,-41.787716,-28.731815,-8.285738,-3.289125,-12.877988,-17.56021,-18.718636,-14.853482,-8.358332,-10.364046,-15.350236,-18.335411,-16.525795,-12.2829895,-13.00546,-37.187397,-49.028,-54.32269,-57.015366,-55.263474,-50.730858,-41.503178,-26.7578,-11.018979,-1.9117804,1.032163,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499,1.5691499
0.20890136,0.20890136,0.20890136,0.20890136,1.642134,-0.42724502,3.301323,9.479229,11.561745,8.157249,0.94185144,-7.2243695,-7.8912373,-6.7453604,-8.802137,-11.356285,-14.221129,-13.35616,-8.067621,-8.483483,-9.563343,-11.480026,-12.967239,-9.51315,4.4764695,9.748919,14.815647,19.532255,20.19837,16.882101,11.42069,5.109772,-1.5063386,-1.0688117,0.65005213,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136,0.20890136
-1.7915393,-1.7915393,-1.7915393,-1.7915393,-2.3497972,-0.79169065,-2.3262124,-5.7703176,-7.453168,-5.5620112,-2.6824105,1.2592548,3.7999475,6.1907954,8.962791,10.811304,11.81291,9.795894,6.9783034,8.43923,9.719563,10.399144,10.478063,6.582255,-1.8870348,-4.2379274,-6.6619263,-8.935324,-9.0992565,-7.389599,-5.0465183,-2.7591505,-0.00089756865,-0.8261367,-2.032215,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393,-1.7915393
0.9716076,0.9716076,0.9716076,0.9716076,-8.362085,-18.506668,-20.985613,-20.94122,-20.236053,-21.06066,-21.035276,-15.45205,-6.4856853,-3.3985276,-3.4728286,-4.965553,-6.2627783,-5.506891,-2.4059381,-2.669447,-3.4963152,-4.9246783,-5.3533244,-8.519403,-15.366353,-17.573063,-16.122013,-13.151596,-10.813535,-10.782562,-10.868442,-9.39332,-6.6922617,-1.7423419,0.9818102,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076,0.9716076
2.1931207,2.1931207,2.1931207,2.1931207,5.262753,5.228135,8.135806,13.567479,16.248358,13.431006,9.22254,1.8802172,-4.9122553,-10.315415,-15.140126,-17.818846,-18.905508,-15.483338,-11.843168,-14.420639,-16.448946,-17.04524,-16.844713,-9.425629,5.638255,9.691685,13.039921,15.764355,15.384162,12.742545,9.302814,5.726307,1.0365336,1.2790085,2.5642886,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207,2.1931207
0.062187202,0.062187202,0.062187202,0.062187202,5.921839,10.9605875,12.753791,15.007088,16.746675,15.910687,16.051767,11.204143,0.123088785,-8.71806,-13.31708,-14.322116,-13.084331,-9.646893,-10.067501,-12.927351,-14.471422,-13.261287,-11.713543,-3.9666195,6.4961433,8.326179,8.253282,7.0752077,5.287187,4.483681,4.363376,4.214695,2.5075696,0.808778,0.1859756,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202,0.062187202
