-545.67706,-545.67706,-545.67706,-545.67706,-452.57288,-337.3358,-239.01305,-179.59354,-163.2224,-213.99829,-313.89822,-410.99945,-418.74796,-321.14032,-280.93036,-269.14865,-282.3358,-301.871,-296.8145,-319.73074,-349.39432,-377.88098,-375.1838,-324.7417,-314.2094,-331.15347,-349.29095,-391.81757,-343.57214,-250.86037,-205.43817,-182.907,-201.61911,-276.18314,-378.2964,-369.3327,-312.37234,-283.8969,-288.67743,-343.02805,-359.16214,-366.1506,-384.41342,-439.2462,-504.50266,-533.2185,-544.1889,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706,-545.67706
0.3024463,0.3024463,0.3024463,0.3024463,91.05494,174.58942,192.02403,183.28647,173.61932,179.2113,169.9485,124.20569,72.12737,77.547264,90.177986,100.76526,99.78561,87.49818,105.160255,134.27573,133.24161,110.34398,135.03215,183.082,187.07394,170.76904,150.12074,122.61047,120.455124,146.3662,159.04707,134.47922,129.31207,148.87466,118.01872,48.3112,-5.791862,-16.198719,19.20912,42.357464,40.677868,43.393795,54.946434,56.267937,45.087452,17.118933,2.728433,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.3024463,0.30244446,0.30244446,0.30244446,0.30244446,0.30244446,0.30244446,0.30244446
3.2270057,3.2270057,3.2270057,3.2270057,-2.3415546,-2.3207045,-20.817877,-46.755188,-52.10499,-43.232758,-23.428093,2.657917,8.669648,10.571669,19.913622,22.322613,24.526373,23.700958,5.735947,-10.756562,-19.340923,-23.079466,2.330417,16.01084,19.17389,22.633566,21.551033,26.434813,-8.70651,-46.697002,-64.71667,-76.13557,-69.51396,-54.139812,-28.328152,5.8873715,16.954773,24.672037,19.338762,4.858361,-1.6897697,-1.1657754,3.332312,14.96007,21.87257,10.8494835,4.273359,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270057,3.2270064,3.2270064,3.2270064,3.2270064,3.2270064,3.2270064,3.2270064
-1.374815,-1.374815,-1.374815,-1.374815,-26.273024,-28.998451,-34.885967,-52.67367,-59.627983,-48.810787,-33.08588,-7.4147596,26.571333,52.31417,72.22884,87.657394,95.22685,85.13432,45.369957,-0.43904677,-38.627678,-50.138412,-18.434101,-8.011938,-2.160033,1.2835535,3.371149,12.071254,-5.661728,-6.8522806,-6.779422,-19.896582,-10.854791,5.713155,17.07327,57.110645,56.27741,65.38871,92.85238,117.48483,113.7339,115.0772,109.74883,89.83613,51.601936,18.967972,1.9281453,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.374815,-1.3748155,-1.3748155,-1.3748155,-1.3748155,-1.3748155,-1.3748155,-1.3748155
0.49161783,0.49161783,0.49161783,0.49161783,-21.107073,-40.822964,-43.981525,-40.817005,-38.42604,-39.942177,-38.505688,-28.71302,-16.038538,-16.875721,-19.952486,-22.178402,-21.870169,-19.195919,-23.218983,-30.129625,-30.314617,-25.001848,-31.565838,-43.453346,-44.448246,-40.75613,-35.789387,-29.398748,-27.148186,-30.871954,-32.7142,-26.628864,-25.585663,-30.592653,-24.630953,-9.553954,2.2249794,4.349551,-2.8051987,-6.507047,-5.764577,-6.385202,-9.488911,-11.014098,-9.796394,-3.395478,-0.05525042,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161783,0.49161816,0.49161816,0.49161816,0.49161816,0.49161816,0.49161816,0.49161816
1.9483314,1.9483314,1.9483314,1.9483314,-2.2403936,-5.331381,-7.214911,-8.851761,-9.061122,-8.329444,-6.3276916,-2.6025362,0.39220285,0.78734964,1.2970297,1.5194569,1.9314818,2.0271652,-0.5923526,-3.600775,-5.0529113,-4.7683105,-3.4257607,-4.1671476,-4.0033154,-3.1738908,-2.4480345,-0.95196575,-3.1615949,-6.0040765,-7.349337,-7.5763297,-6.77279,-5.9282327,-3.115889,1.8106707,3.7718837,4.6292205,4.169654,3.7688937,3.4686067,3.4730263,3.2042432,3.2344234,2.9041786,2.3591418,2.0179267,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314,1.9483314
-0.99759203,-0.99759203,-0.99759203,-0.99759203,-3.9783115,-4.7754884,-8.185921,-13.253678,-14.35467,-12.505002,-8.492479,-2.47882,0.79651076,2.574468,5.11093,6.181927,6.904457,6.3640394,1.145989,-4.3221765,-7.7220583,-8.732845,-3.099602,-0.664482,0.14608324,1.0548227,1.1629345,2.6341732,-4.124612,-10.780999,-13.907995,-16.161776,-14.572397,-11.552339,-6.46867,2.2125845,4.86995,6.841355,6.825256,5.105041,3.7706895,3.875212,4.2064033,5.079574,4.3702393,1.1387128,-0.681564,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.99759203,-0.9975921,-0.9975921,-0.9975921,-0.9975921,-0.9975921,-0.9975921,-0.9975921
1.5250231,1.5250231,1.5250231,1.5250231,-5.709247,-14.765027,-13.466672,-7.1780734,-4.8324423,-7.4824796,-10.553337,-11.532804,-9.41401,-12.485213,-16.934818,-19.59119,-20.34317,-18.120916,-14.192951,-11.189407,-6.834469,-2.8727174,-11.971936,-20.25053,-21.652615,-20.68894,-18.409042,-16.777988,-9.613782,-6.27455,-4.7824373,0.5627935,-0.56723166,-6.0970225,-7.570646,-8.779937,-5.0589156,-5.995711,-10.775936,-12.354728,-10.761166,-11.204995,-12.730417,-13.195818,-10.218195,-3.0089312,0.85485595,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.5250231,1.525023,1.525023,1.525023,1.525023,1.525023,1.525023,1.525023
0.9470383,0.9470383,0.9470383,0.9470383,9.564663,12.881736,17.404879,24.451021,26.209343,23.092892,16.853298,6.412359,-2.7128344,-7.7698708,-12.577078,-15.441215,-17.198336,-15.618356,-4.742493,7.487421,15.932148,17.877188,8.80959,6.3199563,4.8523526,3.0925717,2.1656811,-1.148025,7.65665,14.82133,18.113716,21.432259,18.542002,13.875278,6.667689,-8.8564205,-12.626806,-16.006079,-18.868013,-20.05895,-18.327602,-18.54442,-17.833424,-15.901434,-10.271036,-3.4427052,0.25547874,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470383,0.9470382,0.9470382,0.9470382,0.9470382,0.9470382,0.9470382,0.9470382
-1.0902206,-1.0902206,-1.0902206,-1.0902206,3.918484,5.6701055,5.8697643,7.090393,7.795988,6.5531306,4.9315643,1.6908901,-4.072483,-7.79707,-10.150695,-12.342876,-13.475822,-12.087829,-6.5977445,0.031069575,5.5760627,6.849616,3.6906228,3.6184149,2.9545157,2.3865142,1.6802484,0.14837788,0.78903055,-0.9988482,-1.9419895,-0.79812187,-1.9393184,-3.5848463,-4.353433,-9.37126,-8.969937,-9.977982,-14.40282,-19.263643,-19.157227,-19.328445,-18.074987,-14.192738,-7.820743,-3.6575859,-1.5249795,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902206,-1.0902207,-1.0902207,-1.0902207,-1.0902207,-1.0902207,-1.0902207,-1.0902207
