-589.0715,-589.0715,-589.0715,-587.57306,-526.25165,-406.47092,-339.4163,-282.79538,-249.19147,-264.7535,-342.52628,-373.44946,-316.71283,-274.38983,-269.48172,-302.5468,-370.4206,-377.04544,-286.74188,-253.67268,-217.79793,-212.29298,-246.62381,-296.72763,-372.56073,-290.20328,-227.99251,-232.39793,-256.84564,-278.7047,-309.57596,-328.72205,-369.6402,-377.23938,-283.70764,-247.17242,-253.47836,-247.35905,-226.78416,-206.75453,-214.69463,-234.79065,-267.108,-310.47443,-289.4228,-249.48067,-219.24057,-186.92519,-195.84633,-218.98764,-241.2231,-272.51205,-267.48267,-250.33823,-272.85437,-299.63058,-323.42862,-351.85788,-315.0606,-276.06345,-256.72504,-221.8904,-222.87949,-266.94025,-334.3213,-421.20267,-510.17908,-551.7206,-575.1976,-586.364,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0715,-589.0714,-589.0714,-589.0714,-589.0714,-589.0714,-589.0714
-0.05558412,-0.05558412,-0.05558412,-0.64698744,29.137245,83.23165,90.06791,103.962234,115.19347,117.33698,102.48214,78.5369,78.63503,102.93568,137.47754,153.62445,142.1464,90.53382,33.278683,-2.0617433,51.71097,103.446434,153.99405,151.30907,138.31395,147.88326,145.7739,132.69942,133.70279,154.29234,165.64775,159.64873,146.92743,95.29025,36.652546,24.80631,46.10524,109.31615,140.31866,148.93721,155.53528,164.04697,160.40877,86.780716,70.191475,161.06212,221.92474,218.8719,182.89859,88.74026,11.034774,-41.27411,-28.502098,28.614033,71.5092,93.27895,85.77095,32.930298,13.517617,54.29803,97.06015,122.72121,132.01518,133.42247,133.46873,119.49121,80.25477,48.81836,21.754711,5.102193,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.05558412,-0.055574227,-0.055574227,-0.055574227,-0.055574227,-0.055574227,-0.055574227
-0.46360642,-0.46360642,-0.46360642,-1.7355341,11.737696,7.0406985,-16.13578,-52.91144,-55.47365,-36.715984,-10.224084,14.525402,-14.342379,-27.093254,-24.469414,-14.723302,2.5320451,6.413281,-22.28301,-34.494484,-28.891695,-41.50165,-58.638836,-43.565548,-14.693677,-43.821514,-67.350525,-73.38186,-54.802475,-33.0474,-22.073433,-24.077127,-13.511928,0.42475155,-44.429424,-72.40188,-93.0119,-93.21658,-95.90948,-100.57699,-109.88654,-90.57489,-59.169918,-25.425135,-19.746462,-20.213755,-37.259357,-66.25744,-75.643394,-64.10068,-61.21986,-78.42984,-56.856503,-26.074999,-31.74527,-44.40519,-23.392097,13.968391,17.839241,17.561583,-29.96352,-64.83913,-77.28757,-75.95832,-52.08782,-2.2652736,38.44943,38.20575,21.206802,4.9908724,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360642,-0.46360546,-0.46360546,-0.46360546,-0.46360546,-0.46360546,-0.46360546
0.6033226,0.6033226,0.6033226,2.2683294,49.059364,84.74433,93.473885,80.27593,79.67739,80.29184,78.07299,72.33063,77.390434,71.78148,62.12872,38.28842,24.445934,48.17432,70.282524,70.31385,86.09275,72.89341,61.487663,48.539993,23.22922,2.051258,2.0218751,-5.026236,-11.941318,-17.110437,-19.191053,-9.747783,-5.164295,38.06612,72.03853,66.072136,29.383398,-5.5339227,-27.064186,-48.948845,-48.8857,-40.085323,-31.333132,5.3577876,9.145937,-10.852118,-28.029572,-21.402952,-1.4790494,61.126846,90.200096,80.139046,93.29518,116.03499,113.44168,98.01582,95.32079,90.03155,85.79455,105.34206,110.64495,92.680664,75.25707,51.82571,29.677958,19.85219,19.861767,22.973387,14.053497,3.994622,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.6033226,0.60332185,0.60332185,0.60332185,0.60332185,0.60332185,0.60332185
2.7788162,2.7788162,2.7788162,3.1392999,5.5333595,8.145231,0.3241026,-14.445081,-19.23245,-13.024948,-4.4702854,-20.942324,-28.344452,-22.91082,-17.208141,-9.079868,-0.7273818,-13.682217,-33.687775,-34.891243,-32.712776,-18.491909,-4.024041,2.278652,3.0607681,-23.276308,-38.282257,-44.24294,-45.27763,-38.638878,-25.187878,-13.084224,-2.6502678,-15.061837,-36.194324,-42.09773,-44.360306,-44.46789,-48.680904,-45.574577,-50.730034,-47.707104,-46.76279,-48.6479,-44.488132,-49.1676,-33.783722,-28.452812,-29.473307,-35.987823,-34.55439,-37.668724,-38.72088,-32.99651,-22.793468,-10.436119,-14.883571,-32.648838,-35.60005,-28.880068,-9.190292,-2.7888212,-2.1895933,1.7612038,6.815087,6.6808925,5.2690845,6.4857183,4.741176,3.5167456,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.7788162,2.778816,2.778816,2.778816,2.778816,2.778816,2.778816
1.8406047,1.8406047,1.8406047,0.7031035,-10.987666,-32.89568,-36.0406,-36.974964,-34.40043,-31.112545,-24.493397,7.5330653,-0.5358226,-12.992716,-17.220493,-16.076078,-8.479759,16.153292,30.804047,25.9511,13.750164,-11.386206,-33.816597,-28.516562,-11.032786,14.044639,26.597816,34.905167,39.445946,35.064144,19.630293,5.4341755,-1.1140734,14.822401,22.073374,22.782719,22.995163,13.144689,11.672883,7.22485,8.806503,9.680373,19.587427,39.383163,39.621223,37.68228,15.998413,5.697077,4.7769685,13.454792,16.517118,20.674557,25.198679,20.047873,2.6183841,-15.019227,-2.3731837,34.28889,39.873344,25.144983,-13.78965,-27.595695,-28.78563,-27.553223,-20.77064,-5.793687,5.907607,3.026186,2.464262,1.8093939,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047,1.8406047
0.18964247,0.18964247,0.18964247,0.090063475,1.4112433,5.487259,2.4189358,2.5296054,2.1331525,1.0625662,0.36523256,-3.110305,-2.3931751,-1.0021588,-1.0958581,-0.5333175,-3.6167789,-17.41907,-28.684126,-25.396147,-20.713545,-14.139061,-12.678667,-13.487191,-11.565344,-22.356981,-32.358498,-35.327168,-28.930315,-20.96648,-12.576271,-11.6598015,-9.629477,-15.230149,-27.817312,-33.406063,-33.100487,-19.01886,-11.936981,-7.595281,-9.062566,-6.9035387,-5.780399,-12.720785,-14.144773,-10.474382,-10.537324,-19.408106,-23.774113,-29.723734,-33.94868,-36.10477,-34.603695,-31.245962,-27.624811,-23.964731,-22.182434,-21.497484,-20.557558,-20.053858,-23.82647,-28.747963,-29.95943,-28.17041,-23.170067,-12.122132,-0.9646322,2.8931708,2.130635,0.6787898,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964247,0.18964198,0.18964198,0.18964198,0.18964198,0.18964198,0.18964198
1.3494431,1.3494431,1.3494431,1.7793143,6.8318396,10.776718,15.3429985,21.409172,21.46941,15.159299,9.049028,10.736675,19.585081,15.732791,5.852055,-6.104096,-16.250175,-11.564635,3.1350944,13.305847,12.042301,3.9743876,-7.511128,-15.507949,-22.272837,-24.253595,-24.034805,-23.372856,-21.51705,-24.039417,-25.182835,-25.634825,-26.406366,-11.189709,8.140275,9.556548,2.0676486,-2.0659587,-3.023721,-6.0395617,-4.8714395,-5.9534197,-7.2340164,1.319645,0.6845244,-11.670258,-27.98435,-32.077553,-24.48935,-0.9179601,12.098867,18.928284,18.85857,12.500189,6.1205597,-0.116331525,0.65453017,8.975994,12.014275,8.687763,-0.2867321,-10.182067,-15.146816,-20.87708,-26.838772,-24.049526,-13.410363,-4.992676,-0.7410525,0.7786072,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494431,1.3494432,1.3494432,1.3494432,1.3494432,1.3494432,1.3494432
1.8564434,1.8564434,1.8564434,1.7480472,-9.46599,-21.49079,-21.718443,-21.738539,-22.6067,-21.16383,-18.496195,-17.184982,-19.534967,-19.31284,-17.659662,-12.857423,-5.818011,1.1464384,5.6972127,4.1017246,-4.8010335,-6.935078,-4.592484,-0.41590652,2.7322283,11.506096,18.028633,21.504797,16.519474,10.467403,5.3939853,5.4010873,4.994392,0.87523544,4.608144,10.640612,16.726183,8.658769,4.6238403,5.3116484,5.6560006,1.8713313,-1.2447157,-0.6107201,1.093467,-2.6058457,1.7928971,10.156943,11.604222,6.8727193,8.132148,13.805678,8.718929,-0.43619388,-2.5407488,-0.8663975,-3.0008855,-4.982714,-5.06316,-9.528297,-3.802701,5.076717,9.572176,13.226976,13.515743,5.017818,-4.513445,-7.006895,-3.4588463,0.5770957,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434,1.8564434
0.542364,0.542364,0.542364,0.06119935,-11.887172,-21.807657,-25.30768,-23.955212,-24.087683,-23.134773,-20.987698,-18.862713,-21.8252,-20.736038,-17.765808,-10.632075,-5.638834,-11.596967,-19.0313,-19.882414,-24.010475,-20.760595,-17.831196,-13.388811,-5.4264536,-1.4714198,-2.5307553,-0.9769419,1.2659222,3.4144144,4.5234637,2.3502395,1.8869873,-9.321078,-20.580647,-20.125067,-11.249143,-2.6591754,2.4291956,7.945818,7.437649,5.924169,4.9052405,-3.2212753,-3.7949917,1.2291483,5.7785645,3.4778879,-2.0751007,-18.359777,-25.80397,-23.880917,-26.606926,-31.294346,-30.558573,-26.629854,-25.291613,-23.098625,-22.043064,-27.025043,-29.39809,-25.51777,-21.27223,-14.849847,-7.94411,-3.801725,-2.7658885,-3.7898064,-2.1602983,-0.12952358,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.542364,0.54236406,0.54236406,0.54236406,0.54236406,0.54236406,0.54236406
