-658.1864,-658.1864,-658.1864,-652.5986,-491.12057,-370.67953,-223.69756,-127.35451,-117.16626,-152.94873,-237.31383,-341.01056,-376.3223,-328.3249,-282.57617,-252.36615,-244.23233,-292.92914,-383.9639,-473.18674,-553.0872,-605.2102,-638.7923,-653.50885,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864,-658.1864
0.029331055,0.029331055,0.029331055,5.29148,-8.57412,-31.736355,61.58355,146.0856,203.67198,221.18175,222.16202,205.0825,214.59106,223.14542,192.25308,151.17215,122.101776,128.10364,140.73804,124.65621,92.94711,60.93603,25.602486,7.579133,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055,0.029331055
-0.34798238,-0.34798238,-0.34798238,2.9219577,-30.550714,-31.461725,-27.949905,-90.469696,-120.49426,-109.59919,-70.8311,-19.90168,9.352604,-25.56028,-58.150505,-75.53601,-70.41717,-61.993904,-38.690376,4.59284,36.237907,46.564896,23.74662,7.9676676,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238,-0.34798238
0.07168066,0.07168066,0.07168066,0.37822556,24.961445,47.54233,62.977024,24.146431,-8.7007885,-27.066057,-42.040756,-38.299007,-25.353325,-30.773903,-13.976759,12.237329,20.690529,28.278944,29.735641,34.59535,37.776066,29.653715,14.556264,5.990968,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066,0.07168066
0.34126812,0.34126812,0.34126812,0.51129705,-46.793526,-57.772938,-48.245247,-57.618145,-58.88299,-63.022926,-62.848743,-50.433147,-35.88544,-50.136063,-49.292072,-21.230148,3.7086155,11.072801,18.809418,26.711863,26.778883,19.346413,8.876189,3.5236273,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812,0.34126812
0.9875195,0.9875195,0.9875195,1.1152995,23.985329,32.859238,24.074482,12.125556,5.1839514,8.227715,9.688201,7.353412,7.932559,16.816122,22.038073,15.687172,6.5113106,3.8665104,1.3561524,3.3828268,6.3546095,5.2465796,3.2187922,1.9870179,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195,0.9875195
0.30214566,0.30214566,0.30214566,1.1073151,-17.29997,-29.43533,-48.94972,-50.982346,-40.70282,-20.462904,4.383525,16.704712,19.043219,19.35217,2.7317665,-22.000698,-29.929804,-34.71306,-30.095242,-17.341122,-7.608889,-1.222143,-0.16920507,-0.28774303,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566,0.30214566
0.48693007,0.48693007,0.48693007,0.60838264,6.153614,14.017925,26.383839,12.05242,-6.654842,-20.300753,-22.980597,-12.001347,-12.771816,-32.71422,-40.839043,-39.55231,-35.12701,-29.666002,-25.366102,-21.273127,-13.901632,-2.658815,0.18529248,0.34792548,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007,0.48693007
0.53161424,0.53161424,0.53161424,0.62026185,-10.094289,-12.530051,8.535667,18.86601,19.928415,10.018164,1.3047554,1.0623903,1.1843201,-9.080116,-11.532341,-1.7786901,6.2254963,11.379936,13.949311,9.138574,3.9175384,2.7425978,1.3966848,0.72725046,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424,0.53161424
0.11650443,0.11650443,0.11650443,0.18569006,-14.022926,-21.517494,-23.836151,-16.359472,-7.021923,-1.4179511,2.0001745,1.5820962,3.1374843,5.8048944,4.696632,4.9989405,6.9681168,6.0998445,6.768149,6.959564,4.784949,1.5777022,0.35096288,0.10278794,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443,0.11650443
