-623.88525,-623.88525,-623.88525,-623.0804,-391.82742,-232.064,-148.8217,-126.67321,-130.11229,-178.34293,-261.37378,-337.75482,-306.3508,-267.67044,-222.31241,-202.81047,-203.82388,-227.88638,-283.5909,-372.01135,-324.5449,-250.54251,-240.43773,-279.86496,-325.72812,-396.6718,-354.17307,-305.1058,-304.70148,-276.62198,-257.7531,-270.42554,-318.6871,-320.36658,-333.7283,-391.00583,-431.9388,-420.25897,-433.48822,-447.18015,-450.3278,-485.39893,-553.737,-613.31274,-623.8316,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525,-623.88525
0.21936864,0.21936864,0.21936864,0.7683542,118.723076,152.83287,154.64432,158.75737,151.2765,137.74721,140.19115,116.97209,92.21901,103.68312,136.95601,168.99252,179.18909,174.60545,176.17513,181.45349,189.22844,167.18634,134.24193,125.09641,124.698074,119.39615,128.97946,168.05244,196.26683,202.72589,196.63573,196.23495,199.39508,189.06424,197.55267,190.12405,165.34093,169.11903,161.71292,161.15105,163.10933,146.79121,83.40483,12.311299,0.26992255,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936864,0.21936798,0.21936798,0.21936798,0.21936798,0.21936798
0.19119507,0.19119507,0.19119507,0.66695774,-43.173878,-92.374626,-119.728355,-132.44304,-117.912025,-101.75254,-77.57686,-63.52895,-83.45644,-94.50973,-93.9432,-101.071945,-101.004715,-87.49699,-62.479973,-16.838833,-43.244835,-70.53054,-63.77893,-48.75626,-38.850903,-30.599989,-37.636276,-23.682995,-4.2949004,-24.229935,-50.061073,-55.855835,-45.134583,-30.693556,2.3624332,45.705647,67.71464,71.0354,75.347435,76.73767,72.87601,69.11774,42.310158,5.661193,0.22135782,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119507,0.19119644,0.19119644,0.19119644,0.19119644,0.19119644
1.0487454,1.0487454,1.0487454,1.4315752,-12.707312,-23.195423,-36.106964,-43.845474,-43.830643,-41.89052,-35.10134,-20.42194,-18.183836,-15.376616,-3.3179061,6.003073,13.017768,14.816857,7.6959195,1.8174946,2.7045765,13.365917,29.734798,43.92868,44.282745,34.932884,3.759712,6.362452,0.7094304,-9.304826,-9.564782,-2.7801163,-1.9453425,-8.815832,-11.649928,-4.3897853,8.598382,8.183974,7.848359,3.952022,-1.275548,0.93935144,3.0720623,0.86770946,1.0392247,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454,1.0487454
0.58731455,0.58731455,0.58731455,0.6283576,-33.54779,-41.364204,-46.17965,-50.56399,-51.18379,-49.073433,-49.25994,-34.921646,-22.93603,-21.987429,-22.388346,-23.029184,-20.733093,-20.663324,-30.826475,-44.875717,-41.504326,-22.8084,-3.2633724,6.731785,5.277379,-1.5672724,-25.42616,-36.691177,-51.98369,-57.328594,-51.134274,-45.058163,-47.27981,-52.090904,-62.49591,-63.168396,-51.082047,-53.01317,-52.037617,-54.96011,-58.56683,-51.853962,-28.216751,-3.823953,0.5611987,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.58731455,0.5873146,0.5873146,0.5873146,0.5873146,0.5873146
0.2006338,0.2006338,0.2006338,-0.21310917,7.4926615,20.41527,34.36475,41.912663,40.1291,37.20381,28.035439,16.717793,20.325722,19.020624,7.0087943,-1.5252125,-7.6631994,-10.8275,-9.63365,-13.034103,-10.066763,-11.882572,-22.604343,-34.947483,-36.740063,-30.503605,-6.7354503,-14.325176,-15.613087,-5.3640714,-0.42905113,-4.526604,-7.1073246,-3.4577904,-7.4642653,-19.3753,-30.66319,-31.232616,-31.054897,-28.281082,-23.864534,-23.498417,-15.301131,-1.5878366,0.19853555,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.2006338,0.20063376,0.20063376,0.20063376,0.20063376,0.20063376
-2.1736531,-2.1736531,-2.1736531,-2.246261,-5.8935876,-8.955611,-8.072293,-7.2954693,-5.42541,-3.893124,-3.456527,-5.727413,-7.8381104,-10.156601,-14.508156,-18.972095,-21.343689,-20.266256,-15.5141945,-8.978674,-12.349952,-17.744106,-20.799387,-23.122381,-22.220108,-18.569017,-10.318157,-10.50493,-7.453817,-6.882345,-9.522784,-12.217077,-11.476547,-7.491904,-3.1652353,-0.30392197,-1.0109514,-0.58572173,0.18711612,1.4731312,2.5085714,1.8035483,-0.21493368,-1.8220212,-2.1687305,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531,-2.1736531
0.8310956,0.8310956,0.8310956,0.7702312,-4.443819,-1.5262212,0.45747307,0.8863484,-0.67823565,-1.6716723,-4.404029,-2.4373055,2.809563,3.9008572,2.8330376,2.6494792,2.8336494,1.4706724,-3.3528845,-11.337291,-7.943858,-0.6514219,3.3275394,3.9074214,2.5641968,0.4925157,-3.7648995,-8.663767,-14.636523,-13.651977,-9.3647785,-7.4749827,-9.153319,-11.46989,-17.480642,-22.246656,-21.628565,-22.500767,-22.584044,-23.292002,-23.621582,-21.392088,-11.919375,-0.993754,0.82110333,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310956,0.8310957,0.8310957,0.8310957,0.8310957,0.8310957
1.3704652,1.3704652,1.3704652,1.3829634,6.443124,8.698461,9.162884,9.503268,8.777799,7.907908,7.576347,6.726711,6.374621,7.127462,8.532144,10.125728,10.660509,10.158654,9.420286,8.284417,9.310678,9.371567,8.223982,7.7916207,7.5775504,7.080126,6.924293,7.93374,8.2950735,8.887442,9.404739,9.736064,9.647812,8.669719,7.945291,6.6006036,5.334426,5.3425074,4.948586,4.8330283,4.9250917,4.5397224,3.138198,1.636859,1.371152,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.3704652,1.370465,1.370465,1.370465,1.370465,1.370465
-0.054618955,-0.054618955,-0.054618955,-0.113762826,-4.002963,-5.888369,-5.1693263,-4.6541934,-3.680385,-2.7316809,-2.7331123,-3.6761348,-4.196983,-5.6116095,-8.738842,-11.743924,-13.257993,-12.727372,-10.343806,-7.265855,-8.996833,-11.387026,-12.657357,-13.958942,-13.504818,-11.342898,-6.8308954,-7.917444,-6.9783826,-6.5229783,-7.5551844,-8.9571495,-8.663834,-6.4497705,-4.626789,-3.4245126,-3.6444156,-3.542069,-3.01693,-2.2767863,-1.6630874,-1.6543964,-1.1598855,-0.16848435,-0.053274594,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618955,-0.054618835,-0.054618835,-0.054618835,-0.054618835,-0.054618835
